Gene,P0.05,P0.11,P0.16,p0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
YKL054C,-0.493947811,-0.644637066,-0.710698548,-0.709703725,-0.626086699,-0.943562445,-0.671129389,-0.522294495,-0.55983317,-0.591750546,-0.153664037,-0.597894946,-0.059106334,-0.55270153,-0.130791902,-0.797031007,-0.431054169,-0.782043256,-0.429152493,-0.7953192,-0.583226628,-0.926795494,-0.835933198,-1.075282259,-0.741522939
YKL056C,0.037409703,-0.075315622,-0.124996751,-0.191399406,-0.293693878,-1.154126588,-1.168995429,-1.16708458,-0.901122658,-0.68607949,-0.536952959,-0.641985507,-0.417338666,-0.425212691,-0.542967292,-0.629594367,-0.668555753,-0.600352913,-0.556236989,-0.502629621,-0.902265685,-1.119526888,-0.740874123,-0.56668954,-0.621542785
YKL060C,0.015943555,-0.397171427,-0.420570511,-0.636229063,-0.765756197,-1.332776358,-1.539082151,-1.756528641,-1.961946229,-1.978663957,-1.200899941,-1.568393996,-1.570159261,-1.36899846,-1.079959106,-1.161612303,-0.808278885,-0.931231376,-0.958255108,-0.949299451,-0.989633034,-1.079985992,-1.219538966,-1.042128215,-1.007737571
YKL065C,0.077671986,-0.065934403,-0.168894525,-0.090944214,-0.50214676,0.323174704,-0.026093816,-0.14978854,-0.349090347,-0.516892492,0.165337784,0.075419059,0.165802082,-0.138572003,-0.309373328,-0.147501448,-0.126546815,-0.419468627,-0.538180776,-0.579690847,-0.100226797,-0.253019935,-0.575723313,-0.673455459,-0.504819551
YKL067W,0.010823237,-0.433917504,-0.758266454,-1.035669488,-1.605518306,-0.058878843,-0.249104952,-0.072524284,0.273019504,-0.43603819,-0.509520129,-1.080313009,-1.195343088,-1.692332797,-1.499750549,-1.232171541,-1.403883415,-1.716281544,-1.511883683,-1.635653341,-0.724091659,-1.167632414,-1.619922729,-1.585340279,-1.553065059
YKL080W,0.132850072,0.344583155,0.253787695,0.293973646,0.208224039,-0.478237447,-0.410323672,-0.37989146,-0.335651408,-0.162188505,0.093733182,0.471133445,0.223801879,0.047027796,0.12857575,-0.168573213,0.090300444,0.056504378,-0.005369419,0.050860194,0.259576568,0.127500993,-0.092395889,0.116902745,0.108262227
YKL081W,0.05574932,-0.094049677,-0.021051649,0.04123776,0.035400514,-0.803354433,-0.617236269,-0.524383236,-0.423386696,-0.176548591,-1.250303655,-0.944262153,-0.82445735,-0.353703549,-0.208597076,-0.543773731,-0.331900402,-0.271422218,-0.20674731,0.088835157,-1.171521394,-0.542564418,-0.017601962,-0.044663257,-0.145834036
YKL085W,-0.153806237,-0.490780837,-0.85659395,-1.265093369,-1.884723079,0.676786946,0.554241779,0.776653025,1.159616387,0.421369136,-0.745020553,-1.358649215,-1.284764395,-1.818946349,-1.993252194,-0.900538856,-1.597907117,-1.935957057,-2.009099596,-2.047945008,-0.948930747,-1.436411739,-2.027573113,-1.973964056,-1.988386427
YKL094W,-0.347355594,-0.000173995,-0.014922661,-0.103945782,-0.026134897,-6.119136321,0.100109419,0.022185831,0.113771361,0.408975701,0.716907151,0.472517165,0.278407211,-0.074370469,0.527810013,0.87316815,1.382555727,0.088699693,-0.195734446,-0.330115772,0.440675099,0.451010939,0.209001237,0.03960906,0.016980225
YKL096W,0.114833977,0.464658953,0.249972397,0.078643998,-0.103609771,-0.916424801,-0.820408001,-1.171188384,-0.781070986,-0.56566445,-0.039263365,-0.019134752,-0.130152816,-0.469425946,-0.039973475,-0.226227434,-0.040532455,-0.088794555,-0.353689128,-0.203138319,-0.255495944,-0.246092997,-0.381543295,-0.158245009,1.736385625
YKL100C,-0.114778032,-0.310283591,0.028406055,-0.210406314,-3.533936681,1.003513069,0.833743126,0.466461027,0.232949751,-0.177569326,0.252432461,0.530161367,0.375404333,0.113034966,-0.080909371,-3.841289768,-0.07609936,-0.049155745,-0.075657022,0.052627446,0.030978839,0.044172559,-3.637228192,-0.193576815,0.355515771
YKL103C,-0.170083644,-0.029122049,-0.44851191,-0.611787025,-1.226596668,-1.345894873,-1.796714503,-1.833254693,-0.830186297,-0.977992633,1.229473012,0.846626623,0.847096626,0.73436953,0.484259672,-1.875079308,-0.556901693,-0.337409145,-0.7046306,-1.026776974,0.388833966,0.380805236,-0.215060649,-0.030204745,0.02337988
YKL104C,0.061698859,0.120880483,0.021129004,0.196972646,0.488883089,0.547052507,0.027409387,0.372062818,0.402403166,0.33375283,0.468733079,0.711503559,0.688540761,0.547764798,0.335239375,0.973910767,0.528768396,0.279781405,0.196791292,0.415534854,0.774713659,0.335593322,0.325056481,0.340380682,0.687591451
YKL117W,-0.03847822,0.068670484,0.157326599,0.147237139,0.121530001,0.2577027,0.106639686,0.079343783,0.262059063,0.177589426,0.372499383,0.159724835,0.392286901,0.166452386,-0.057603689,-0.819223803,-0.382403649,-0.392915655,0.015476455,-0.288144355,0.002269936,0.021177238,0.027930691,0.060765515,0.126253808
YKL120W,0.004007448,0.383012634,0.38898811,0.767798933,0.991870796,-0.50540953,-0.319193102,-0.462526408,-0.37732325,-0.102207468,-0.222815474,-0.387651026,0.032519635,0.358414579,0.821322883,4.090577675,3.473583117,3.231287026,3.016390448,1.778148306,-0.349347324,0.256032424,0.145395258,0.697896644,0.395547159
YKL126W,-0.503594396,-0.538964393,-0.199203379,-0.281001493,-0.263459171,-0.156305935,-0.078165346,0.407791934,0.663382095,0.825900628,-0.22315947,0.454337202,0.626946413,0.657990184,0.67206283,-0.090464591,0.202150708,0.069912458,-0.464202799,0.300762409,0.587305825,0.308153563,0.318537598,0.133102838,-0.600367837
YKL127W,-0.130609482,-0.153538509,-0.352984189,-0.242922464,0.304629163,1.273361667,1.137552589,0.489991927,0.61971229,0.306341713,1.020149345,0.415374413,0.309403409,-0.366755997,-0.260467561,-0.80915378,-1.021542401,-1.095791659,-0.762664355,-0.658187036,0.836068157,0.567247642,-0.290062369,-0.455029869,-0.058777401
YKL142W,-0.119014618,-0.260143597,-0.490668555,-0.429337572,-0.873364898,0.685737657,0.541084603,0.187359631,0.057522965,-0.011510924,0.732524788,0.684813144,0.565231308,-0.070012911,-0.306679947,-0.239193793,-0.26053278,-0.571055582,-0.476569975,-0.72847744,0.201480249,-0.100009476,-0.878346751,-0.604530391,-0.455421062
YKL145W,0.040705035,-0.334098004,-0.443151772,0.570330509,-0.304144452,-0.12182178,-0.685084077,-0.427367292,-0.5591609,-0.0895627,0.036582889,-0.17490228,0.673979044,0.064009062,0.066332499,-0.357482241,0.264563203,-0.160669592,-0.114882533,-0.097150601,-0.431486401,-0.032769106,0.807107215,0.152484633,0.05627879
YKL148C,-0.124092814,-0.134735891,-0.335330584,-0.744528361,-1.759046041,1.151299766,1.527286186,1.557229844,1.581945622,1.109985577,-0.091306114,-0.430925876,-0.819570973,-1.478110965,-0.834840324,-0.49297911,-1.091237824,-2.062958707,-0.420027487,-1.704359858,-0.228597735,-1.241618905,-2.252400054,-1.211825802,-2.390276573
YKL150W,-0.140078774,-0.228017693,-0.491536109,-0.579248413,-0.593977808,1.471775921,1.155126963,0.722444342,1.015860929,0.320391635,0.847607461,0.050083875,-0.306755217,-0.691403198,-0.499280741,-0.149920384,-0.616655372,-1.035132981,-1.144875679,-1.167443836,0.487127581,0.034529669,-1.074271052,-0.784676243,-0.238390437
YKL151C,-0.211360838,-0.62451265,-1.401168572,-0.807174734,-1.562863894,0.602067633,-0.732069452,-0.91102572,-1.618581627,-0.837423365,1.075414985,-0.425303868,-0.832980989,-0.806804022,-0.297549507,-0.595883193,-1.092907576,-1.686965461,-2.247296843,-2.190868252,0.209862261,0.268294425,-0.206481156,-1.162008245,-0.736989003
YKL152C,0.010099532,-0.378637107,-0.454702405,-0.73430002,-0.816338133,-1.490889568,-1.811999438,-2.049590265,-1.916236575,-1.925363221,-1.161309166,-1.449515888,-1.395067835,-1.296518164,-1.064271729,-1.172918527,-0.993867896,-0.844521506,-0.8018286,-0.979390502,-0.833357893,-0.971239982,-1.163867581,-1.012762106,-1.047909038
YKL157W,-0.026045635,-0.08733864,-0.157042137,-0.34978316,-0.794729499,-0.062929827,-0.357686593,-0.576193883,-0.788206686,-0.733597602,0.408785534,0.571791226,0.621193755,0.266429421,-0.066286207,-0.308116609,-0.185358156,-0.31222443,-0.442114633,-0.449529872,-0.215145895,-0.255684491,-0.2704506,-0.516436881,-0.202062554
YKL164C,0.252371321,0.534750561,0.533697159,0.571625423,0.289708366,1.527198812,0.939808116,0.725985663,0.995143232,0.907243614,2.000476202,1.380250782,1.180805063,0.89046372,0.919017831,1.275681088,-0.201989385,-0.331115004,0.03627862,0.028761567,1.234297218,0.290942557,0.32842766,0.0127716,0.244225957
YKL180W,0.141256872,0.678412876,0.951353883,1.399271254,1.818625352,1.001108468,1.151901236,1.211411843,1.289372659,1.551690602,1.012002812,1.012075951,1.143097749,1.483668978,1.562007971,1.372820664,1.463971651,1.620651016,1.764978567,1.783408742,0.392238184,0.946777411,1.271925028,1.411126219,1.537648079
YKL181W,4.846585366,1.973054716,2.492165082,0.909638707,3.791740696,0.690888124,2.802106478,3.049352599,3.597545395,4.733655635,3.247837766,2.960037703,1.893434428,1.503401052,3.142217265,3.141218857,2.5438593,0.494467925,3.267591894,1.858306275,1.853382973,2.257421351,0.805262413,3.134507956,4.035555226
YKL182W,-0.003868368,0.384090118,0.426585909,0.393115007,0.198537685,0.701284704,0.721493927,0.802024459,0.544340899,0.482434976,-0.059044059,0.708745404,0.859976272,0.58028091,0.345002716,-0.45330532,-0.165292021,-0.120049996,-0.074750707,0.132291045,1.206885428,0.396496896,-0.026227676,0.229835458,0.934320181
YKL192C,0.339209737,0.089665939,0.249763753,0.209910688,0.355465991,0.539257479,0.600847926,0.623594188,0.78087706,0.599630968,0.619929607,0.726974463,0.378452493,0.281191951,0.204864883,0.754530655,0.455308344,0.34815913,0.217407133,-0.010369265,0.137003908,0.053789836,0.254328885,-0.305918308,0.281187586
YKL193C,-0.118684464,-0.334504104,-0.512234108,-0.724992062,-1.03007631,0.011216796,-0.17359395,-0.558533104,-1.113224003,-1.163476656,0.176389051,-0.223887813,-0.338143637,-0.671431059,-0.766696215,-0.653220072,-0.641105339,-1.114502349,-0.940609448,-1.089952437,-0.678575008,-0.713907282,-1.007484936,-1.194403391,-0.896937765
YKL196C,-0.745129769,-1.091309345,-0.771582728,-0.727549049,-0.508241171,-0.086912138,-0.373606876,-0.296429481,-0.279572431,-0.040852954,-0.397476881,0.198831578,0.318012986,0.348512623,0.004723489,-0.079817118,-0.43357745,-0.288257871,-0.179470049,0.077470375,-0.168285834,-0.221134253,-0.079053358,-0.416962964,-0.179396795
YKL210W,0.074149902,0.307150213,0.294727424,0.170160344,0.447526649,0.486785969,0.448534429,0.721375228,0.514502412,0.456711407,0.143620909,0.192850166,0.240413238,0.379802899,0.362903282,-0.170497295,-0.173040376,-0.035315192,-0.015538903,0.041959187,0.121038843,0.474764413,0.592840839,0.427823704,0.443340322
YKL211C,-0.031666371,-0.105585359,-0.073832971,0.256720474,-0.034480865,-0.158802375,-0.080717364,-0.336544443,-0.707364153,-0.625432346,-0.507424392,0.007938987,-0.193171663,-0.153138403,-0.268204597,1.587326642,1.277213371,1.110302585,0.670323775,0.229026426,0.127837696,0.393059799,0.265316618,0.114813751,-0.077117909
YKL212W,0.044853506,0.102003596,0.174631599,0.14464086,0.108852602,0.022105764,0.109106799,0.060005802,0.001119968,0.099400938,0.340939384,0.404953513,0.426722236,0.344823743,0.281644383,0.487810962,0.26969238,0.264273727,0.209190445,0.189632967,0.15960491,0.340562715,0.118335586,-0.030076001,0.297361519
YKL216W,0.172230708,0.495587046,0.593394514,0.750875571,0.760069613,1.988242887,1.301572336,-1.506236535,0.564744871,0.287351403,0.383388283,-2.381304447,0.173677124,2.025034034,0.717249837,-0.05143593,0.29341029,0.199287391,0.847482192,0.697647556,5.308995662,4.483143017,3.624236308,5.007897155,4.066834737
YKL217W,-1.108923149,-5.371692473,-3.921298593,-4.398335107,-4.84571385,-2.840349653,-0.590958714,0.631318897,-4.58185834,-6.991805689,-2.280465553,-3.40815304,-4.052821723,-4.449939851,-7.518238994,-6.199273544,-9.194603297,-4.154827443,-2.851594203,-4.521810325,-4.886700701,-5.720412332,-3.884754453,-7.05132665,-4.070447892
YKL218C,0.512879277,0.355919588,0.540972385,0.405846431,-0.191324647,0.659387753,0.542248323,0.574883952,0.563860313,0.818415785,1.07587467,0.853755633,0.572668614,0.826933174,0.994011239,2.114505689,0.776796487,0.723573719,0.822178538,1.15906778,1.40285267,1.129083055,1.394298106,0.992576564,0.190026836
YKR001C,-0.011419805,0.014490125,-0.082617074,-0.01476983,-0.09974594,0.258763526,0.158946119,0.081458132,0.114034969,-0.096411101,0.610880152,0.603702426,0.665504108,0.207759168,0.213238786,-0.077384024,-0.114649777,-0.227554417,-0.137504228,0.128361265,0.109554799,0.032994313,0.192179847,-0.024302392,0.048369629
YKR009C,-0.313824933,-0.057379873,-0.332600507,-0.597847563,-0.966138504,-0.167793041,0.021280516,0.081622868,0.358943408,-0.126032687,-1.506810751,-1.0703437,-0.944217098,-1.278367208,-0.948063047,-0.188160448,-0.446697336,-0.613286024,-0.567005567,-1.626228257,-0.419236071,-0.242554461,-0.542930797,-0.645842715,-0.961093835
YKR014C,-0.294289735,-0.635722229,-0.478437636,-0.869141855,-0.777010154,-0.508424938,-0.871943688,-1.565825779,-2.131282024,-0.94322845,-1.287902904,-0.13367275,0.128842342,-0.930614393,-1.558160972,-1.594236082,-0.232879457,-3.10414035,-1.38374927,-0.728472289,-0.492454275,-0.251221207,-1.462982565,-2.147147127,-0.140470896
YKR016W,-0.026431148,-0.122919235,-0.27258001,-0.439838444,-0.919653237,0.049584883,0.075039587,0.025246126,0.026504876,-0.203150777,0.274132041,0.051855996,-0.249835108,-0.440533171,-1.093953215,0.362494484,0.093010102,-1.310655597,-0.416036968,-0.341027,-1.215083796,-0.830366591,-0.986240906,-0.968569894,-2.230207103
YKR018C,0.088155422,0.058168208,-0.017271022,-0.25605168,-0.05630281,0.582567111,0.377407461,0.173383568,0.224905694,0.104731631,0.389745214,0.347594043,0.140651788,0.011641764,0.012040488,-0.116852238,-0.05317823,-0.144278955,-0.098713193,0.182053439,-0.119639017,0.131993023,-0.480860017,-0.158459323,0.221299708
YKR026C,-0.22382308,-0.057640052,0.094683724,-0.037565341,0.0768771,-0.391151081,-0.115236662,-0.39154351,-0.388213322,-0.162002421,-0.198121738,-0.140488593,-0.007868429,0.036940948,0.118638976,0.343586916,0.681533667,0.212070239,0.209304714,0.233605008,-0.30118306,-0.409208216,0.099540275,-0.008162342,0.007867883
YKR039W,0.122995016,1.083993525,0.951880355,1.997212957,2.801142104,0.442898455,1.632010246,0.186767722,0.301712644,1.324635499,5.237400899,5.452730557,5.491164141,4.734171088,4.367511385,4.891976013,4.690607964,4.842156405,4.258556912,4.33305392,1.365460027,2.717948546,3.043404705,3.122454519,3.924911647
YKR043C,0.070841503,0.013548841,0.013116145,-0.008395701,-0.069337573,-0.803155468,-0.720983988,-0.669721392,-0.843115194,-0.747112567,-0.483560915,-0.117718409,-0.134281398,-0.211688961,-0.065270861,-0.062963338,0.16978416,-0.165856354,-0.186009882,-0.206426636,-0.029770438,-0.381988374,0.044729434,-0.055848983,-0.152890519
YKR046C,-0.06621384,-0.804809288,-1.333426326,-1.775933931,-2.38773171,-0.976023482,-2.247664033,-2.159976959,-2.52898944,-2.628711467,1.218477974,0.005671202,-0.359903427,-1.751906898,-1.636004684,-0.744577626,-1.501993245,-1.911734063,-2.345476209,-2.366152589,-0.90223638,-1.666246128,-2.426506439,-2.520840381,-2.232554538
YKR048C,-0.25436284,-0.195727459,-0.192369359,-0.158453182,-0.182142783,-0.448364114,-0.070532768,-0.281118029,-0.261415329,-0.28721752,-0.200929416,-0.437148685,-0.225060752,-0.281430454,-0.195861985,-0.584858283,-0.572306656,-0.699638799,-0.526062794,-0.550087963,-0.441111099,-0.331352188,0.005378412,-0.056041048,-0.163639424
YKR049C,0.126018917,0.013227494,-0.064563658,0.630358824,0.247133187,1.495428207,1.041045715,0.406866979,-0.078061734,-0.265821721,0.897009708,0.27233279,0.244463459,-0.694040418,-0.226181306,0.599625161,0.303663464,0.422993166,0.22307814,-1.0389878,0.39383865,-0.163115171,0.343221676,-0.242071752,-0.271166559
YKR056W,-2.565882646,-3.234806795,-3.176100587,-3.616785868,-3.585784157,-2.670442251,-2.761581192,-2.938292684,-4.493844929,-5.104333101,-4.258728912,-4.337479025,-4.156703396,-4.252411547,-4.153899755,-4.42238043,-3.535027582,-3.511294547,-3.468066179,-3.658004213,-4.884809573,-4.423847196,-4.597372989,-4.06924039,-4.222081057
YKR066C,0.036966646,-0.170733832,-0.255991633,-0.851312328,-1.147146961,0.806892856,0.204183555,0.071572566,-0.348076485,-0.677352709,0.316400954,0.058982941,-0.224234585,-0.827146987,-1.186485539,-0.037503896,-0.455288981,-1.047686536,-1.238018231,-0.991120433,0.733658982,-0.023892025,-0.382263911,-0.84528776,-0.561132343
YKR067W,-0.469651782,-2.860133647,-0.871452142,-0.515570753,-1.311167685,-2.059003132,-0.326313072,-1.826732683,-2.342269601,0.587261831,-0.349893613,0.36350376,0.334210386,-3.321513911,-0.100770637,0.448309117,0.008326602,1.138362206,-0.295815323,-0.289072385,-1.867811543,1.220412721,0.031365169,0.970404435,-0.614228646
YKR071C,-1.682980206,-3.425394431,-3.404995347,-3.999172129,-2.395806993,-4.035228664,-4.049259362,-8.723376516,-3.014426521,-3.488170453,-7.814058676,-3.425094957,-6.568544612,-3.269093088,-3.024891504,-2.956186034,-2.068570326,-3.900586655,-2.661554799,-3.260102628,-3.621772905,-4.778769091,-2.539595808,-3.692765124,-2.776362428
YKR076W,-0.165858848,-0.389426961,-0.424669929,-0.936347567,-1.112292864,2.23088928,1.324858058,1.149170328,0.744442988,0.275940468,1.313228053,0.400385,0.659808417,-0.315948005,0.074008195,-0.582741959,-0.608352907,-1.007806715,-0.624937008,-0.80691724,0.748349977,0.289848345,-0.713932078,-0.548132211,-0.482127249
YKR080W,0.295613182,-0.243182306,-0.129884649,-0.304763135,-0.048796808,-0.946446445,-0.890235954,-1.28572641,-0.965289387,-0.254772261,-0.954201981,-0.399465728,-0.73146587,0.190521303,0.009811933,-0.588197574,-0.64582538,-0.349973972,-0.139733107,-0.11340191,-1.306561441,-0.937523513,-0.767184946,0.289685444,-0.384100855
YKR097W,-0.111508059,-0.451333961,-0.528710635,-0.74916761,-0.986694362,0.670969717,0.593807521,-0.090459783,-0.778977227,-0.632518339,-0.650939014,-0.506898075,-0.872664127,-2.893835236,-0.654015847,-1.216582848,-1.22508691,-2.055016273,-1.224877299,-1.062298486,-0.315282942,-0.340471303,-0.766482385,-0.775563647,-0.939362184
YLL001W,-0.750647287,-0.141079038,0.206388221,0.6545143,1.182252926,-0.747710854,-0.431132259,0.087209888,0.677448923,1.091038608,-0.736384112,-0.022191989,0.058106999,0.670163036,0.889282213,0.814007541,0.808912434,0.965966113,1.05428773,1.1671415,-0.09804412,0.222532583,0.535849152,0.719862016,1.265432484
YLL018C,-0.03470074,0.070248402,0.224755534,0.405371353,0.431094105,0.569929139,0.552958018,0.469882578,0.41138237,0.381066091,0.022202454,0.257701117,0.277222504,0.252322311,0.371658346,1.149258477,0.891257676,0.826691012,0.637738528,0.477611511,0.415500683,0.645972693,1.012762799,0.543170922,0.435004056
YLL021W,-0.017277815,0.266311033,0.2307751,0.249647396,0.20669789,-2.062059218,-0.176337983,-0.002293378,-0.118351588,0.005584994,-0.051184703,0.481441953,0.242112183,0.522684402,0.367464821,-0.038850699,-0.242203575,-0.005050655,0.093066775,0.226200185,-0.026813028,0.37258702,-0.271073341,-0.05850358,0.496233561
YLL024C,-0.123684716,-0.440976956,-0.62881061,-0.803847592,-0.819380591,-0.420807662,-0.708322118,-0.631384352,-0.573338967,-0.795707663,0.096434445,-0.797895602,-0.862829972,-0.817680217,-0.763706467,-0.889948666,-0.93743609,-1.102301007,-1.055257996,-0.723713904,0.156121856,-0.495247035,-0.814032232,-0.922185503,-0.885568994
YLL026W,-0.133701253,-0.761660583,-1.215396945,-1.666004087,-2.340942587,-0.290133695,-1.080771057,-1.621729683,-1.623254007,-1.966810482,0.496587632,-0.909545762,-1.225533773,-1.786045495,-1.831251485,-1.721368564,-2.439580565,-2.689458782,-2.586170116,-2.466499691,0.559903144,-0.356841064,-1.596804164,-1.878945189,-1.719714024
