ORF,gene,alanine,aspartate,glutamate,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,asparagine,proline,glutamine,arginine,serine,threonine,valine,tryptophan,tyrosine
YAL042C-A,,0.549331371,0.269713968,-0.870787145,0.118483093,-1.440459577,-1.46176527,0.217979656,-1.210087878,1.51289366,-0.220343,0.028456627,-0.062376619,-0.362004887,-0.987932964,-1.823809688,-0.559654427,-0.823419895,0.862396527,0.253509948
YAL042W,ERV46,0.11111084,0.45691169,0.304055292,0.006187409,0.146098102,-0.782519555,-1.243707394,0.308688672,0.428648092,-0.037650563,-0.598907565,1.100816596,0.349683928,-0.698199379,-0.915681465,0.011494896,-0.687441144,-0.007893451,-0.77597258
YAL044C,GCV3,18.22992436,-2.493429873,-4.527757003,1.115626081,5.24813146,-0.215825748,11.22297704,5.693868997,-5.492056085,-5.008436411,0.020255757,-8.839386393,-6.521857092,-1.593880906,-5.538262122,2.434850982,66.90386483,3.737569113,13.49862332
YAL044W-A,,-2.02457235,2.427401351,-0.453784735,0.00053756,-0.143127963,1.469062692,0.367189675,1.881771564,1.047978944,-2.189226243,0.020255757,-1.026194077,0.106129304,0.817567187,1.997589296,-0.654926857,-1.034646171,0.141200604,-0.35684817
YAL045C,,0.195862312,-0.527267994,0.27432784,1.005616254,1.448063884,0.106645575,-0.723870822,-0.292686025,1.174587829,0.268745295,-0.126011185,0.608817004,-0.616190473,-0.304175348,-1.755682672,-0.451072842,0.063018664,1.13068993,0.302425013
YAL046C,AIM1,13.68688115,-0.011962791,-3.36630498,-1.100817404,16.98397688,0.548678188,5.972300967,1.048357621,-1.116593345,-1.343652075,-0.260008718,-2.927706784,-3.641308326,0.375868988,-3.042032914,3.978445895,28.68473662,-0.579915613,0.200257426
YAL048C,GEM1,0.480921687,1.253400167,-2.838817293,1.770922031,-0.773932681,-2.124160023,0.583126761,-0.698960937,-0.152742167,0.303550168,0.590725105,-3.115432053,-1.532258632,-1.836353678,-2.741884725,0.690964093,-1.700626933,1.823365749,1.333163474
YAL049C,AIM2,-0.940550802,0.453615049,-1.010433463,0.389951747,0.600469977,0.538659586,0.681581543,0.791104058,0.871656068,-0.502469168,-0.058745523,-1.067738328,-1.342850235,0.496379412,-0.365037457,-0.642971383,-0.512509776,0.561147562,0.39539563
YAL051W,OAF1,-0.31583924,-0.685848675,-0.757641797,0.210241114,0.461446377,-0.888063481,1.117831897,-0.465258854,0.696711399,-0.015642394,-0.114139333,-1.238913803,-0.316763346,0.292271713,-0.04971918,0.011494896,0.123852607,0.538491916,2.096204014
YAL053W,FLC2,0.195862312,-0.40946008,0.552010268,0.92507992,2.070045488,-1.607470494,0.350626795,-0.423587389,-0.282813832,0.257066693,-1.024168527,-0.76807968,-2.208092934,0.56103566,-0.659834317,0.001008141,1.062816666,0.761746103,2.408684024
YAL054C,ACS1,0.195862312,0.200007433,0.424867425,-0.209244044,-0.494960998,-0.676748031,0.205256817,-0.241335164,0.246206374,-0.350484519,-0.459481599,0.120097467,0.625286646,-0.672095054,0.267044839,0.162672662,-0.835505242,-0.338140113,0.574126717
YAL055W,PEX22,2.873901533,-5.272575132,-1.042072915,0.023595226,-1.382091417,1.472851421,4.033783047,-0.286575186,3.562860681,-0.30198603,-2.434694131,-0.819683226,0.794770641,0.003546457,-2.091740288,-4.362520302,1.337494037,0.768888003,1.06500713
YAL056C-A,,-0.900256912,1.133750133,0.995123532,-0.773527348,0.543844185,-0.136398151,-0.729838865,0.970964648,0.207073256,-0.438923627,-0.077572149,0.333797221,-0.651805638,0.075137236,0.378052558,-0.194181818,-0.888426104,-0.781463375,0.476962314
YAL056W,GPB2,-0.204354951,-0.70824327,-2.067983404,0.364071801,1.975082583,1.812657932,0.423896118,1.303090793,0.228615844,-0.329066002,0.016173369,-1.829090558,-1.041724797,2.728385939,0.944450056,-0.256569936,0.242248045,-0.027754588,-0.536873359
YAL058W,CNE1,-0.43220544,0.568274685,0.527486564,-0.196519958,0.67956774,-0.136398151,-0.271818055,0.617769619,0.865242078,-1.592987322,-0.086497382,0.547849836,-0.602199215,0.528950825,-1.329769181,-0.741870425,-0.709934041,1.563348408,0.833399329
YAL059W,ECM1,0.657236739,0.706469294,-0.72172527,0.594601142,-0.764342517,0.965495511,-0.137753408,1.196329566,0.948650981,-0.756449276,0.626091779,-0.158646444,-0.296260112,0.744844358,-1.147120513,-0.447197881,-0.649553609,1.063361247,-0.122601766
YAL060W,BDH1,0.10515055,-0.655414977,-0.075240756,1.941737142,-0.441950707,1.900096844,1.511146369,0.710314023,2.591078787,0.771426588,-0.105873558,-0.842666155,0.043464404,0.762808306,-1.074580255,-0.178817773,-0.938297341,1.965710657,-0.920380046
YAL061W,BDH2,-1.378091497,-0.436394395,-1.676421065,0.07475984,0.124145695,0.942213043,0.245450147,0.924898671,0.750906322,-1.227363653,0.020255757,-1.990409294,-1.048282187,1.3771003,-0.345825599,-0.869907723,-0.752952053,0.279107297,0.783005943
YAL062W,GDH3,-0.479526385,-0.337008138,-0.581617353,0.002819416,0.255790201,0.865206441,-0.009365921,0.18933723,1.03674021,0.243686455,0.020255757,-0.516242115,0.338366168,-0.024246019,-0.070737372,-0.806794515,-0.888018395,0.849169491,-0.474632957
YAL064C-A,TDA8,-1.06650545,-0.459835714,0.333379776,-0.829526602,-0.051959906,-0.096039504,-0.487513478,0.467913348,0.053205364,0.037601708,0.101498563,0.43426821,0.157373777,-0.459963539,0.286334214,-0.278166371,-1.033152457,-0.269796241,-0.231710267
YAL065C,,-0.148255381,0.331829958,-0.890524468,0.049233519,0.022601069,1.459373249,-0.97545192,0.463450021,0.135499324,-0.502587654,0.175158129,-0.478206669,-0.308049057,0.626305346,-0.188527968,0.011494896,-0.913271807,-0.547084865,-1.318810626
YAL066W,,-0.386846063,-0.042803831,-0.611571689,0.208759968,0.385718918,1.219809177,0.045462281,0.429359618,0.830750326,-0.220343,1.748997356,-0.296806876,-0.19543435,0.263232123,-0.11233532,0.501913175,-0.137193821,-0.045237163,-1.239480826
YAL067C,SEO1,-0.54840046,-0.393883129,-0.466491148,1.167289719,0.330747275,-0.040496598,1.417297819,-0.098163974,1.806244994,0.214206515,0.32402515,-0.022721855,-0.836979729,-0.424019704,-1.190991776,-0.817226448,-0.284291824,2.702283249,0.165439124
YAL067W-A,,-1.408763806,-0.47121639,-0.087819068,1.599670963,-0.342888784,-0.550541806,1.069936363,-0.549053923,2.110113824,0.727965222,-0.353980921,2.715303624,0.038605265,-1.267807283,-0.227919271,0.565783768,-0.000286178,1.720060468,1.289079306
YAL068C,PAU8,-0.570841473,0.072471768,-0.075240756,1.228021123,0.035262295,-0.213459088,0.95882159,-0.375925038,1.561029556,-0.170365113,0.186133472,-0.541121265,-1.090755003,-0.265556906,0.219582926,-0.623468568,-0.313940013,0.751542565,0.155857214
YAR002C-A,ERP1,0.401604214,-0.943599496,-0.976406879,0.198723809,1.732807951,0.539178528,0.179908706,0.163154411,-0.566123554,-0.136384797,-0.967126106,-0.185857475,-1.314643061,1.25663208,-0.806964949,-0.138540632,0.841997158,-0.027754588,-0.221923181
YAR002W,NUP60,0.441891084,0.377168704,2.177771948,0.953618049,-0.973358305,1.087540717,0.01198891,-0.413353044,1.040111811,-0.317964277,0.835261413,0.665322447,-0.373554558,-0.075990278,-0.710493717,-1.000502758,-1.187193257,1.340344367,-0.103220395
YAR003W,SWD1,1.787110554,3.413883917,3.605510229,0.536067919,1.515181515,-1.361251704,0.145483268,-0.592220979,-0.041481649,-1.979099065,-0.652136807,2.085682047,-0.1799278,0.194189246,-0.296899162,4.822997106,-1.867736882,-0.138028135,-0.363265934
YAR014C,BUD14,4.041230615,-0.377590808,0.177924446,0.665354084,4.729684877,-0.209170675,2.218801269,0.667264359,-2.788194187,-0.220343,-3.069465147,0.187180091,-2.969586604,2.518348462,-0.436010446,-0.24839631,6.540512829,-1.851963948,-0.668116286
YAR018C,KIN3,0.177978145,-1.004173296,1.647872858,-0.185904341,0.152583267,-0.243025075,-0.310254494,-0.095682686,0.533876861,0.177005101,-0.331935732,1.454382003,-0.076388787,0.126093605,-1.116415863,-1.321519173,0.189660932,1.101070507,0.340463584
YAR020C,PAU7,-0.991036259,-0.228522184,-1.418019961,0.060589625,1.187702055,-0.029771733,-1.520357684,0.126641168,-0.028448158,-1.335094973,0.053903982,1.003909224,-1.561978481,0.055251597,-0.797802669,0.011494896,-1.419244473,-0.664657035,0.375895386
YAR023C,,-0.102827284,0.009879959,0.754870018,-0.731426992,-0.584224892,0.239302954,-0.022706998,-0.422336646,0.178644519,0.3738133,0.780492328,0.256382806,0.990181118,-0.513067591,-0.227919271,-0.071893593,-0.196019541,0.626113898,0.011584818
YAR027W,UIP3,-0.867134081,0.229471572,-0.525925555,0.157642852,0.763548843,0.2583285,0.354624777,0.485519079,1.323385261,-0.836340998,-0.123496296,-0.429224497,-0.102309051,-0.116306528,-0.258623948,-0.280005288,-1.001959424,1.121651272,1.177568034
YAR028W,,-0.675617319,0.633072522,0.214371506,1.173488414,-0.24034305,0.522186445,0.197666377,0.996546928,1.209440773,-0.796525385,-1.001856881,-0.111058358,-0.253390864,-0.161860367,-0.227919271,-0.503819661,-1.017994386,1.334175196,-0.330825675
YAR029W,,2.441710592,0.337996076,-0.075240756,0.986428094,-0.120450503,-0.786526961,0.977723408,-0.79660586,0.068743272,0.705807572,-1.206231721,-0.962243453,-1.17527198,-0.656676217,-0.919742736,-0.399803141,0.27388503,0.543038208,2.765757688
YAR030C,,-0.331250922,-0.595284766,-1.054437754,2.307108957,2.379246445,-0.136398151,1.651953309,-0.340569199,0.989606744,1.328178819,-0.068953516,-1.038612484,-2.061442499,1.186960721,-0.431095532,0.097759537,2.506998922,1.306935923,0.091212737
YAR031W,PRM9,0.195862312,-0.110411731,0.888342429,-0.243800711,-0.220280894,-0.842656377,0.013045524,-0.766210316,0.099899951,0.692180957,-0.199237901,1.134425516,0.760986355,-1.17561175,0.358980868,0.72865278,0.138136969,0.724619095,0.279153625
YAR035C-A,,-0.32808432,-0.272847572,1.007480071,0.023595226,0.015924357,-0.741709065,-0.692478229,-0.379383007,-0.091581111,1.445501395,0.061923091,1.350081152,0.74908497,-1.061156649,1.588386465,0.851454329,0.114166086,-0.648422111,-1.217117532
YAR035W,YAT1,-0.089010625,-0.011962791,1.797360075,-0.774830989,-0.133695852,0.058604264,0.057161805,-0.716645255,-0.377312559,1.602159841,1.268757073,0.500696409,2.131944475,-0.67060947,1.363194366,0.079993067,0.90257809,-0.219173026,-0.535240095
YAR042W,SWH1,-0.261648451,0.531093607,-0.508035163,0.231601068,0.747280526,0.204109123,0.354410829,1.362345172,0.459068521,-1.052787011,-0.046527485,-0.388956567,-0.590223579,1.071248036,-0.940565762,0.390279536,-0.477685632,0.475296645,2.219592994
YAR047C,,0.195862312,-0.898269629,-1.021664276,1.449120388,0.970543326,0.10639031,0.676029731,-0.363948651,0.226145795,0.493515936,-1.297283347,-1.120662068,-1.690646431,1.224618524,-0.574247969,-0.746948946,1.087846645,1.094476613,-0.696089908
YAR050W,FLO1,1.054307156,0.073396758,0.580949502,-2.449740187,-0.665962176,0.454159165,-2.126982222,0.714318847,-1.941112416,-0.911628009,0.663314728,-0.158646444,0.79146944,-0.177737598,1.439952714,0.70750502,-1.0082691,-2.110264376,-0.879727997
YBL001C,ECM15,2.702312975,1.55503948,0.846744903,-0.707316603,-1.201488391,-1.361182075,0.465685395,-0.178740375,-0.179353346,1.138889078,0.543745827,0.719779439,-0.56560196,-1.172394959,-0.227919271,1.349057159,0.016687833,-0.266382041,0.523943887
YBL002W,HTB2,1.601088928,-0.011962791,-2.036860528,1.018349546,1.30613925,0.28899681,1.803781153,-0.774450991,-1.60077315,-2.027582007,2.116290782,-2.883427312,-1.729625238,-1.222160411,-0.280362804,-0.413392522,2.178972522,3.503188834,5.350119917
YBL003C,HTA2,1.097653661,0.260942899,0.649698613,0.968584815,1.563872093,-1.151773044,-0.010256796,0.180385287,-0.152742167,-1.101723868,-0.77863659,-1.003190706,-1.588276376,-0.261034754,1.607085052,-0.446870916,0.824985229,-0.212185428,0.948970381
YBL005W,PDR3,3.885194404,2.665593031,1.44909921,-1.178144428,1.400069935,0.016124579,-0.416396595,0.54022767,-1.295378334,-1.851886876,-2.402046158,1.574280641,-0.102309051,-0.471763605,-0.26476716,3.365805279,1.152100641,-3.087351954,-2.652864982
YBL006C,LDB7,0.043274065,-0.098755704,1.88209444,0.200493335,0.048929804,-0.425832135,0.06483194,0.001683319,-0.152742167,-0.30523604,-0.960075818,0.360328934,0.318103057,-0.900350933,0.028658082,0.304857091,0.306437571,-0.603904552,-1.232538461
YBL007C,SLA1,-0.410561075,-0.412357617,1.712951756,1.880861555,-0.305381003,-0.327304938,0.035860043,1.487999241,2.324094615,0.546117206,-1.766788575,2.1910774,-1.499341527,-0.365343481,-1.347736224,-1.96108561,-0.701385078,0.646618329,1.815650811
YBL008W,HIR1,1.909050109,0.188362489,0.620454297,0.24480288,0.326478241,-1.150270369,4.674698543,-1.335750165,-0.349534409,-0.588476855,-1.874228842,0.511450866,-0.102309051,-0.97279051,-0.861499041,1.684118819,2.909069542,-0.776308953,-1.045774779
YBL008W-A,,-0.858834125,-0.22853144,-0.3071014,-0.237874516,0.764067547,0.284809046,0.265141924,0.386539482,-0.152742167,0.213068446,-0.043872403,2.00004132,-0.159484628,-0.455363251,0.391709111,0.165950936,-0.184796398,-0.207313186,0.544421595
YBL009W,ALK2,0.9500746,1.517087584,2.049192849,-0.596990945,-0.493941698,-0.358784593,-0.40273354,-0.374758313,-0.662225003,0.374147141,0.062077395,1.126809706,1.709100967,-1.318929986,1.827100604,1.415073233,0.189660932,-0.9359264,-0.836886659
YBL011W,SCT1,-1.519155996,-0.479467586,0.597188917,1.287731347,-0.62273239,0.099950336,0.145483268,-0.317578079,1.476864222,0.191132303,-0.502701447,1.356408664,0.05287962,-1.143784891,-0.401364826,-1.505174115,-1.356048223,1.949288554,0.281114259
YBL012C,,5.577372934,2.983434753,-0.033024516,0.069006728,0.935035514,-2.657535249,-0.063036293,-0.423907283,-1.411801007,1.33629691,0.96204081,-0.158646444,-0.900298728,-1.553750367,-2.058786326,2.85908284,-1.837456387,-0.169487774,0.869631412
YBL013W,FMT1,-2.43903645,-0.994489079,-1.285978769,0.637879179,0.001464714,-0.344985884,0.177549453,0.938460336,1.237804452,-0.053672757,-0.823291706,-0.158646444,-0.773904407,0.02520302,-0.989565582,-2.546282106,-2.260843742,1.320269318,0.580803672
YBL015W,ACH1,0.420937768,0.497087255,0.19707511,0.549437953,0.059437658,0.457723716,0.18907042,0.724781014,0.170338601,-0.94069399,0.162776329,-0.005697443,-0.200800346,0.641042917,0.094542145,-0.130355546,0.163984811,0.348417904,1.118470644
YBL016W,FUS3,-1.174182775,-0.011962791,0.673995815,-0.064281447,0.864103716,0.383635948,-2.124575384,2.757386783,0.733382172,-0.023471635,0.458621877,0.441317905,-0.685250144,0.448906123,-1.281929725,-0.505589904,-1.812455388,-2.022326249,-0.004187327
YBL017C,PEP1,1.189941981,-0.343504589,1.500224672,1.350885118,0.312960344,-1.43359006,0.145483268,-0.967520048,0.122075259,-2.48637606,-3.397508716,-0.009222715,-1.6558623,-0.394594794,-2.088062724,-2.441862605,1.18010535,0.267849573,0.609122216
YBL019W,APN2,-0.474364561,-0.552405704,-0.075240756,2.631774817,1.452006327,-1.44785452,1.018803429,-1.113848827,1.069179526,0.208787259,-2.310215434,-1.552225941,-2.65178894,0.571704074,-2.142619621,-1.914558365,1.223826808,1.874898039,0.738939635
YBL021C,HAP3,-0.568255311,-0.480539124,1.452070842,0.507819827,-1.556300791,-2.60206124,0.530990503,-2.115711259,0.627242152,0.66527276,-1.088814092,2.267142278,0.918243407,-1.985407722,-1.397181645,0.138420603,0.189660932,0.370641688,-0.044571961
YBL022C,PIM1,13.90994007,1.188573869,-2.139130558,0.023595226,1.714851049,-2.056855696,-0.344288299,1.016247606,-0.422643639,-0.74912552,0.895066382,-1.359083562,-2.678670575,-1.877489964,-4.378689147,0.499005123,3.789182928,0.839821365,1.587484186
YBL024W,NCL1,6.290616442,-0.924211436,-1.57312328,1.543759779,1.00606984,-0.136398151,3.022701497,-0.679062347,-0.432780762,-1.588685512,-2.718626599,-2.635879403,-3.436904488,1.586442791,-1.958532929,2.24056585,3.138548999,0.15179,1.414323301
YBL027W,RPL19B,0.68244988,-0.011962791,0.409180212,1.068670302,0.855961187,-0.74959278,-0.994363266,-1.383685673,-0.892498508,0.943278244,-1.238530637,-0.788167301,-0.812484418,0.499423554,0.392377756,0.125265933,-1.513481775,0.187453177,-0.233955232
YBL028C,,0.195862312,-0.234069999,1.13365531,0.980335058,-1.666173188,-1.496483762,-0.193809496,-1.832581875,0.43118762,1.462361038,0.204056251,1.012935446,0.576446286,-1.161698431,-1.083550945,0.228424481,-1.870170821,0.661398802,-0.362569854
YBL029C-A,,-1.960483308,-0.269631935,-0.702237888,0.445491082,-0.051959906,0.489731793,0.109309219,0.089933371,0.978799058,0.186003961,-0.492148385,2.095661454,-0.471864614,-0.368827526,-0.454414328,0.134603254,-0.741045828,0.959439283,0.595683247
YBL029W,,-1.071985948,0.082582949,-0.075240756,0.312895515,0.970715252,0.58384572,-1.243193327,-0.732622002,-0.26049772,1.069650663,0.737760306,1.168023882,0.544086811,-0.381691913,-0.877851188,1.27080932,-0.084238011,-1.21048372,-1.358985974
YBL031W,SHE1,-0.549984386,-1.41763243,-0.813531054,2.53330056,0.773083888,0.077030278,1.822061274,-1.170041389,2.295367232,1.284286075,-0.693729874,1.676541341,-0.409431084,-0.867502833,-1.790114796,-0.094156159,0.663963672,3.122113392,0.165439124
YBL032W,HEK2,-0.797039456,-0.611675418,-0.83404963,0.056557316,1.491205318,-0.248283879,0.145483268,0.711039221,-0.465620797,1.08671716,0.33748796,0.983993917,0.480933966,-0.855791918,1.887298148,2.198305588,0.159124587,-0.129248534,-1.074401536
YBL033C,RIB1,0.741539926,0.684869037,-0.363328195,1.00570772,-0.051959906,-2.997557232,2.067728425,-0.832090805,0.624828515,-2.797402601,0.298570985,0.243801693,-1.225493784,-1.673345065,-1.54165129,2.273056594,-0.920175155,-0.181588001,2.896860417
YBL036C,,0.405807029,-0.28573081,-0.166669675,0.815377122,-0.417330847,-0.154962437,-0.661637282,-0.716224794,-0.301308248,0.362878914,-0.548582876,-0.139416277,-0.275870861,-0.071700239,0.064933692,-0.69689267,0.480594316,0.119521723,-0.129190068
YBL037W,APL3,0.555452216,-0.272841608,0.053983162,2.973574732,0.503834294,-0.561664933,2.93543046,-0.189282104,2.640283209,-0.396303611,-1.018203708,-0.775970543,-0.396234033,-0.075990278,-1.091104178,-1.091758234,0.912103954,2.886274947,2.450734415
YBL038W,MRPL16,4.100234978,3.510561467,-1.168205446,-2.721435823,-0.017771253,-2.440580477,-1.488635448,1.37442077,-3.689964711,-0.220343,3.322497953,-1.973674073,-0.047273206,-1.400836552,-0.040529354,5.238748615,-1.548592415,-2.759608202,1.553879001
