source	target
YHR154W	C00111
YHR019C	C00489
YKL091C	C00184
YFR055W	C00049
YML106W	C01353
YGL161C	C00135
YGL195W	C00073
YCR057C	C00019
YEL021W	C00295
YOR206W	C00064
YMR217W	C00438
YDL120W	C00417
YPL132W	C00033
YBR271W	C00064
YLR150W	C00064
YGL087C	C00074
YLR359W	C00062
YKR097W	C04677
YPL262W	C00062
YLR251W	C00163
YOR375C	C00093
YJL109C	C00073
YPR133W-A	C00158
YKL215C	C00051
YML093W	C00019
YOR173W	C01103
YNR053C	C00106
YMR169C	C00689
YLL039C	C00022
YLR430W	C00022
YLR304C	C00022
YOR108W	C00019
YBR126C	C00689
YGR240C	C05382
YHR008C	C00042
YNL271C	C00043
YDR253C	C00073
YLR153C	C00141
YGL125W	C00440
YHR008C	C00417
YNL113W	C00705
YOR153W	C00093
YJR143C	C01530
YGR188C	C01243
YGR008C	C00116
YNL305C	C12144
YGR145W	C00105
YLR029C	C00079
YOR294W	C00135
YDR001C	C00117
YEL060C	C00689
YCR105W	C00141
YDR171W	C00093
YGL256W	C00041
YER175C	C00122
YOL013C	C00944
YLR337C	C00019
YGL248W	C00081
YMR140W	C00022
YOR171C	C00249
YMR307W	C00037
YDR138W	C01353
YDR091C	C00049
YER127W	C00105
YOL080C	C00064
YLR027C	C00078
YDR321W	C00078
YAL054C	C00116
YGR285C	C00064
YBR069C	C00637
YHR016C	C00051
YMR250W	C00637
YBR052C	C01530
YDR354W	C00042
YBR084W	C00123
YDL085W	C00279
YFR010W	C00669
YGR267C	C00047
YJR093C	C05382
YKL195W	C00158
YPL012W	C00105
YDR242W	C01454
YLR303W	C00049
YLR328W	C00117
YER133W	C04734
YPR145W	C01353
YLR134W	C00033
YOR340C	C00111
YDR300C	C00148
YMR118C	C00042
YKR080W	C04677
YBL013W	C00037
YGR209C	C00705
YLR382C	C00062
YOR347C	C00074
YBL088C	C01530
YGR256W	C00078
YPR035W	C00089
YMR093W	C00299
YMR090W	C00279
YNR001C	C00433
YML128C	C00051
YGR155W	C00637
YER024W	C00149
YLR425W	C00051
YBR169C	C00689
YMR049C	C00049
YLR134W	C01454
YGR033C	C00158
YGR060W	C03090
YLL039C	C00294
YBR049C	C00037
YKL029C	C00141
YER179W	C00246
YPL266W	C00262
YKL141W	C00433
YOR361C	C00073
YAL012W	C00042
YAL059W	C00135
YHL030W	C00438
YLL039C	C00037
YKR056W	C00299
YGR157W	C00008
YLR160C	C00624
YLL039C	C12144
YBR249C	C00073
YDR408C	C00122
YER178W	C00184
YLR240W	C01243
YGL247W	C00019
YML093W	C00064
YGR281W	C00051
YKL024C	C01103
YEL024W	C00122
YIL136W	C00546
YNL006W	C00354
YMR156C	C00135
YMR049C	C00064
YJL047C	C00354
YOL077C	C00106
YAL061W	C00279
YKR021W	C01102
YLR070C	C00163
YBR230C	C00689
YMR306W	C00689
YKL148C	C00042
YER053C	C00546
YGR193C	C00712
YDR283C	C00047
YBL068W	C03090
YGL037C	C00121
YAL038W	C00246
YKL106W	C00109
YFL014W	C00116
YLR437C	C00705
YKL151C	C01103
YBR252W	C00705
YBR121C	C00183
YHR051W	C00184
YMR118C	C00122
YHR138C	C00689
YLR258W	C00089
YPR187W	C00705
YNL069C	C00074
YJL190C	C00106
YMR174C	C00295
YHR087W	C00031
YCR005C	C01530
YBR279W	C00637
YLR180W	C00148
YGR043C	C00041
YMR108W	C00183
YJR063W	C00135
YML075C	C15808
YBL098W	C00117
YLL058W	C00019
YLR070C	C00116
YOL056W	C00197
YDL066W	C00049
YKL035W	C00689
YNL061W	C00105
YLL043W	C00051
YMR099C	C00279
YAL062W	C03406
YLR264W	C00078
YHR008C	C00002
YMR131C	C00141
YOL119C	C02123
YER178W	C00141
YHR077C	C00064
YLR377C	C00279
YAL017W	C00689
YML100W	C00089
YNL104C	C00049
YER006W	C00262
YNL111C	C00122
YJR048W	C00022
YDR111C	C01102
YGR232W	C00111
YOR388C	C00064
YHR208W	C00418
YBL064C	C00684
YDL078C	C00417
YKL081W	C00078
YEL011W	C00051
YNL220W	C00049
YMR290C	C00073
YDR510W	C00246
YPL117C	C15808
YDR161W	C00064
YHR170W	C00135
YMR274C	C00156
YLR340W	C00418
YER086W	C00147
YDR421W	C00078
YER156C	C00294
YPR184W	C00041
YDR441C	C00117
YFR044C	C00073
YLR252W	C00116
YDR028C	C00637
YIL078W	C00148
YMR125W	C00019
YHR018C	C00449
YLL039C	C00116
YER070W	C00022
YBR139W	C00689
YJL200C	C00122
YJL054W	C00022
YAL062W	C00037
YDR294C	C12144
YOR120W	C00116
YNL182C	C00135
YKL188C	C01530
YJL080C	C00079
YOR120W	C00546
YHR037W	C00438
YBR249C	C00047
YMR084W	C00064
YEL046C	C00022
YMR251W-A	C00031
YLR153C	C00022
YDL060W	C00064
YGR218W	C00319
YER026C	C00111
YMR318C	C00116
YLR002C	C00262
YER150W	C12144
YJL101C	C00037
YOR197W	C00705
YMR056C	C00184
YER005W	C00074
YMR105C	C00279
YBR143C	C00064
YFR009W	C00105
YBL024W	C00262
YNL069C	C00064
YOR294W	C00262
YHR019C	C00062
YMR108W	C01353
YGR267C	C00449
YMR105C	C00074
YGR248W	C00163
YBR200W	C04895
YOR004W	C00105
YDR032C	C01530
YNR056C	C00111
YJL101C	C00049
YJR043C	C00705
YOR374W	C00042
YGR085C	C00064
YDL168W	C01454
YGL035C	C00689
YPL028W	C00141
YER055C	C00279
YCL064C	C00319
YLR175W	C00078
YGR029W	C00184
YDR188W	C00064
YNR003C	C00081
YNR002C	C00127
YML032C	C01103
YIL155C	C00111
YPR060C	C00078
YML054C	C00042
YNL110C	C00135
YKL142W	C00689
YBR001C	C00089
YMR300C	C00122
YPL131W	C00418
YKL110C	C00022
YDR453C	C00051
YNR033W	C00111
YKR059W	C00022
YPL247C	C00089
YOR260W	C00141
YOR197W	C00127
YKL038W	C00031
YKR009C	C00122
YGL062W	C00122
YIL116W	C00079
YER056C-A	C00064
YER127W	C00262
YML075C	C01530
YOR206W	C00637
YNL316C	C00064
YJL164C	C00031
YNL061W	C00637
YDR299W	C00105
YER150W	C00163
YLR113W	C00546
YGL115W	C04677
YFR055W	C00440
YHR089C	C00105
YKL183W	C00135
YGL037C	C01454
YNL151C	C00111
YKL045W	C00705
YOL064C	C00008
YJR109C	C03090
YCL040W	C00117
YNL006W	C00197
YDL124W	C00051
YDR440W	C00449
YEL011W	C00089
YPR140W	C01530
YML100W	C00041
YLR044C	C01454
YER090W	C00064
YBR230C	C00089
YMR318C	C00637
YJR077C	C00319
YML131W	C00163
YBL056W	C00033
YER003C	C00077
YOR374W	C00163
YGL161C	C01103
YBR034C	C00262
YLR183C	C00705
YCR005C	C03406
YJL190C	C00079
YCR077C	C01530
YDR074W	C00684
YFL045C	C00123
YPL040C	C00073
YMR099C	C00111
YPR191W	C00149
YJL176C	C00096
YDR171W	C00117
YLR209C	C00632
YDR412W	C00294
YER089C	C00033
YLR186W	C00064
YFL008W	C00705
YHR089C	C00148
YOR101W	C00262
YLL011W	C00019
YFR001W	C00105
YDR398W	C00294
YER127W	C00019
YER073W	C00025
YHR096C	C00033
YLR167W	C00111
YJR109C	C00122
YMR207C	C01353
YGL121C	C00041
YNL113W	C00019
YJR016C	C00123
YBR183W	C00022
YLR180W	C05382
YMR138W	C00449
YKL172W	C00064
YHR197W	C00105
YIL133C	C00079
YEL026W	C00262
YNL075W	C00262
YMR131C	C00079
YNL248C	C00064
YAL062W	C01353
YKL211C	C00022
YBL076C	C00148
YER178W	C00074
YCL042W	C00689
YOL077C	C00262
YDL168W	C00033
YPL040C	C00062
YMR323W	C00637
YMR251W-A	C00089
YOL097C	C00141
YJR109C	C00062
YOR091W	C00064
YCL040W	C00074
YNL102W	C00022
YNL115C	C00689
YOR133W	C00246
YDL205C	C15808
YBR026C	C00684
YNL090W	C00354
YDL080C	C00033
YBL068W	C00106
YDL003W	C00022
YFL026W	C01530
YDR321W	C00637
YLR327C	C00117
YGR061C	C01353
YOR120W	C00089
YBR019C	C01103
YOL076W	C00033
YLR345W	C00031
YML106W	C00042
YGL009C	C00418
YPR160W	C00116
YBR139W	C00093
YOR341W	C00148
YLR356W	C00051
YOR310C	C00148
YDL106C	C00049
YIR017C	C00033
YGR234W	C00051
YNL117W	C00022
YGR090W	C00106
YOR185C	C00637
YJL190C	C00064
YGR103W	C00141
YKL018W	C00637
YCL059C	C00262
YMR164C	C00149
YBR061C	C00064
YIL078W	C00064
YER056C-A	C00279
YGR240C	C00022
YLL043W	C00246
YPL093W	C00106
YPR080W	C00279
YOL059W	C00093
YIL096C	C00262
YMR224C	C01103
YNL220W	C00135
YDR510W	C00637
YHR016C	C00117
YFL031W	C00319
YML042W	C01530
YEL047C	C00074
YDR001C	C00031
YKL001C	C00022
YBR293W	C00047
YER110C	C00294
YGR145W	C00106
YNL167C	C00051
YLR153C	C00111
YDR001C	C00116
YBR213W	C00033
YIR023W	C01353
YPR074C	C00637
YKL216W	C00149
YGR234W	C00944
YBL080C	C00064
YLR083C	C01530
YJL005W	C04895
YGL123W	C00064
YBR183W	C00184
YGL012W	C00019
YFL017C	C00064
YBR126C	C00031
YBR121C	C00135
YLL045C	C00074
YGR284C	C00033
YLR027C	C00079
YLL043W	C00689
YML063W	C00064
YKL104C	C00043
YDR341C	C00279
YDL166C	C00019
YNR051C	C00033
YML004C	C00051
YBR256C	C03406
YOR243C	C00170
YCL018W	C00489
YKL172W	C00106
YJR077C	C00022
YDL021W	C00116
YGL234W	C04677
YJR064W	C01353
YDR171W	C00089
YKL205W	C00047
YHR165C	C00197
YGL003C	C00022
YPR112C	C00106
YBL091C-A	C00085
YDR300C	C00438
YPL012W	C00106
YCL030C	C00019
YKL056C	C00074
YDR516C	C00117
YJL198W	C00064
YOL077C	C00073
YJR008W	C00051
YHR172W	C05382
YNL191W	C00033
YFR053C	C00116
YPL048W	C00279
YLR330W	C00043
YDL198C	C00062
YHR170W	C00073
YER026C	C12144
YPR074C	C00246
YLR243W	C00106
YLR058C	C00022
YBL031W	C00158
YBR019C	C00029
YNL110C	C00262
YDL063C	C00135
YML042W	C00074
YBR104W	C00322
YKL035W	C00031
YHR208W	C00073
YJR139C	C01102
YLL008W	C00019
YLL039C	C00047
YER081W	C00197
YOR142W	C00149
YKL217W	C00074
YKR081C	C00294
YPL004C	C00121
YIL094C	C00047
YCL030C	C00246
YPL134C	C00322
YKL081W	C00279
YML106W	C00122
YGL225W	C01530
YLR120C	C00043
YLR174W	C03406
YNL110C	C00106
YGL191W	C00022
YMR275C	C00019
YOR136W	C00033
YNL274C	C00546
YLR196W	C00294
YML106W	C00049
YIL090W	C00116
YIR032C	C01353
YEL039C	C00022
YPL123C	C00089
YJR103W	C00049
YDR159W	C00141
YOR108W	C00279
YLR401C	C00294
YHR085W	C00135
YPL226W	C00078
YKL163W	C05382
YPL273W	C00073
YMR070W	C02123
YOL056W	C04666
YMR198W	C00051
YGL256W	C00141
YLR299W	C00127
YHR019C	C05382
YDL015C	C00712
YLR113W	C00064
YPL223C	C00279
YNL052W	C00184
YOL083W	C00041
YNL207W	C00294
YLR372W	C00319
YHR186C	C00074
YBR118W	C00135
YMR186W	C00111
YMR110C	C00117
YKL067W	C00074
YHL011C	C00279
YBR084W	C00141
YPR001W	C00033
YOR034C	C12144
YGL006W	C00116
YLR083C	C00096
YJL129C	C00074
YNL061W	C00106
YGR260W	C00262
YMR271C	C01103
YDL060W	C00294
YDR287W	C01243
YLR139C	C00117
YBR247C	C00135
YMR039C	C00031
YKL085W	C00064
YPL263C	C00064
YNL075W	C00294
YPL052W	C00077
YKL217W	C00022
YDR091C	C00637
YGR103W	C00105
YJL008C	C00944
YMR022W	C00106
YMR169C	C00141
YMR237W	C02165
YJR095W	C00033
YIL053W	C00116
YDR062W	C00109
YPL031C	C00022
YGR087C	C01454
YLL034C	C00262
YHL030W	C01353
YCR053W	C01102
YPL082C	C00295
YPR074C	C05382
YLL058W	C00109
YOR323C	C03564
YNL129W	C00262
YMR246W	C00712
YEL047C	C00127
YHR104W	C00637
YDL198C	C00077
YEL020W-A	C00022
YDR421W	C00079
YKL172W	C00019
YLL039C	C00188
YGL105W	C00123
YGR180C	C00002
YDL014W	C00049
YIL018W	C00074
YDR354W	C00022
YNL009W	C00158
YGR252W	C01530
YKR049C	C00051
YNL088W	C00705
YLR174W	C00062
YGR209C	C00077
YEL011W	C00074
YMR303C	C00141
YJR103W	C00064
YOR120W	C00117
YJL066C	C00051
YLR354C	C00022
YJL080C	C00078
YBR221C	C00141
YDL174C	C02123
YKL151C	C00022
YMR169C	C01103
YIL019W	C00294
YLR420W	C01103
YKL081W	C00064
YIL078W	C00135
YGR029W	C00417
YDL031W	C00294
YLR003C	C00064
YGL200C	C00319
YML073C	C00064
YBR093C	C04895
YML022W	C04734
YLR134W	C00246
YJR077C	C00148
YFR009W	C00106
YGR209C	C00051
YOL126C	C04677
YOR004W	C00106
YBR126C	C00121
YOL072W	C00141
YER082C	C00294
YOR374W	C00041
YOR184W	C04677
YDR070C	C01454
YGR260W	C00632
YNR053C	C00299
YER052C	C00062
YGL062W	C04677
YLR386W	C00064
YMR313C	C01530
YLR060W	C00064
YGL031C	C00074
YDL044C	C00117
YGR245C	C00262
YOR173W	C00031
YER161C	C00135
YKL067W	C00081
YKL195W	C00022
YPL178W	C00184
YGL256W	C00051
YER178W	C00637
YKL010C	C00111
YLR017W	C00262
YCL018W	C02631
YBL098W	C00294
YER052C	C01102
YLR409C	C00299
YOL086C	C00041
YJL104W	C00184
YHL011C	C00064
YLL026W	C00089
YGL082W	C01530
YBR145W	C00041
YHR087W	C05382
YPR165W	C00022
YGL184C	C01102
YDR368W	C00546
YLR178C	C01454
YOR375C	C00624
YKR095W-A	C00105
YHR197W	C00135
YFR030W	C00033
YNL117W	C00033
YIL074C	C00197
YPL273W	C00109
YOL083W	C00051
YMR107W	C00051
YNL178W	C00079
YBR186W	C00546
YPR086W	C00184
YMR250W	C00669
YPL145C	C00170
Q0045	C00337
YLR027C	C00111
YIL103W	C00705
YER065C	C00033
YDR510W	C00074
YOL003C	C01530
YIL066C	C00022
YDR171W	C00116
YOR136W	C00122
YLR174W	C04677
YFR001W	C00106
YJR041C	C00262
YER065C	C00042
YNL079C	C00197
YDL141W	C01353
YPR137W	C00105
YBL068W	C00141
YBR271W	C00294
YBR196C	C00197
YLL043W	C00064
YLR316C	C00106
YDL080C	C01454
YOR310C	C00019
YHR020W	C00123
YLR208W	C01005
YKL211C	C00111
YML054C	C02631
YOR074C	C00037
YLR221C	C00106
YGL117W	C03406
YDR429C	C00047
YBL087C	C00064
YOL126C	C00062
YIL133C	C00078
YER091C	C00033
YNL062C	C00135
YDL246C	C00116
YDR465C	C00299
YIL124W	C00019
YEL048C	C00064
YNL194C	C00051
YDL246C	C00031
YER178W	C00279
YER087W	C00148
YNL316C	C00079
YJR002W	C00262
YDR358W	C00089
YKR053C	C12144
YNL047C	C00354
YIL074C	C00059
YNL009W	C00033
YMR229C	C00637
YJL069C	C00064
YBR283C	C00029
YDR062W	C00148
YDR023W	C00073
YHR137W	C00022
YLR401C	C00008
YGR145W	C00299
YNL011C	C00019
YGL026C	C04677
YDL063C	C00299
YGR248W	C00089
YDR101C	C00064
YER055C	C04666
YNL009W	C04677
YPL183C	C00106
YNL220W	C00438
YMR300C	C04734
YBL105C	C00197
YHR154W	C00197
YIL020C	C00135
YJL200C	C00141
YIR026C	C00135
YML120C	C00037
YGR090W	C00105
YGL148W	C00944
YMR303C	C00042
YLR240W	C00037
YOR293W	C01353
YLR304C	C02631
YDL204W	C00041
YDL080C	C00111
YJR104C	C00008
YER061C	C01530
YGR183C	C00689
YDL014W	C00148
YBR248C	C04734
YPR110C	C00078
YOL052C	C00117
YKL127W	C00031
YPL063W	C00417
YLR226W	C01005
YLR231C	C00078
YHR016C	C00116
YNL030W	C00712
YGR043C	C00116
YMR293C	C00064
YBL033C	C00705
YDL014W	C00135
YMR099C	C00031
YCR016W	C00262
YBL024W	C00106
YPL028W	C00033
YHR019C	C00074
YPR058W	C00064
YPR046W	C00624
YLR044C	C01530
YGR087C	C00022
YFR055W	C00064
YJR104C	C00705
YDR074W	C00089
YDL080C	C00123
YNL195C	C00022
YGR254W	C00141
YOR360C	C00122
YPL091W	C00669
YOL052C-A	C00051
YDR400W	C00106
YPL189W	C00093
YMR105C	C00117
YLR312C	C00149
YDR481C	C01103
YER126C	C00294
YDR380W	C00123
YDL021W	C00111
YER175C	C03406
YKL152C	C04666
YPR001W	C00725
YER118C	C00043
YMR318C	C00141
YML008C	C00064
YJL052W	C00074
YPR112C	C00105
YER099C	C05382
YPR110C	C00294
YDR158W	C00944
YNL241C	C00111
YNL031C	C00712
YHL030W	C00074
Q0105	C00042
YDL148C	C00294
YFR053C	C00117
YPR033C	C00123
YNR001C	C00062
YML128C	C01103
YIL074C	C00002
YHL003C	C12144
YGL121C	C00051
YDL167C	C00105
YGR061C	C00438
YDR035W	C00944
YAL021C	C00705
YCR010C	C01530
YGL037C	C00689
YDR346C	C00249
YKL014C	C00049
YLR027C	C03406
YLR155C	C00109
YML076C	C00637
YGR072W	C00064
YKR097W	C00033
YML054C	C01353
YMR093W	C00019
YLR209C	C00299
YCL030C	C00637
YDL106C	C00122
YFR053C	C00121
YDL153C	C00064
YGR180C	C00051
YLL039C	C00031
YER015W	C00705
YMR307W	C00051
YBR143C	C00049
YLR055C	C04666
YDR449C	C00135
YNL280C	C00019
YDR144C	C00064
YDR529C	C00022
YJR025C	C00106
YCR087C-A	C00106
YIL022W	C00417
YML054C	C00022
YJR016C	C00183
YER178W	C00111
YJR009C	C00141
YOL040C	C00022
YGR283C	C00105
YOL066C	C00105
YOR128C	C04666
YDR354W	C00111
YJR135W-A	C00022
YOR209C	C00632
YKL107W	C05382
YML093W	C00135
YPL250C	C03406
YLR058C	C00078
YJR148W	C00418
YPR102C	C00074
YGL070C	C00064
YBR270C	C00354
YOR374W	C00121
YGL037C	C00127
YEL047C	C00246
YAL059W	C00106
YKL141W	C00062
YDL174C	C00022
YER170W	C00022
YCR098C	C00085
YFL031W	C00279
YIR031C	C00033
YHR037W	C00033
YJR078W	C00111
YDR172W	C00022
YMR093W	C00262
YHR104W	C00078
YLR432W	C00262
YPL230W	C00022
YNL267W	C01243
YDL042C	C00106
YGR010W	C00122
YDR069C	C00123
YDR408C	C04734
YOR173W	C00051
YPR154W	C00077
YPR113W	C00085
YKR039W	C01103
YNR001C	C00074
YPL126W	C00299
YHR091C	C00064
YHL021C	C00163
YOL086C	C02631
YGR094W	C00135
YGR264C	C00440
YLR270W	C00121
YDR490C	C00354
YHR018C	C00135
YBR214W	C00684
YNR001C	C04677
YDL102W	C01103
YER110C	C00064
YML113W	C00042
YBR218C	C00064
YIL143C	C00064
YJL142C	C00689
YDL208W	C00135
YCL043C	C00127
YLL039C	C00249
YJL069C	C00019
YML106W	C00295
YBR080C	C00008
YDR321W	C03406
YDR098C	C00051
YDL022W	C00089
YML086C	C00121
YER086W	C00141
YER049W	C00078
YOL124C	C00299
YCR028C	C00019
YKL029C	C00149
YIL116W	C00062
YCL009C	C00022
YKR097W	C00064
YPR118W	C00170
YOR104W	C00043
YJL164C	C00117
YPL222W	C00111
YDR171W	C00051
YAL038W	C00042
YKR043C	C00279
YGL245W	C00064
YLR003C	C00262
YBL064C	C00008
YMR170C	C01454
YPL160W	C00062
YLR075W	C00019
YFL030W	C00037
YMR323W	C05382
YJR009C	C00074
YMR110C	C00684
YPL126W	C00064
YDL150W	C00081
YBR036C	C01530
YLL058W	C00033
YHR181W	C04895
YJL088W	C00008
YOR323C	C00077
YHL030W	C00111
YLR186W	C00294
YDL124W	C00684
YOL058W	C00077
YMR250W	C00163
YGR185C	C00073
YPL186C	C00111
YPR035W	C00049
YGR280C	C00294
YML017W	C00019
YER024W	C00122
YGL171W	C00106
YJR072C	C00337
YBL104C	C00106
YDR428C	C00078
YGL238W	C12144
YNL117W	C00141
YER052C	C00147
YGL037C	C00262
YKL152C	C00197
YLR395C	C00022
YBR060C	C00705
YDL031W	C00019
YMR235C	C00064
YLR291C	C01353
YPR133W-A	C00184
YMR169C	C01454
YML063W	C01243
YER091C	C00279
YJL109C	C00064
YGR087C	C00141
YOR216C	C00033
YCL054W	C00262
YNR001C	C00158
YBR006W	C01353
YIL155C	C00184
YLR149C	C00117
YNL061W	C00135
YGR061C	C04734
YGR083C	C01353
YOL097C	C00105
YKR043C	C05382
