kinase	metabolite	correlation	pvalue	metabolite_name	kinase_name	metabolite_count	kinase_count	pvalue_log	correlation_abs	class_phosphogrid	class_string	euclidean	linear_kernel	linear_kernel_abs
YKL048C	255.2354592	0.6094523366660264	0.00016680367760287678	C00249	ELM1	115	34	3.7777943784882733	0.6094523366660264	0	0	4.642735600980472	7.653030746452264	7.653030746452264
YPR120C	283.2661649	0.9373903119118482	0.00019012792874520453	C01530	CLB5	115	9	3.7209540829818923	0.9373903119118482	0	0	1.8443880819789737	0.4035328906004279	0.4035328906004279
YJR066W	155.0442536	0.569265493690891	0.00019161909479337952	C03680	TOR1	115	39	3.717561215767922	0.569265493690891	0	0	4.408481686233609	12.025918490929826	12.025918490929826
YOR061W	300.1181887	-0.33605574778962244	0.00024083708137201585	C06517	CKA2	115	124	3.618276644509686	0.33605574778962244	0	0	8.811205515639326	-4.905388275219454	4.905388275219454
YKL048C	339.3280228	0.5942482248083499	0.00026599906015646943	C08281	ELM1	115	34	3.5751198978410392	0.5942482248083499	0	0	4.40663660893066	10.822480130469025	10.822480130469025
YJL187C	339.3280228	-0.5179588398151692	0.00026821756098537784	C08281	SWE1	115	50	3.5715127910281494	0.5179588398151692	0	0	7.218331912211456	-7.835686317814685	7.835686317814685
YJR066W	155.0101434	0.5574555947351826	0.00027715730365143607	C00295	TOR1	115	39	3.5572736723891363	0.5574555947351826	0	0	4.7209198009312585	13.313177141109641	13.313177141109641
YPL256C	111.0195798	-0.33408658898534294	0.0002804567649504225	C00106	CLN2	115	118	3.5521340798291665	0.33408658898534294	0	0	13.345235545637227	-22.634627134618267	22.634627134618267
YJL187C	283.2661649	-0.516019088492619	0.00028540476495655985	C01530	SWE1	115	50	3.544538780425767	0.516019088492619	0	0	6.999226200439144	-6.621872985930105	6.621872985930105
YPR120C	255.2354592	0.9294054307545229	0.0002871086732671684	C00249	CLB5	115	9	3.541953687701419	0.9294054307545229	0	0	1.8402133083222982	0.36989029857836764	0.36989029857836764
YKL048C	311.2968676	0.5879157637661485	0.00032087672622427803	C06425	ELM1	115	34	3.4936617819351103	0.5879157637661485	0	0	4.5297235435937555	9.309616576735266	9.309616576735266
YPR120C	367.3588432	0.9236248425174464	0.0003759867989059583	C08320	CLB5	115	9	3.424827403112082	0.9236248425174464	0	0	2.0883038955805415	1.2994255548872198	1.2994255548872198
YJR066W	335.0730441	0.547027798314922	0.0003796217558249557	C10434	TOR1	115	39	3.4206489064555425	0.547027798314922	0	0	4.042528657809729	8.444891123247872	8.444891123247872
YKL048C	283.2661649	0.5818651499138957	0.0003824862379286712	C01530	ELM1	115	34	3.417384186390522	0.5818651499138957	0	0	4.525658710770097	9.614827302343786	9.614827302343786
YJR066W	111.0195798	0.5460264741502089	0.00039105348674271215	C00106	TOR1	115	39	3.4077638374671575	0.5460264741502089	0	0	4.591980058362846	12.106897905421581	12.106897905421581
YGL019W	147.0291756	-0.3284940779506806	0.00040606295349990946	C00684	CKB1	115	120	3.391406630860793	0.3284940779506806	0	0	8.615886422440953	-6.409664733535862	6.409664733535862
YJL128C	402.9970473	0.4254619355784455	0.00041070020622072524	C00015	PBS2	115	74	3.3864750790784135	0.4254619355784455	0	0	9.267008965014085	10.047819822559667	10.047819822559667
YJL187C	255.2354592	-0.5034036032096801	0.0004236539203296878	C00249	SWE1	115	50	3.3729887704451706	0.5034036032096801	0	0	6.577410635883336	-4.899037552209585	4.899037552209585
YKL048C	299.2024318	0.5781492827259088	0.0004253293372123149	C00777	ELM1	115	34	3.3712746606671056	0.5781492827259088	0	0	4.913704012160309	5.778015233245811	5.778015233245811
YOR061W	74.02464043	-0.32309917930928156	0.0004283769807797979	C00037	CKA2	115	124	3.368173874415599	0.32309917930928156	0	0	9.14306088219067	-6.573493312416212	6.573493312416212
YOR039W	147.0291756	-0.3269864506565079	0.00043329711978755143	C00684	CKB2	115	120	3.3632141977981442	0.3269864506565079	0	0	8.60099359612998	-6.351858340948652	6.351858340948652
YJR066W	155.0627463	0.5422202973697448	0.00043736839455725963	C02938	TOR1	115	39	3.3591526034778743	0.5422202973697448	0	0	4.340629886032347	8.778947459870988	8.778947459870988
YPL256C	155.0101434	-0.32240580105174854	0.0004682096024650244	C00295	CLN2	115	118	3.3295596836449297	0.32240580105174854	0	0	14.274719546765064	-25.987356944493516	25.987356944493516
YOR061W	118.0504409	-0.32037908715315033	0.0004818830909948263	C00188	CKA2	115	124	3.317058312579222	0.32037908715315033	0	0	9.187269348293405	-6.556146836532535	6.556146836532535
YPL256C	155.0442536	-0.3192399030193007	0.000536106519062299	C03680	CLN2	115	118	3.270748911715992	0.3192399030193007	0	0	13.705132897582013	-23.486992419866585	23.486992419866585
YKL139W	160.0617878	0.3173998669512835	0.0005474959094137153	C00956	CTK1	115	124	3.261619121283621	0.3173998669512835	0	0	10.971220500756864	25.984399507236656	25.984399507236656
YOR119C	145.0610973	0.3822485045284062	0.0005532349363432896	C00064	RIO1	115	85	3.2570904023479264	0.3822485045284062	0	0	7.390585745503811	8.179693979159534	8.179693979159534
YOR119C	187.1075227	0.37927127228837004	0.000616047215965396	C02727	RIO1	115	85	3.2103860007456424	0.37927127228837004	0	0	7.266951640855376	6.720232880932157	6.720232880932157
YOR119C	127.0510671	0.3765254018647025	0.0006796730875534504	C00906	RIO1	115	85	3.1676999261325074	0.3765254018647025	0	0	7.394088667718165	6.936785781573256	6.936785781573256
YDR466W	255.2354592	0.7214000698060095	0.0007272658745410923	C00249	PKH3	115	18	3.1383067903279214	0.7214000698060095	0	0	3.679472634518135	3.2671115168190545	3.2671115168190545
YGL019W	118.0504409	-0.313050922395743	0.0007773364869623037	C00188	CKB1	115	120	3.109390946710454	0.313050922395743	0	0	8.491238791773554	-5.830109045294325	5.830109045294325
YGL019W	228.0294055	-0.3109375326782225	0.0008473249043825944	C03090	CKB1	115	120	3.071950028720007	0.3109375326782225	0	0	8.825908005154838	-6.668330274868746	6.668330274868746
YDR466W	283.2661649	0.7139586944191727	0.0008748380099993558	C01530	PKH3	115	18	3.0580723559792085	0.7139586944191727	0	0	3.554321952934295	4.06592777357204	4.06592777357204
YOR039W	118.0504409	-0.30972332524482327	0.0008900966752664626	C00188	CKB2	115	120	3.050562821158896	0.30972332524482327	0	0	8.472173312799368	-5.738798866168731	5.738798866168731
YOR039W	228.0294055	-0.30891716044533607	0.000919575387200508	C03090	CKB2	115	120	3.036412661311037	0.30891716044533607	0	0	8.808972786882512	-6.589402606438448	6.589402606438448
YLR240W	305.2472817	0.3047196103142151	0.0009290686014974449	C03242	VPS34	115	124	3.0319522169516633	0.3047196103142151	0	0	9.08815303019096	14.817828345203134	14.817828345203134
YPR120C	311.2968676	0.8961173081365283	0.0010733472268949565	C06425	CLB5	115	9	2.969259761416911	0.8961173081365283	0	0	1.8472672153103913	0.415670723159651	0.415670723159651
YDR466W	307.2657147	0.7053517140403697	0.0010758628670918642	C09183	PKH3	115	18	2.96824308170005	0.7053517140403697	0	0	3.7551476441901355	2.6811862394653994	2.6811862394653994
YGL019W	74.02464043	-0.30487970175102047	0.0010810858457273643	C00037	CKB1	115	120	2.9661398186781307	0.30487970175102047	0	0	8.412477609242286	-5.599011117643334	5.599011117643334
YGL019W	300.1181887	-0.3038361177882602	0.0011268432842312392	C06517	CKB1	115	120	2.9481364792743543	0.3038361177882602	0	0	8.068996041144644	-4.051194656304787	4.051194656304787
YPL256C	335.0730441	-0.3004345643958083	0.0011630790117162003	C10434	CLN2	115	118	2.934390781241644	0.3004345643958083	0	0	12.72589826540154	-17.770557944734335	17.770557944734335
YOR039W	74.02464043	-0.3018662907137038	0.0012180558584921088	C00037	CKB2	115	120	2.914332795054016	0.3018662907137038	0	0	8.39471198043873	-5.520113581182211	5.520113581182211
YIR026C	306.0768399	0.2976880484332863	0.001233344519902394	C00051	YVH1	115	124	2.908915591536574	0.2976880484332863	0	0	9.705747062693648	13.220005994727215	13.220005994727215
YOR039W	300.1181887	-0.3013489976742097	0.0012430989650700395	C06517	CKB2	115	120	2.9054942951130442	0.3013489976742097	0	0	8.052589720018254	-3.9893443090521563	3.9893443090521563
YJL128C	402.0148183	0.39187213853913455	0.0012455553546005195	C00112	PBS2	115	74	2.904636966912419	0.39187213853913455	0	0	9.456204240371477	7.809846679741216	7.809846679741216
YPR120C	309.2819283	0.8902861988386125	0.0012917955403432336	C16526	CLB5	115	9	2.888806219102103	0.8902861988386125	0	0	1.5917085016884969	0.8935911298482595	0.8935911298482595
YOR039W	205.0360138	-0.29970903002363913	0.0013256240930946612	C00725	CKB2	115	120	2.877579611255153	0.29970903002363913	0	0	13.527747636590538	-12.890681368230446	12.890681368230446
YGL059W	155.0627463	-0.308279548900271	0.0013770869824119667	C02938	PKP2	115	114	2.8610386270717094	0.308279548900271	0	0	14.893367342381778	-25.11364750227897	25.11364750227897
YDL047W	341.1088246	0.29462961135719706	0.001392048778107922	C00089	SIT4	115	124	2.85634554655595	0.29462961135719706	0	0	13.964120865968493	14.709922683216568	14.709922683216568
YGL019W	205.0360138	-0.29764006352280425	0.0014368395676886937	C00725	CKB1	115	120	2.8425917209104483	0.29764006352280425	0	0	13.531234145724907	-12.86745445252631	12.86745445252631
YDL108W	214.0479381	0.37137698054539475	0.0018208142451309837	C01233	KIN28	115	74	2.739734357571062	0.37137698054539475	0	0	7.095025702460134	10.559548859874964	10.559548859874964
YIR026C	354.1546992	0.2874012170392532	0.0018435276035199824	C01137	YVH1	115	124	2.7343503552281065	0.2874012170392532	0	0	10.204844606992216	14.573954865794882	14.573954865794882
YBL056W	667.5508834	0.9360609664914195	0.001917911290446472	C05812	PTC3	115	7	2.717171484214653	0.9360609664914195	0	0	1.8173995899225797	0.9021763957354951	0.9021763957354951
YKL048C	367.3588432	0.5199954368223062	0.0019240470080055404	C08320	ELM1	115	34	2.715784321555993	0.5199954368223062	0	0	4.767576747056517	7.616252942270155	7.616252942270155
YER089C	667.5508834	0.9350957509991249	0.0019900617987330237	C05812	PTC2	115	7	2.7011334369410402	0.9350957509991249	0	0	1.8114568686262829	0.9046612341097924	0.9046612341097924
YDL047W	448.0707378	0.2844985983592049	0.0020594737565212645	C17250	SIT4	115	124	2.686243737803518	0.2844985983592049	0	0	10.720164025655752	10.74853340467056	10.74853340467056
YOR039W	187.024216	-0.2875739627360404	0.002108751611929475	C04002	CKB2	115	120	2.6759745724280424	0.2875739627360404	0	0	12.481292357395704	-10.604782433290879	10.604782433290879
YGL019W	306.0768399	0.28669552030955064	0.0021791358923882484	C00051	CKB1	115	120	2.661715686011601	0.28669552030955064	0	1	7.230888708400649	8.9379436406007	8.9379436406007
YGL019W	187.024216	-0.28528501421146407	0.0022966034738090015	C04002	CKB1	115	120	2.6389139826031625	0.28528501421146407	0	0	12.484162218699895	-10.570208520026119	10.570208520026119
YKL048C	295.2293867	0.512209509301844	0.0023089040795807505	C14825	ELM1	115	34	2.63659410890789	0.512209509301844	0	0	4.985921950787332	5.431975538512644	5.431975538512644
YOR061W	340.1229789	-0.2805315354081793	0.002391639563523786	C15658	CKA2	115	124	2.621304270907538	0.2805315354081793	0	0	9.647791613721134	-4.890085435127418	4.890085435127418
YBR028C	335.0730441	-0.8983168053070397	0.0024320065051811027	C10434	YPK3	115	8	2.614035267737922	0.8983168053070397	0	0	4.366092133044691	-1.9388388342873002	1.9388388342873002
YHR076W	357.1351438	-0.3802866896714895	0.0025015430601471743	C10682	PTC7	115	63	2.6017920170166886	0.3802866896714895	0	0	6.085558769916488	-4.736218419139395	4.736218419139395
YDL025C	157.0590901	0.3396623539347009	0.002509687931983015	C16432	RTK1	115	83	2.600380277659851	0.3396623539347009	0	0	7.0062736819492155	8.321599242756257	8.321599242756257
YDR466W	311.2968676	0.665583124826302	0.002571020997106543	C06425	PKH3	115	18	2.5898943765308964	0.665583124826302	0	0	3.6200473214800546	3.8762524591117296	3.8762524591117296
YOR039W	306.0768399	0.28222023531124907	0.002571779634324149	C00051	CKB2	115	120	2.589766247138616	0.28222023531124907	0	1	7.241835772971553	8.788329106613945	8.788329106613945
YJL128C	565.0464784	0.3643635075235337	0.0028460037902687555	C00029	PBS2	115	74	2.5457645258639237	0.3643635075235337	0	0	9.105952145094856	10.811840898778126	10.811840898778126
YDL047W	340.1229789	-0.2757950946895662	0.0028511253833363556	C15658	SIT4	115	124	2.5449836833942427	0.2757950946895662	0	0	12.273190769653192	-9.054937002942319	9.054937002942319
YIL035C	158.0587985	-0.2749889499219864	0.0029368075681811424	C00637	CKA1	115	124	2.5321245093216014	0.2749889499219864	0	0	11.367161684018923	-9.95329376358766	9.95329376358766
YOR061W	147.0291756	-0.2747658139836934	0.002960930024297199	C00684	CKA2	115	124	2.5285718561772983	0.2747658139836934	0	0	9.134306951870986	-5.516697618705981	5.516697618705981
YJR066W	176.0390646	0.46818314798112926	0.003033517031709582	C03145	TOR1	115	39	2.518053562362681	0.46818314798112926	0	0	4.419549445478888	8.190963583028562	8.190963583028562
YOR061W	611.1476184	0.27397520896038613	0.0030478418911815044	C00127	CKA2	115	124	2.516007566062235	0.27397520896038613	0	0	8.784615567258593	15.618375456767284	15.618375456767284
YOR061W	498.2233404	-0.2734203887743147	0.003110197360963424	C07031	CKA2	115	124	2.5072120514690464	0.2734203887743147	0	0	10.910245242093833	-8.097755127348059	8.097755127348059
YDL025C	157.0258367	0.33013457654581096	0.0033654651269538955	C00337	RTK1	115	83	2.472954905255789	0.33013457654581096	0	0	6.981557984715597	5.130134629166587	5.130134629166587
YGL059W	111.0195798	-0.2830907450513121	0.0034313002625669937	C00106	PKP2	115	114	2.464541276502193	0.2830907450513121	0	0	15.825010167322102	-30.132724583603856	30.132724583603856
YOR039W	340.1229789	-0.2740845652243067	0.003452155505552948	C15658	CKB2	115	120	2.461909649317652	0.2740845652243067	0	0	8.90605019688282	-4.065434671434281	4.065434671434281
YDR466W	299.2024318	0.6506311881368044	0.003456645376724879	C00777	PKH3	115	18	2.4613451732002587	0.6506311881368044	0	0	3.7706123218468597	3.0859589428439835	3.0859589428439835
YGL019W	335.0730441	-0.2737596198632115	0.0034923596089728452	C10434	CKB1	115	120	2.456881043273591	0.2737596198632115	0	0	10.715705887658688	-12.051456776847562	12.051456776847562
YOR061W	160.0617878	-0.26990341022976216	0.0035328703751009607	C00956	CKA2	115	124	2.45187229701495	0.26990341022976216	0	0	10.641442354164855	-7.660387847287003	7.660387847287003
YLR226W	667.5508834	0.34384775347653396	0.0035629760746266454	C05812	BUR2	115	73	2.4481870939253	0.34384775347653396	0	0	4.708826542275545	5.450000403570682	5.450000403570682
YLR362W	322.0457397	-0.2973825331273137	0.0036049140441297423	C00055	STE11	115	101	2.4431050861748402	0.2973825331273137	0	0	7.917853164254742	-0.4559783281089992	0.4559783281089992
YJL128C	300.1181887	0.3556858250911203	0.0036406786623072117	C06517	PBS2	115	74	2.438817651564659	0.3556858250911203	0	0	9.3389840528876	5.897312663025553	5.897312663025553
YOR039W	335.0730441	-0.27165653164787995	0.0037628834711249375	C10434	CKB2	115	120	2.4244792306918352	0.27165653164787995	0	0	10.698290448772273	-11.935387313871566	11.935387313871566
YDR466W	339.3280228	0.6457876129133284	0.003792027449501667	C08281	PKH3	115	18	2.4211285275776535	0.6457876129133284	0	0	3.395826955267557	5.54574495813498	5.54574495813498
YGR262C	143.107579	-0.31069459706188723	0.003803218414856932	C06423	BUD32	115	91	2.4198487327942213	0.31069459706188723	0	0	9.869156563381758	-5.749492450714312	5.749492450714312
YBR125C	606.0735076	0.35674556884413205	0.0038087796626995797	C00043	PTC4	115	68	2.4192141504793896	0.35674556884413205	0	0	5.914665182878469	14.461901003819104	14.461901003819104
YPL256C	214.0479381	-0.26866980041830535	0.0038483104874633437	C01233	CLN2	115	118	2.4147298956903014	0.26866980041830535	0	0	11.661894708694147	-9.800660178859781	9.800660178859781
YPR161C	667.5508834	0.34065326536299917	0.003906223916504302	C05812	SGV1	115	73	2.408242865268604	0.34065326536299917	0	0	4.723996832366394	5.427344911305886	5.427344911305886
YNL289W	144.066115	-0.2691802892504095	0.003938779437191764	C02946	PCL1	115	120	2.404638338026215	0.2691802892504095	0	0	12.054277487454018	-11.384431446162537	11.384431446162537
YGL019W	340.1229789	-0.2703147083078968	0.0039451539588159865	C15658	CKB1	115	120	2.403936043871661	0.2703147083078968	0	0	8.90788334583272	-4.011364858938497	4.011364858938497
YDL230W	323.0288599	-0.3329444065273056	0.0039997294873692	C00105	PTP1	115	76	2.3979693802009305	0.3329444065273056	0	0	12.263348717800685	-14.354901346953433	14.354901346953433
YOR061W	281.2493311	0.2659773417436037	0.0040650245958774615	C00712	CKA2	115	124	2.390936822315536	0.2659773417436037	0	0	7.80875140511148	7.116418577042868	7.116418577042868
YGL019W	155.0442536	-0.26938034999505445	0.004076704833694441	C03680	CKB1	115	120	2.389690731701702	0.26938034999505445	0	0	11.825927551968157	-17.7848306059281	17.7848306059281
YJL128C	190.0534004	0.3508861443163648	0.004159982320181157	C05635	PBS2	115	74	2.380908515109815	0.3508861443163648	0	0	9.657457428268243	7.402838706557827	7.402838706557827
YJL128C	823.3965895	0.3505040591761805	0.004204010590616795	C07204	PBS2	115	74	2.3763361985808458	0.3505040591761805	0	0	10.045987670146895	8.931737763365854	8.931737763365854
YBR125C	498.2233404	0.35279966072541863	0.004245345695096926	C07031	PTC4	115	68	2.3720869397285735	0.35279966072541863	0	0	6.902471007846081	6.04067722523469	6.04067722523469
YOR061W	335.0730441	-0.2644975464600589	0.004283529810781318	C10434	CKA2	115	124	2.368198206325227	0.2644975464600589	0	0	11.288375334739783	-12.863255439076267	12.863255439076267
YOR039W	155.0442536	-0.26783362512559317	0.004303120187751638	C03680	CKB2	115	120	2.3662165237411994	0.26783362512559317	0	0	11.814804313418858	-17.723747465198255	17.723747465198255
YFL033C	295.2293867	0.2803032599620107	0.004324426843853407	C14825	RIM15	115	109	2.3640714454354077	0.2803032599620107	0	0	9.738967456605655	9.321467942408946	9.321467942408946
YNL289W	667.5508834	-0.2663132125760525	0.004356131349248372	C05812	PCL1	115	120	2.3608990335549813	0.2663132125760525	0	0	11.744181092060792	-9.42674633539055	9.42674633539055
YLR248W	115.0389749	-0.482374030687162	0.004470321681367838	C00141	RCK2	115	41	2.349661224202215	0.482374030687162	0	0	6.294404449603294	-4.264686757432911	4.264686757432911
YGL019W	115.0048978	-0.26643324487340164	0.004517743477179651	C00122	CKB1	115	120	2.3450784324701477	0.26643324487340164	0	0	8.683445570226372	-4.467441287469711	4.467441287469711
YOR039W	115.0048978	-0.2663889446774533	0.004524686330023349	C00122	CKB2	115	120	2.34441152250557	0.2663889446774533	0	0	8.670698781931666	-4.42723409470285	4.42723409470285
YOL045W	606.0735076	-0.2628599082267944	0.004537539939834046	C00043	PSK2	115	124	2.3431795392399755	0.2628599082267944	0	0	15.568024319759688	-32.5819071971735	32.5819071971735
YGL019W	611.1476184	0.26602208266535976	0.004582549328723972	C00127	CKB1	115	120	2.3388928513897906	0.26602208266535976	0	0	8.352243874795215	13.752660238439185	13.752660238439185
YJL164C	300.1181887	0.2782339226338248	0.004843429793004778	C06517	TPK1	115	108	2.314846991112787	0.2782339226338248	0	0	8.290733638514864	4.914668924186975	4.914668924186975
YGL019W	133.0135891	-0.2644172059327523	0.004843522638138418	C00149	CKB1	115	120	2.3148386660736175	0.2644172059327523	0	0	9.669965166096294	-5.849020328680876	5.849020328680876
YDL047W	166.9747224	-0.2608160307339984	0.004873397703507951	C00074	SIT4	115	124	2.3121681456900895	0.2608160307339984	0	0	11.64667904425407	-7.273564985669917	7.273564985669917
YOR039W	133.0135891	-0.26423002893406117	0.004874807617286838	C00149	CKB2	115	120	2.3120425189191613	0.26423002893406117	0	0	9.656033606437672	-5.7847972855293825	5.7847972855293825
YKL126W	543.1552687	0.2646365626195694	0.0050039336955725	C12384	YPK1	115	120	2.3006884535425196	0.2646365626195694	0	0	14.628961415782866	7.340636386864759	7.340636386864759
YOR061W	116.0375867	-0.25992812086813977	0.0050260906959695454	C00441	CKA2	115	124	2.298769678814729	0.25992812086813977	0	0	8.996066368535121	-4.804311506680647	4.804311506680647
YFL033C	283.2661649	0.2754038783109784	0.005085684173794738	C01530	RIM15	115	109	2.293650613455834	0.2754038783109784	0	0	9.797632310372725	11.5356839666563	11.5356839666563
YOR039W	611.1476184	0.262956877956351	0.005092429848157205	C00127	CKB2	115	120	2.2930749450019405	0.262956877956351	0	0	8.36263222423079	13.59544264231516	13.59544264231516
YDR477W	192.0683083	0.2589387585040066	0.005201244867085661	C05598	SNF1	115	124	2.283892699787792	0.2589387585040066	0	0	12.266514503701368	8.121389462542083	8.121389462542083
YOR061W	306.0768399	0.2587204837052728	0.005240612626804057	C00051	CKA2	115	124	2.2806179410909584	0.2587204837052728	1	1	7.941920423939914	9.014294553338036	9.014294553338036
YDL025C	158.0587985	0.31486996299770453	0.005285445509488439	C00637	RTK1	115	83	2.2769184001904366	0.31486996299770453	0	0	7.0611659981710515	5.478291785345086	5.478291785345086
YLR248W	158.0587985	-0.47415119521665655	0.005309616455960742	C00637	RCK2	115	41	2.2749368493659627	0.47415119521665655	0	0	6.150680754946822	-3.850742062623654	3.850742062623654
YDR247W	190.0534004	0.8667699427111881	0.0053371491069854424	C05635	VHS1	115	8	2.27269066389373	0.8667699427111881	0	0	3.446362885522494	0.5969965512796052	0.5969965512796052
YIL035C	157.0590901	-0.2581838975634723	0.005338521787628084	C16432	CKA1	115	124	2.2725789804899077	0.2581838975634723	0	0	11.928087020266384	-11.677993894523341	11.677993894523341
YNL289W	606.0735076	0.2603300779521469	0.005356676157212315	C00043	PCL1	115	120	2.271104608506171	0.2603300779521469	0	0	11.293508814828325	23.036148970465153	23.036148970465153
YIL035C	667.5508834	0.25688140897674544	0.005582994236817942	C05812	CKA1	115	124	2.2531328204604173	0.25688140897674544	0	0	9.591994032415887	8.859711280619106	8.859711280619106
YOR233W	503.1649265	0.8293802631927051	0.005692609835507897	C00492	KIN4	115	9	2.2446885811792554	0.8293802631927051	0	0	4.833798004095178	1.1349420697220938	1.1349420697220938
YIL035C	115.0389749	-0.2560188686356871	0.005750326925695361	C00141	CKA1	115	124	2.2403074634861384	0.2560188686356871	0	0	11.629830464580053	-11.537507004730863	11.537507004730863
YOL045W	143.107579	-0.2558277064595765	0.005788010907622051	C06423	PSK2	115	124	2.237470659115612	0.2558277064595765	0	0	11.84855937053987	-5.775507611218605	5.775507611218605
YDR247W	275.1254906	0.862109259454904	0.005895418396694429	C00449	VHS1	115	8	2.2294853676804074	0.862109259454904	0	0	3.01516322467864	2.616215265174232	2.616215265174232
YPL256C	171.1385071	-0.25615958257455157	0.005942246983504936	C01571	CLN2	115	118	2.2260493011449207	0.25615958257455157	0	0	10.58495561490123	-7.264469093814235	7.264469093814235
YOR061W	155.0442536	-0.25469315788436075	0.006016220381734501	C03680	CKA2	115	124	2.220676263370838	0.25469315788436075	0	0	12.452039841628299	-19.45119486179346	19.45119486179346
YFR028C	498.2233404	0.45475671369270537	0.006058329150557453	C07031	CDC14	115	35	2.217647135032952	0.45475671369270537	0	0	5.086757954011746	2.6328634689500414	2.6328634689500414
YLR113W	273.0037787	-0.26964313264184764	0.006131639362240956	C01218	HOG1	115	104	2.212423396478228	0.26964313264184764	0	0	13.529658204575329	-10.400173387880118	10.400173387880118
YFL033C	311.2968676	0.26934628887114215	0.0061903669481733785	C06425	RIM15	115	109	2.208283606417131	0.26934628887114215	0	0	9.788118497393588	10.54237897548546	10.54237897548546
YNL099C	298.2728617	-0.34948853567555205	0.00619889985164481	C00319	OCA1	115	64	2.2076853799783778	0.34948853567555205	0	0	10.708677786016445	-8.280333953878872	8.280333953878872
YKL048C	305.2472817	0.46654750224404407	0.0062026116864436825	C03242	ELM1	115	34	2.20742540692363	0.46654750224404407	0	0	4.8596814832196165	7.77243409208195	7.77243409208195
YDR477W	296.0823193	0.2535774161708211	0.006248411968982029	C00170	SNF1	115	124	2.2042303443744564	0.2535774161708211	0	0	12.337513634817942	29.21606033262965	29.21606033262965
YPR120C	299.2024318	0.824135579439001	0.006294654150111843	C00777	CLB5	115	9	2.201028126528984	0.824135579439001	0	0	1.8681357507518495	0.6565332249918022	0.6565332249918022
YDL188C	354.1546992	0.26612566294999346	0.006322225303358063	C01137	PPH22	115	113	2.1991300313908315	0.26612566294999346	0	0	14.594647881190497	24.183420008446777	24.183420008446777
YDL108W	869.5533433	0.32775616621232034	0.006363344869469451	C05797	KIN28	115	74	2.1963145389908907	0.32775616621232034	0	0	7.358104734958128	10.707373901864095	10.707373901864095
YGL059W	155.0442536	-0.2643993292057816	0.006419689682365036	C03680	PKP2	115	114	2.192485964531414	0.2643993292057816	0	0	16.010113033492527	-29.384629779380784	29.384629779380784
YOR233W	291.2012215	0.8218169345219907	0.006574103856778579	C01226	KIN4	115	9	2.1821634392763647	0.8218169345219907	0	0	4.554499453515865	2.5514924182388197	2.5514924182388197
YGL019W	155.0101434	-0.25498841462671146	0.006662187535181009	C00295	CKB1	115	120	2.1763831464350023	0.25498841462671146	0	0	12.361089311222758	-18.89127420177751	18.89127420177751
YPL256C	367.0206593	-0.25274968870637193	0.006665978883698988	C01103	CLN2	115	118	2.176136066419193	0.25274968870637193	0	0	12.346181683938767	-13.78182623361797	13.78182623361797
YJL128C	273.0037787	-0.33267842331787706	0.006775324016881259	C01218	PBS2	115	74	2.1690699306559598	0.33267842331787706	0	0	12.780378850201512	-13.969704315614232	13.969704315614232
YPL256C	340.1229789	-0.2520347025700894	0.006827289905772612	C15658	CLN2	115	118	2.165751655401706	0.2520347025700894	0	0	11.169375149821274	-8.400062503383678	8.400062503383678
YKL139W	340.1229789	0.2508924496249248	0.006840091038137285	C15658	CTK1	115	124	2.1649381180024636	0.2508924496249248	0	0	11.020286601046914	18.13497699529011	18.13497699529011
