p1	p2	cor	a_pvalue	e_pvalue	n_meas	adj_a_pvalue	adj_e_pvalue
YAL017W	YPR120C	-0.25782653481312007	0.5375716293565589	0.2735	8		0.3986452331063384
YAL017W	YPR161C	0.13900021773250304	0.261943085758709	0.1279	67		0.2694032929598789
YBL016W	YBL056W	0.5255327868954967	0.2257428978866268	0.1116	7		0.2516426256077796
YBL016W	YBL088C	-0.09031921449124493	0.36424329505997377	0.1793	103		0.3241730019493177
YBL016W	YBR028C	0.2950165979435161	0.4781017269150549	0.2449	8		0.378259367194005
YBL016W	YBR059C	0.24773486667360556	0.18685873831179348	0.0985	30		0.23455391527599487
YBL016W	YBR097W	-0.36855155221916125	0.020962851102834287	0.0092	39		0.04753760445682451
YBL016W	YBR125C	0.07698117947700495	0.5692443821235246	0.2816	57		0.4042053133866392
YBL016W	YBR136W	-0.08621424784138308	0.38653710732925295	0.1904	103		0.33320000000000005
YBL016W	YBR160W	-0.0035102305095989863	0.971650190698921	0.4836	105		0.492088864509051
YBL016W	YBR274W	0.17521166021434245	0.41284383419912696	0.2016	24		0.3435101041028782
YBL016W	YBR276C	-0.047969980061391644	0.6320966289783463	0.3139	102		0.42930781518800687
YBL016W	YCR008W	-0.10921239238669622	0.7354637085899793	0.3567	12		0.4518795180722892
YBL016W	YCR079W	0.025730862962010412	0.8325450721171704	0.4264	70		0.47274218139171226
YBL016W	YDL006W	0.306507086506276	0.06502157309031203	0.0311	37		0.11515069860279441
YBL016W	YDL025C	-0.18848817488488329	0.11813425085048422	0.0578	70		0.17036917372881355
YBL016W	YDL028C	-0.0013602490034736727	0.9890122323419935	0.4924	105		0.4974053367217281
YBL016W	YDL047W	-0.07818215668974977	0.4279215778619134	0.2175	105		0.3548482849604222
YBL016W	YDL101C	-0.1306879025022638	0.4341760279021659	0.2161	38		0.3541958823529412
YBL016W	YDL108W	0.16444716774284923	0.1769331380625339	0.0867	69		0.21645827725437417
YBL016W	YDL134C	0.18957601019611534	0.05392305729912793	0.0258	104		0.1007557894736842
YBL016W	YDL188C	-0.06844347566006746	0.5121621850335701	0.2608	94		0.39025329389620866
YBL016W	YDL230W	0.360864289466848	0.002699763660024731	0.0012	67		0.008389447236180902
YBL016W	YDR028C	0.13969100513534902	0.7918264278835483	0.4035	6		0.47274218139171226
YBL016W	YDR247W	-0.1271220257152607	0.8385802072477981	0.42	5		0.47274218139171226
YBL016W	YDR466W	0.24200112646476388	0.36652074138571133	0.1894	16		0.33186744332493706
YBL016W	YDR477W	-0.06802950550889295	0.49047729092320314	0.245	105		0.37830882352941175
YBL016W	YER089C	0.5268008146144052	0.22441910890930405	0.1094	7		0.2496150061500615
YBL016W	YER133W	0.14935448020283526	0.7776340870246573	0.3923	6		0.4677843368330833
YBL016W	YFL029C	-0.269642884683699	0.22492061597521895	0.1146	22		0.2562269987946967
YBL016W	YFL033C	-0.1842457063185504	0.08041281715820689	0.0409	91		0.13703100541842264
YBL016W	YFL034C-B	1.0	0.0	0.4273	2		0.47274218139171226
YBL016W	YFR014C			0.0001	1		0.0007816011235955057
YBL016W	YFR028C	0.2235343931271144	0.24375940274982588	0.1255	29		0.26718807339449535
YBL016W	YGL019W	-0.20319635301348848	0.041550649184273036	0.0223	101		0.09025418181818182
YBL016W	YGL059W	-0.12590417958702688	0.22407585965076682	0.115	95		0.2569148936170213
YBL016W	YGL134W	0.0005223327894056688	0.9959059603338277	0.4938	99		0.49791574560608803
YBL016W	YGR092W	1.0	0.0	0.4267	2		0.47274218139171226
YBL016W	YGR203W	0.04359878318914644	0.7180838908645928	0.3513	71		0.4492151884191177
YBL016W	YGR262C	0.14275494094441094	0.2155177197607	0.1042	77		0.24262468619246863
YBL016W	YHL007C	-0.2788536809077747	0.5036214229195841	0.2437	8		0.37745352073476207
YBL016W	YHR004C	0.14828308567974774	0.19510197218955233	0.0946	78		0.22819635890767231
YBL016W	YHR030C	0.00764640928332504	0.9395065774641004	0.4703	101		0.4865110533159948
YBL016W	YHR076W	-0.14980512074163485	0.2940697663997934	0.1486	51		0.29272884955752215
YBL016W	YHR082C	0.317456722239094	0.0014467665640390396	0.0007	98		0.005085509138381201
YBL016W	YHR135C	-0.4200705132048671	0.1739636742852247	0.0839	12		0.2130034215328467
YBL016W	YIL035C	-0.08935371721332121	0.36469357323636065	0.1784	105		0.3228604878048781
YBL016W	YIL042C	-0.010107684661423737	0.9184901937630855	0.4599	105		0.48216720045214767
YBL016W	YIL095W	-0.05144533663591074	0.6205174188329162	0.3256	95		0.4340620062245631
YBL016W	YIR026C	-0.06888021430788033	0.4850564208615832	0.2433	105		0.37714888579387185
YBL016W	YJL128C	0.1378013651804741	0.28147581832393737	0.136	63		0.27773944954128443
YBL016W	YJL164C	-0.10765038064779507	0.30978257923857294	0.1523	91		0.2967610294117647
YBL016W	YJL187C	0.05337595028209468	0.730764489528718	0.372	44		0.4596583906007537
YBL016W	YJR059W	0.26996400828041334	0.016123662693347886	0.0086	79		0.04502257761053622
YBL016W	YJR066W	0.1407635344662712	0.4128643802558084	0.2105	36		0.3509384361893349
YBL016W	YKL048C	-0.1323940686947013	0.46266652629377736	0.2357	33		0.37052838983050845
YBL016W	YKL126W	-0.20900840962362877	0.03410935818503197	0.016	103		0.07134615384615385
YBL016W	YKL139W	0.046683816509547504	0.636285623286837	0.3145	105		0.42954545454545456
YBL016W	YKL166C	-0.17792465523540357	0.17010650330132207	0.0851	61		0.2148736388384755
YBL016W	YKL168C	0.12407240617155982	0.635187357171031	0.325	17		0.4340620062245631
YBL016W	YKL171W			0.0001	1		0.0007816011235955057
YBL016W	YKL198C	0.12044792581740353	0.22098574750029465	0.1118	105		0.2518894736842105
YBL016W	YLL010C	-0.03889709126822374	0.749197484639465	0.3656	70		0.45618026905829595
YBL016W	YLL019C	-0.13223870458434572	0.17871026062348783	0.0935	105		0.2266234756097561
YBL016W	YLR019W	0.2118799760994503	0.15278805399180964	0.074	47		0.19789043728976452
YBL016W	YLR113W	0.07893567847993915	0.47002641681074664	0.236	86		0.3705812641083521
YBL016W	YLR226W	-0.09844821857241293	0.420940711976455	0.2096	69		0.3500672268907563
YBL016W	YLR240W	-0.17021970205775713	0.08255552059257817	0.0382	105		0.13122407407407405
YBL016W	YLR248W	-0.19267539399114295	0.2464751134097379	0.1262	38		0.2677479984750286
YBL016W	YLR362W	-0.00730506387711575	0.9467775867304736	0.4704	86		0.4865110533159948
YBL016W	YLR433C	0.21251147530176515	0.25106772361788643	0.1256	31		0.26718807339449535
YBL016W	YML057W	0.28648448732706655	0.0033487131197555363	0.001	103		0.007080152671755725
YBL016W	YMR001C	-0.08483297589709995	0.40624087788418295	0.215	98		0.35373271276595747
YBL016W	YMR104C	0.3224324650832398	0.07189236421177794	0.0355	32		0.12499305993690851
YBL016W	YMR139W	0.5925193243328745	0.12166578039250171	0.0598	8		0.1739607945635128
YBL016W	YMR216C	0.2857349864417776	0.5344783003815642	0.2645	7		0.3926054104477612
YBL016W	YNL032W	0.272831278772661	0.009687944570214109	0.0038	89		0.02291115926327194
YBL016W	YNL099C	0.26720682913793736	0.042588801282903085	0.0241	58		0.09572912205567452
YBL016W	YNL154C			0.0001	1		0.0007816011235955057
YBL016W	YNL161W	0.10811957604892919	0.3246510432538452	0.1661	85		0.31091372351160446
YBL016W	YNL289W	0.17291909151669643	0.08376684650858376	0.0409	101		0.13703100541842264
YBL016W	YNL298W	0.11289110414689624	0.27091466025556954	0.1342	97		0.27619193786982255
YBL016W	YNL307C	-0.12269559150042628	0.2124257179045686	0.1067	105		0.24638402489626557
YBL016W	YNR031C	0.1688236636566479	0.1788312278522978	0.0915	65		0.22396924428822496
YBL016W	YOL001W	0.10923540477852754	0.35759580363242927	0.1819	73		0.32560789980732174
YBL016W	YOL045W	-0.024147616818310295	0.8068334413746477	0.3918	105		0.46768918918918917
YBL016W	YOL100W	-0.19237749345095795	0.14085973359449971	0.0733	60		0.19696499275712218
YBL016W	YOR039W	-0.20133542554219613	0.043494022078287106	0.022	101		0.08929978118161924
YBL016W	YOR061W	-0.20484922142055828	0.03606114645683605	0.0182	105		0.07845313710302092
YBL016W	YOR090C	0.20026584014503587	0.12174488894835388	0.0615	61		0.17723847747281202
YBL016W	YOR119C	-0.007556400222853719	0.9473036568182299	0.4767	79		0.4890143752303723
YBL016W	YOR231W	-0.03792721603795264	0.7108041096559146	0.3604	98		0.4531464075915047
YBL016W	YOR233W	0.22223936375080552	0.6319624227306602	0.3209	7		0.4321898596321394
YBL016W	YPL031C	0.046154818397151444	0.6401178354328108	0.3166	105		0.4297333901192505
YBL016W	YPL042C	-0.03472582715358705	0.7523736004973076	0.3755	85		0.4608860829289811
YBL016W	YPL140C	-0.3638478671097546	0.5471693390497934	0.267	5		0.39423056513664106
YBL016W	YPL141C	-0.29580090437891193	0.010503632093863865	0.0064	74		0.035124260355029586
YBL016W	YPL153C	-0.047976543880682745	0.6954512612232233	0.3537	69		0.45023942373656534
