Metabolites,ion,Transcription-factors,feature,coef,coef (abs),cor,pval,fdr
dUDP,387.0000,CHA4,YLR098C,-0.145034037599,0.145034037599,-0.840387255898,1.2672629136e-05,0.000143433169288
L-Proline,114.0600,XBP1,YIL101C,0.143219038736,0.143219038736,0.879672435754,1.50501553488e-06,4.58064443431e-05
Fumarate,115.0000,PUT3,YKL015W,0.133956202395,0.133956202395,0.849848707179,8.02053760442e-06,0.000115809946452
dUDP,387.0000,SUM1,YDR310C,-0.132014229002,0.132014229002,-0.905717746003,2.32736485541e-07,2.16020715536e-05
L-Citrulline,174.0900,RGT1,YKL038W,-0.130736003301,0.130736003301,-0.885323832589,1.04334035537e-06,3.77087974389e-05
L-Glutamine,145.0600,RTG3,YBL103C,0.130517208204,0.130517208204,0.925989587019,3.58207218037e-08,6.80593714271e-06
Xanthine,151.0300,OPI1,YHL020C,-0.12846521594,0.12846521594,-0.610685230393,0.00710295766484,0.0181149255882
L-Glutamine,145.0600,LEU3,YLR451W,0.123763660387,0.123763660387,0.905377153735,2.39284299577e-07,2.16020715536e-05
Xanthosine,283.0700,PDR1,YGL013C,0.123679258228,0.123679258228,0.688116306932,0.00159491325525,0.00542099317526
L-Citrulline,174.0900,AFT2,YPL202C,0.12225230191,0.12225230191,0.821227795353,2.94391016184e-05,0.000257729021752
L-Glutamine,145.0600,STP1,YDR463W,-0.122204064282,0.122204064282,0.219056175042,0.382481554635,0.498432752954
dUDP,387.0000,YHP1,YDR451C,-0.120920836973,0.120920836973,-0.835451315725,1.59052735162e-05,0.000169044010763
L-Proline,114.0600,GCN4,YEL009C,-0.119753669645,0.119753669645,-0.938655494838,8.30994915327e-09,4.366826093e-06
L-Glutamine,145.0600,RDS1,YCR106W,-0.118735378351,0.118735378351,-0.822017720134,2.84898066045e-05,0.000257729021752
"6-phospho-D-glucono-1,5-lactone",257.0100,PUT3,YKL015W,0.11733632663,0.11733632663,0.800090337086,6.70276537537e-05,0.000464790299752
L-Proline,114.0600,CAD1,YDR423C,0.116464776637,0.116464776637,0.675913355963,0.00207575850881,0.00670053262402
Glycine,74.0200,GCN4,YEL009C,0.10822633337,0.10822633337,0.887728047836,8.87599694132e-07,3.51341545594e-05
dUDP,387.0000,RTG3,YBL103C,0.106523820374,0.106523820374,0.94943446419,1.83288690154e-09,1.74124255647e-06
L-Glutamine,145.0600,MOT3,YMR070W,0.105964635201,0.105964635201,0.819842452334,3.11691606024e-05,0.000267970159026
2-Oxoadipate,159.0300,CAD1,YDR423C,0.104585247978,0.104585247978,0.62932729549,0.00513646558387,0.0141030124413
Ornithine,131.0800,AFT2,YPL202C,0.103255943631,0.103255943631,0.872994263338,2.26831748903e-06,5.32074472736e-05
Fumarate,115.0000,XBP1,YIL101C,0.0916409175829,0.0916409175829,0.738076979475,0.000470467517942,0.00206405387129
Xanthine,151.0300,SNT2,YGL131C,-0.09153762816,0.09153762816,-0.603404689169,0.00801940205956,0.0201812767062
GMP,362.0500,PUT3,YKL015W,0.0907590104792,0.0907590104792,0.662374202693,0.00274329490674,0.00839333385315
L-Asparagine,131.0500,GAT1,YFL021W,-0.0898968655786,0.0898968655786,-0.607149770121,0.00753677831343,0.0190931717274
L-Glutamine,145.0600,SNT2,YGL131C,-0.0881713560505,0.0881713560505,-0.716043713341,0.000831175689814,0.00319682957621
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,OPI1,YHL020C,-0.0876171109452,0.0876171109452,-0.121738973058,0.630366191112,0.725876220069
Xanthosine,283.0700,AZF1,YOR113W,-0.0875433429415,0.0875433429415,-0.75485436833,0.00029362505911,0.0014304810572
Pyruvate,87.0100,CAD1,YDR423C,0.0875120204377,0.0875120204377,0.834862492271,1.63342358843e-05,0.000169606876081
L-Glutamine,145.0600,FKH2,YNL068C,0.0866596810003,0.0866596810003,0.865415089689,3.51779295487e-06,6.61763031114e-05
L-Citrulline,174.0900,GCN4,YEL009C,0.0863005176584,0.0863005176584,0.875660258304,1.93105081983e-06,5.07583744536e-05
Glycine,74.0200,OPI1,YHL020C,-0.085974245879,0.085974245879,-0.39999703818,0.100027826335,0.172305412545
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,RTG3,YBL103C,0.0853319732676,0.0853319732676,0.872123474903,2.38892571773e-06,5.46862513696e-05
L-Asparagine,131.0500,XBP1,YIL101C,-0.0841756969677,0.0841756969677,-0.727729780722,0.000618684335906,0.00255543530048
dUDP,387.0000,LEU3,YLR451W,0.0836623303438,0.0836623303438,0.937856111989,9.19331809053e-09,4.366826093e-06
Dethiobiotin,213.1200,PUT3,YKL015W,0.0784005805407,0.0784005805407,0.362045149116,0.139841060606,0.227286582679
L-Histidinol,140.0800,GCN4,YEL009C,0.0758521111925,0.0758521111925,0.89725398156,4.50431964118e-07,2.85273577275e-05
L-Citrulline,174.0900,GAT1,YFL021W,-0.075134203368,0.075134203368,-0.442844778651,0.06570030428,0.120492836035
Ornithine,131.0800,XBP1,YIL101C,-0.0734298912061,0.0734298912061,-0.846472451516,9.47542639378e-06,0.000123024837181
Dethiobiotin,213.1200,CRZ1,YNL027W,0.0711251225031,0.0711251225031,0.295849618971,0.233265872946,0.34303804845
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,RIM101,YHL027W,-0.0706071960928,0.0706071960928,-0.795970385702,7.78153759975e-05,0.000522435386556
L-Asparagine,131.0500,STP1,YDR463W,-0.0680983981154,0.0680983981154,-0.0192542616704,0.939553678093,0.959243411272
Pyruvate,87.0100,RGT1,YKL038W,0.0680855908574,0.0680855908574,0.797378856064,7.39728148677e-05,0.000500172057824
L-Glutamine,145.0600,ECM22,YLR228C,-0.0676332012411,0.0676332012411,-0.859733852688,4.80607291571e-06,8.20813651149e-05
L-Citrulline,174.0900,XBP1,YIL101C,-0.0661143606671,0.0661143606671,-0.827917255985,2.21899428225e-05,0.000217324182282
L-Proline,114.0600,SKO1,YNL167C,0.0646094579872,0.0646094579872,0.600031303714,0.00847517443002,0.0210770044726
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,YHP1,YDR451C,-0.0636281241071,0.0636281241071,-0.884997398592,1.06620127877e-06,3.77087974389e-05
Xanthine,151.0300,AFT2,YPL202C,0.0623686843062,0.0623686843062,0.69648585947,0.00132170850227,0.00460779110883
L-Asparagine,131.0500,SKO1,YNL167C,0.0622946347575,0.0622946347575,-0.268865956948,0.280662530356,0.395664640701
L-Glutamine,145.0600,PDR3,YBL005W,-0.0616784434927,0.0616784434927,-0.869294362538,2.81964980461e-06,5.95259403195e-05
dUDP,387.0000,SWI4,YER111C,-0.0612770052985,0.0612770052985,-0.895970839827,4.95381449523e-07,2.85708634095e-05
L-Proline,114.0600,PUT3,YKL015W,0.0610908106371,0.0610908106371,0.641163073902,0.00413663560163,0.0117590158747
L-Glutamine,145.0600,YHP1,YDR451C,-0.0609677192936,0.0609677192936,-0.797085405708,7.47598200875e-05,0.000503700915483
L-Glutamine,145.0600,CBF1,YJR060W,0.0607618225269,0.0607618225269,0.862698509179,4.09086735903e-06,7.33268677562e-05
dUDP,387.0000,MOT3,YMR070W,0.0597216383499,0.0597216383499,0.861385107971,4.39553883999e-06,7.71179128532e-05
Deoxycytidine,226.0800,UME6,YDR207C,-0.0595778995582,0.0595778995582,-0.79781681608,7.28113407237e-05,0.000495847840054
L-Proline,114.0600,YAP1,YML007W,-0.0580878833409,0.0580878833409,-0.830901796716,1.94851120711e-05,0.000195882079021
Fumarate,115.0000,SUM1,YDR310C,0.057993676283,0.057993676283,0.727224551168,0.000626820422216,0.00256672155649
L-Proline,114.0600,RGT1,YKL038W,0.0570559240036,0.0570559240036,0.926540755754,3.38011321396e-08,6.80593714271e-06
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,GCN4,YEL009C,0.0565786177634,0.0565786177634,0.879429329292,1.52829761155e-06,4.58064443431e-05
Deoxycytidine,226.0800,SNT2,YGL131C,-0.0564715415617,0.0564715415617,-0.729765960617,0.000586783898038,0.00243910838904
Xanthine,151.0300,SMP1,YBR182C,0.0564490236017,0.0564490236017,0.391634962352,0.107999330297,0.184531229823
GMP,362.0500,GAT1,YFL021W,0.0555534877852,0.0555534877852,0.751623212124,0.00032243168376,0.00152949773125
Xanthosine,283.0700,SUT1,YGL162W,-0.0544561218562,0.0544561218562,-0.710451860079,0.000952583682101,0.00355581335165
Dethiobiotin,213.1200,MAC1,YMR021C,-0.0539604561097,0.0539604561097,0.556125503818,0.0165462075795,0.0370728707559
(S)-2-Acetolactate,131.0300,CAD1,YDR423C,0.0531506137169,0.0531506137169,0.366890107442,0.134227727862,0.220807517695
L-Lactaldehyde,73.0300,CAD1,YDR423C,0.0525390758607,0.0525390758607,0.481950082605,0.0428309224127,0.0842430150974
Dethiobiotin,213.1200,STB5,YHR178W,-0.0517627721513,0.0517627721513,-0.380824367055,0.118963965738,0.199674500796
Ornithine,131.0800,PUT3,YKL015W,-0.0515972688419,0.0515972688419,-0.477479855344,0.0450825730167,0.0878532192121
gamma-L-Glutamyl-L-cysteine,249.0600,GCN4,YEL009C,0.0515543447858,0.0515543447858,0.853142608437,6.79007511457e-06,0.000101583800927
Glycine,74.0200,XBP1,YIL101C,-0.0514062239699,0.0514062239699,-0.845773115838,9.80349249782e-06,0.000123024837181
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,HAP3,YBL021C,-0.0513693040017,0.0513693040017,-0.866749716239,3.26251057012e-06,6.49608439317e-05
L-Proline,114.0600,UME6,YDR207C,0.0508789128616,0.0508789128616,0.814880204467,3.80965592415e-05,0.00030782063844
gamma-L-Glutamyl-L-cysteine,249.0600,CRZ1,YNL027W,0.0504882861913,0.0504882861913,0.714678007042,0.000859563893874,0.00326634279672
dUDP,387.0000,SNT2,YGL131C,-0.0502309048846,0.0502309048846,-0.674505460876,0.00213820457074,0.0068509084054
L-Asparagine,131.0500,MET32,YDR253C,-0.0492434850705,0.0492434850705,0.181809076865,0.47027837264,0.584387775027
dUDP,387.0000,FKH2,YNL068C,0.0490898832607,0.0490898832607,0.901615258134,3.22906292777e-07,2.55634148448e-05
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,PUT3,YKL015W,0.0489417972475,0.0489417972475,-0.106123913607,0.675136496259,0.763093005885
2-Oxoadipate,159.0300,STP1,YDR463W,0.0475583523446,0.0475583523446,-0.201224436704,0.423320496341,0.537280523078
Ornithine,131.0800,MOT3,YMR070W,0.0471710003112,0.0471710003112,0.793143341174,8.60416017351e-05,0.000563720838954
Xanthine,151.0300,RIM101,YHL027W,-0.0470511082955,0.0470511082955,-0.451327737186,0.0601043509663,0.111739987119
L-Asparagine,131.0500,OPI1,YHL020C,-0.0467822952033,0.0467822952033,-0.328932473168,0.182596402907,0.282979743494
L-Proline,114.0600,STB5,YHR178W,0.0464106818342,0.0464106818342,0.700593807924,0.00120256498964,0.00427878928899
dUDP,387.0000,RDS1,YCR106W,-0.0459310812616,0.0459310812616,-0.844776878086,1.02876184215e-05,0.000123711867094
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,ACE2,YLR131C,0.0450748216282,0.0450748216282,0.846152405494,9.62437666565e-06,0.000123024837181
L-Asparagine,131.0500,SMP1,YBR182C,-0.0448410711461,0.0448410711461,-0.130705734891,0.605188664239,0.705200047343
GMP,362.0500,XBP1,YIL101C,0.0439705801153,0.0439705801153,0.595846309664,0.00906935543421,0.0222345488064
dUDP,387.0000,HSF1,YGL073W,0.0438000896282,0.0438000896282,0.915724745655,9.79622481898e-08,1.43175593508e-05
L-Glutamine,145.0600,ACE2,YLR131C,0.0437711167785,0.0437711167785,0.656385324252,0.00309019949476,0.00930487961971
Xanthosine,283.0700,PDR3,YBL005W,-0.0431400603565,0.0431400603565,-0.585341437024,0.0107093327077,0.0255624775687
Glycine,74.0200,SNT2,YGL131C,-0.0430913286823,0.0430913286823,-0.661442828627,0.00279503597913,0.00851052621852
dUDP,387.0000,PDR3,YBL005W,-0.0427934325182,0.0427934325182,-0.892543557733,6.3491968397e-07,3.00382593286e-05
L-Proline,114.0600,STP1,YDR463W,0.0427111090335,0.0427111090335,-0.271567404663,0.275670039653,0.390583948801
dUDP,387.0000,HAP1,YLR256W,0.0426302693184,0.0426302693184,0.889542980283,7.83723051076e-07,3.32281954465e-05
dUDP,387.0000,SWI5,YDR146C,-0.0425435308977,0.0425435308977,-0.274148672659,0.270951084271,0.384758639846
dUDP,387.0000,NRG1,YDR043C,0.042535579467,0.042535579467,0.620271394308,0.00602734981889,0.0160282122651
Ornithine,131.0800,CAD1,YDR423C,-0.0423701048498,0.0423701048498,-0.776169463715,0.000152608083098,0.00085030896741
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,CAD1,YDR423C,0.0422922860929,0.0422922860929,-0.474684552061,0.0465355871559,0.0900383050879
dUDP,387.0000,ACE2,YLR131C,0.041857929413,0.041857929413,0.724569383185,0.00067106481408,0.00269560918975
L-Proline,114.0600,SKN7,YHR206W,-0.0413529802652,0.0413529802652,-0.820440325021,3.04121736665e-05,0.000263849908522
gamma-L-Glutamyl-L-cysteine,249.0600,CAD1,YDR423C,0.0412687180405,0.0412687180405,-0.745296040209,0.000385760402488,0.0017576613063
GMP,362.0500,SNT2,YGL131C,-0.0411525954553,0.0411525954553,0.217988384378,0.384863627952,0.500098778762
Xanthosine,283.0700,CAD1,YDR423C,-0.0406694210063,0.0406694210063,-0.864327865431,3.73826341772e-06,6.82951970546e-05
Ornithine,131.0800,GAT1,YFL021W,-0.0406085415232,0.0406085415232,-0.366547982316,0.134618868838,0.221259386498
Fumarate,115.0000,STP1,YDR463W,0.0405297060125,0.0405297060125,0.0266383003232,0.91643847482,0.941207082248
Xanthine,151.0300,STB5,YHR178W,-0.0404404474086,0.0404404474086,-0.307535694516,0.214438903995,0.320561697554
"6-phospho-D-glucono-1,5-lactone",257.0100,MET32,YDR253C,0.0401502653405,0.0401502653405,0.103326366941,0.683273576279,0.771062298664
L-Asparagine,131.0500,CAD1,YDR423C,-0.0394677221953,0.0394677221953,-0.524210612428,0.0255373871592,0.0535552269342
L-Glutamine,145.0600,SWI4,YER111C,-0.0391844888729,0.0391844888729,-0.86286616972,4.05331343989e-06,7.33268677562e-05
L-Proline,114.0600,RTG3,YBL103C,-0.0391138495254,0.0391138495254,-0.88491944866,1.07172371669e-06,3.77087974389e-05
L-Citrulline,174.0900,PDR3,YBL005W,-0.0390420678226,0.0390420678226,-0.733800478938,0.000527630387355,0.00224286744461
3-(4-Hydroxyphenyl)pyruvate,179.0300,CAD1,YDR423C,0.0387569832645,0.0387569832645,0.583472767493,0.0110244718907,0.0262158906037
dUDP,387.0000,SKO1,YNL167C,0.0386615608462,0.0386615608462,-0.652837838566,0.00331212677078,0.00987918503059
Ornithine,131.0800,RGT1,YKL038W,-0.0381873488351,0.0381873488351,-0.895947578608,4.96230785533e-07,2.85708634095e-05
Xanthosine,283.0700,MAC1,YMR021C,0.03778876107,0.03778876107,0.671036572289,0.00229870509198,0.00724301770275
Ornithine,131.0800,PDR3,YBL005W,-0.0377013714835,0.0377013714835,-0.719690840173,0.000759172341357,0.00297407721356
Xanthine,151.0300,ASH1,YKL185W,0.0375812489215,0.0375812489215,0.620636000236,0.00598921230151,0.0159824485574
Xanthosine,283.0700,XBP1,YIL101C,0.0374685511116,0.0374685511116,-0.711933420572,0.000919063929801,0.00344422380004
Ornithine,131.0800,GCN4,YEL009C,0.0373610378772,0.0373610378772,0.89527565743,5.213135362e-07,2.91322270229e-05
Glycine,74.0200,SMP1,YBR182C,-0.0372210746746,0.0372210746746,-0.209406727691,0.404302995539,0.518687165108
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,MET32,YDR253C,0.0365801926138,0.0365801926138,0.716506532275,0.000821734618388,0.00316692854957
"6-phospho-D-glucono-1,5-lactone",257.0100,AFT2,YPL202C,-0.0360359052241,0.0360359052241,-0.552743125896,0.0173587529365,0.0383953790214
L-Citrulline,174.0900,SUM1,YDR310C,-0.0349915865159,0.0349915865159,-0.795134467121,8.01750522835e-05,0.000533449666091
L-Citrulline,174.0900,LEU3,YLR451W,0.0343862195591,0.0343862195591,0.858908309569,5.02337503908e-06,8.29948919499e-05
Dethiobiotin,213.1200,PDR1,YGL013C,0.0341461042798,0.0341461042798,0.725895294548,0.000648655058919,0.00262222257861
Ornithine,131.0800,MAC1,YMR021C,0.0341095656901,0.0341095656901,0.505866161764,0.032205865455,0.0659387331513
L-Citrulline,174.0900,CRZ1,YNL027W,0.034086161412,0.034086161412,0.59109382015,0.00978425270527,0.0236816307516
L-Glutamine,145.0600,HAP1,YLR256W,0.0339881776296,0.0339881776296,0.851871708926,7.24411287373e-06,0.000106696236125
L-Proline,114.0600,PDR1,YGL013C,0.0339625010609,0.0339625010609,-0.303658993552,0.220571245202,0.328436807119
"6-phospho-D-glucono-1,5-lactone",257.0100,SUM1,YDR310C,0.0338522483589,0.0338522483589,0.419910258519,0.0827627406719,0.146414531915
L-Histidinol,140.0800,RFX1,YLR176C,-0.0336802163205,0.0336802163205,-0.911538655927,1.42437149775e-07,1.59194461513e-05
Fumarate,115.0000,PDR1,YGL013C,0.0335246882017,0.0335246882017,0.00973833048336,0.969408060477,0.979200061087
Dethiobiotin,213.1200,GAT1,YFL021W,0.033293965512,0.033293965512,0.414621113872,0.0871185636386,0.153264139735
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,SNT2,YGL131C,-0.0323932024467,0.0323932024467,-0.582636352945,0.0111679109235,0.0264576443324
Deoxycytidine,226.0800,ASH1,YKL185W,0.0322585771213,0.0322585771213,0.779331571805,0.000137670247522,0.000787871898468
GMP,362.0500,CRZ1,YNL027W,-0.0321296292739,0.0321296292739,-0.83951508422,1.31989497077e-05,0.000146654996753
gamma-L-Glutamyl-L-cysteine,249.0600,PDR3,YBL005W,-0.0317530177919,0.0317530177919,-0.588168210212,0.0102463665274,0.0246334449156
gamma-L-Glutamyl-L-cysteine,249.0600,MAC1,YMR021C,-0.0315866549204,0.0315866549204,0.435099226565,0.0711398699612,0.128852004696
2-Oxoadipate,159.0300,SKO1,YNL167C,0.0310682503659,0.0310682503659,0.311708936042,0.207962661078,0.312602101304
Fumarate,115.0000,UME6,YDR207C,0.0310074210957,0.0310074210957,0.584189916656,0.0109026634893,0.0259587225937
3-Hydroxyanthranilate,152.0300,CAD1,YDR423C,0.0305965574122,0.0305965574122,0.409790225456,0.0912406717856,0.159776291606
Phenylpyruvate,163.0400,CAD1,YDR423C,0.0304676054249,0.0304676054249,0.561242842508,0.0153743926478,0.0347754119414
Xanthosine,283.0700,SWI5,YDR146C,0.0304572333255,0.0304572333255,0.04807602288,0.849752105397,0.898457985673
L-Citrulline,174.0900,CAD1,YDR423C,-0.0300389414502,0.0300389414502,-0.740175253889,0.000444379222225,0.00198663652289
(S)-2-Acetolactate,131.0300,STP1,YDR463W,0.0300148560215,0.0300148560215,-0.121851016746,0.630049108936,0.725876220069
3-Hydroxyanthranilate,152.0300,STB5,YHR178W,-0.0296716252509,0.0296716252509,-0.486620113849,0.0405712433566,0.0804648876593
Pyruvate,87.0100,CRZ1,YNL027W,-0.0288968297617,0.0288968297617,-0.717897106884,0.000793904800604,0.00308470167924
Xanthosine,283.0700,TEC1,YBR083W,-0.028868787094,0.028868787094,-0.71245364079,0.000907529895722,0.00340772095232
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,UME6,YDR207C,-0.0287930585457,0.0287930585457,-0.881875903322,1.30754763287e-06,4.0726893483e-05
gamma-L-Glutamyl-L-cysteine,249.0600,RFX1,YLR176C,-0.0286225218612,0.0286225218612,-0.885673212242,1.01934189834e-06,3.77087974389e-05
Nicotinate,122.0200,SMP1,YBR182C,0.0285361035499,0.0285361035499,0.12139389776,0.631343135685,0.726488407713
(S)-2-Acetolactate,131.0300,GZF3,YJL110C,0.0283726759611,0.0283726759611,0.215740678503,0.389904566665,0.504301345584
GMP,362.0500,MET32,YDR253C,0.0275433324224,0.0275433324224,0.18675309162,0.458081122437,0.572601403046
L-Proline,114.0600,YHP1,YDR451C,0.027384623338,0.027384623338,0.73002934766,0.00058275992703,0.00242816636262
L-Histidinol,140.0800,AFT2,YPL202C,0.0271950825801,0.0271950825801,0.835299836882,1.60146957565e-05,0.000169044010763
L-Citrulline,174.0900,PUT3,YKL015W,-0.0271300792408,0.0271300792408,-0.536069142999,0.0218362909987,0.0467488455952
L-Glutamine,145.0600,PHO2,YDL106C,-0.0270608485201,0.0270608485201,-0.852632255136,6.96937859773e-06,0.00010345171356
Ornithine,131.0800,STB4,YMR019W,-0.026857314951,0.026857314951,-0.818385441943,3.30815419685e-05,0.000280602364911
Nicotinate,122.0200,GZF3,YJL110C,0.0266180486755,0.0266180486755,0.191371544682,0.44683360422,0.561126138809
Ornithine,131.0800,SUM1,YDR310C,-0.026552765566,0.026552765566,-0.795810351326,7.8262507706e-05,0.000523587199441
Fumarate,115.0000,CAD1,YDR423C,0.0261710825606,0.0261710825606,0.544698479813,0.0194182086827,0.0425052955036
dUDP,387.0000,ECM22,YLR228C,-0.0260654042719,0.0260654042719,-0.898250626942,4.17992475863e-07,2.85273577275e-05
GMP,362.0500,SKO1,YNL167C,0.0258982792348,0.0258982792348,0.334732225559,0.174543031503,0.272275664906
Ornithine,131.0800,NRG1,YDR043C,0.0255573662664,0.0255573662664,0.727350541341,0.000624783179994,0.00256390505829
gamma-L-Glutamyl-L-cysteine,249.0600,RTG3,YBL103C,0.0255292056401,0.0255292056401,0.713192426136,0.000891357484986,0.00336027623308
"6-phospho-D-glucono-1,5-lactone",257.0100,XBP1,YIL101C,0.0253578897146,0.0253578897146,0.554580760077,0.0169134802109,0.0378511335698
L-Proline,114.0600,CBF1,YJR060W,-0.0253211163565,0.0253211163565,-0.786853017777,0.000107027400059,0.000666728065941
L-Glutamine,145.0600,REB1,YBR049C,0.0252291961962,0.0252291961962,0.849390560431,8.2059522023e-06,0.000115809946452
GMP,362.0500,CHA4,YLR098C,-0.024955590529,0.024955590529,0.154122652541,0.541457773369,0.648656853342
3-Hydroxyanthranilate,152.0300,CRZ1,YNL027W,-0.0247652666452,0.0247652666452,-0.473264294829,0.0472873223823,0.0913068216732
"6-phospho-D-glucono-1,5-lactone",257.0100,SMP1,YBR182C,0.0247220539927,0.0247220539927,0.00641957959025,0.979831043638,0.987628107645
L-Citrulline,174.0900,RFX1,YLR176C,-0.0246059842673,0.0246059842673,-0.867516379386,3.12319806921e-06,6.49608439317e-05
Ornithine,131.0800,OPI1,YHL020C,-0.0245199465375,0.0245199465375,-0.48262818934,0.0424969900684,0.0836728301865
gamma-L-Glutamyl-L-cysteine,249.0600,STB5,YHR178W,-0.0244957583794,0.0244957583794,-0.435594117554,0.0707826800574,0.128327377967
L-Proline,114.0600,ACE2,YLR131C,-0.0239641499097,0.0239641499097,-0.646689586588,0.00372763458783,0.0108461037012
gamma-L-Glutamyl-L-cysteine,249.0600,XBP1,YIL101C,-0.0237635833976,0.0237635833976,-0.737408168643,0.000479048121969,0.00208759502693
dUDP,387.0000,GZF3,YJL110C,0.0237584414674,0.0237584414674,-0.00555300527047,0.982553213861,0.989846822023
Glycine,74.0200,RDS1,YCR106W,-0.0231913488461,0.0231913488461,-0.684947086716,0.0017098700584,0.00573984648579
L-Asparagine,131.0500,MOT3,YMR070W,0.0231558925548,0.0231558925548,0.528756096201,0.0240650202258,0.0510307348538
(S)-2-Acetolactate,131.0300,SWI5,YDR146C,-0.0225895762313,0.0225895762313,-0.371116588867,0.129460968923,0.214264669821
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,TEC1,YBR083W,-0.0225022556182,0.0225022556182,-0.810906453606,4.45518190903e-05,0.000338832929472
GMP,362.0500,GZF3,YJL110C,0.0221186612409,0.0221186612409,-0.380458798065,0.119347981406,0.200142245959
(S)-2-Acetolactate,131.0300,SKO1,YNL167C,0.0219497581786,0.0219497581786,0.117522319552,0.642343537085,0.734327749976
