	PDR3	HAP3	RTG3	SMP1	RDS1	RPN4	MBP1	UGA3	SWI5	MET32	YAP6	SUM1	CAD1	RPH1	GAT1	PDR1	SNT2	YAP3	OPI1	RIM101	STB5	XBP1	YAP5	SIP4	GZF3	CBF1	PUT3	RGT1	PHD1	MSN4	DAL80	HAP1	YAP1	SOK2	STB4	CRZ1	FKH2	YAP7	AZF1	MET31	RLM1	AFT2	ARR1
4alpha-Methylzymosterol-4-carboxylate (cor: 0.86)	0.0	-0.0	0.0	-0.0	-0.6360056570321558	-0.0	0.0	0.6610140721456476	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.770836842217568	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.09606110075669275	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.06220741372393244	0.0	-0.0	0.0
Propanoate (cor: 0.86)	0.0	-0.0	0.0	0.0	-0.17366970060316006	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.14798338060892635	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.003151675637910156	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.01692564357413162	0.0	0.0	-0.0	0.0	-0.1131682878645528	-0.0	-0.20607486860580707
O-Phospho-L-homoserine (cor: 0.85)	0.0	0.0	0.0	0.0	-0.041151733045602594	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.13381886603275045	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.2818982775974739	0.0	0.0	-0.35019633470098144	-0.0	-0.0	-0.0	-0.06135369570717451
2-Isopropylmaleate (cor: 0.85)	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.1094346092059063	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.01019355994339386	0.0	-0.0	-0.0010500419674802852	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.1812196515170392	-0.0	-0.03299436121226006
Linoleate (cor: 0.85)	0.0	-0.0	0.0	-0.26518344576568414	-0.5057529359753855	0.0	0.0	0.1855092531198973	-0.0	-0.18722983133658375	-0.0	0.0	0.0	0.04862649508864978	-0.0	-0.0	-0.38812560147452907	-0.867833805344205	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.30174756187645035	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
L-Alanine (cor: 0.85)	0.0	0.0	0.0	0.0	-0.01837178920832822	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.10917453130698324	-0.0	-0.0	-0.1617906566921804	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.05804790008209913	0.0	0.0	-0.008239559113713447	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.024611199389137153	-0.17626159516967718	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
NADH (cor: 0.83)	-0.0	-0.0	-0.0	0.06368005243112644	-0.0	-0.0	-0.0	0.0	0.0	0.03459935538765573	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.007079929126657687	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.31404660585866523	0.0	-0.0	-0.0	-0.0	-0.0	-0.06875527646421971
3-Hydroxyanthranilate (cor: 0.83)	0.0	-0.0	0.0	0.0	-0.1970077427272476	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.36241350512781323	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.15095406596809854	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.15182792544762805
CDP (cor: 0.83)	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.17471463979677818	-0.0	0.0	0.10672367504563135	0.0	-0.0	0.1275932568248502	-0.0	0.0	-0.0	0.15081239387043666	0.0	-0.0	-0.012816200629823485	-0.0	0.0	-0.0	0.0	0.0	0.00513627113020927
(R)-3,3-Dimethylmalate (cor: 0.83)	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.06392430672237265	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.354713064508527	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.2659032079269477	0.0	0.0	-0.0	0.0	-0.06411971445926157	-0.0	-0.005596326452291607
2-Oxobutanoate (cor: 0.82)	0.0	-0.0	0.0	0.0	-0.04803997628352798	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0939854373814275	-0.0	-0.17584800874973033	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.12725665122185434	0.0	0.0	-0.004968287292035786	-0.0	-0.27649562899716534	-0.0	-0.13584098652606588
D-Fructose 6-phosphate (cor: 0.81)	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.01983800312888632	-0.0	0.0	-0.0	-0.0	0.0	-0.0594157853455647	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.11153523141641519	0.0	0.0	0.0	-0.0	-0.0	-0.2787780136500638	-0.0	-0.19599379374353362
Tetracosanoic acid (cor: 0.80)	0.0	-0.0	0.0	-0.0	-0.08733710797968051	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.04759732466064583	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.08950304936811948	0.0	-0.0	0.0	-0.0	-0.0	-0.0745104281850164
8-Amino-7-oxononanoate (cor: 0.80)	0.0	0.0	0.0	-0.0	-0.42215343191151317	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.7934510761009383	-0.0	-0.0	0.0	-0.0	-0.0	0.1105125771308565	0.0	-0.0	0.045988655073369356	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.21150052985189835	0.08661090954987809	-0.0	-0.0
2-Oxoglutarate (cor: 0.80)	0.0	-0.0	0.0	-0.10287384222529909	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.33992162273226945	-0.0	-0.0	-0.0	0.0	0.10216455446417147	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.40874953426028243	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.6627621857782712	0.0	-0.0
2,5-Dioxopentanoate (cor: 0.79)	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.27527558254254364	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.07495229470766303	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.06919290214658133	0.0	-0.0	0.0	-0.033672303471787034	-0.0	-0.03262187070209113
L-Tryptophan (cor: 0.79)	0.0	-0.0	0.0	0.0	-0.06164663572020352	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.061216735126162845	-0.5776663000111183	-0.0	-0.0	-0.0	-0.0	-0.0	0.06692053977989772	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.011592508129407349	-0.0	0.0	0.0	0.015426163255283185	-0.0	0.07262524752783421
Glutarate (cor: 0.79)	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.17223640886503952	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.16708085266930092	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.11991186103207453	0.04016892949901055	0.0	-0.0	-0.0	-0.0	-0.0	-0.09797290164971754
3-Propylmalate (cor: 0.78)	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.12819452185136945	0.0	-0.0	0.0	-0.20196168512471274	-0.0	-0.07749532066998854
Succinate (cor: 0.78)	0.0	-0.0	0.0	0.0	-0.09126744051362662	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.04233747680064659	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.07307888112555579	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.21021644679634713
alpha-N-Phenylacetyl-L-glutamine (cor: 0.77)	0.0	-0.0	0.0	-0.046637110683127106	-0.0	-0.0	0.0	0.6174473097893514	-0.13915933287507254	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.1949265931553936	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.13911012163344855	0.015451022030414185	-0.0	0.0	0.03377674868511049	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0
Indolepyruvate (cor: 0.77)	0.0	0.0	0.0	0.035790333975444365	-0.273086270263627	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.04639267357373695	0.0	0.0	-0.379304083068022	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.16284528325025785	0.0	0.0	-0.10334020323835995	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0
Indole-3-acetaldehyde (cor: 0.77)	0.0	-0.0	0.0	0.0	-0.07221861155849565	-0.0	0.0	0.0	-0.0	0.009721979566864849	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.1912268229410915	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.09491678395970643	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.02061957756069477
L-Phenylalanine (cor: 0.77)	0.0	0.0	-0.0	0.0715966328075572	0.0	0.0	0.0	0.0	0.0	-0.06269611288379277	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.19241477585270175	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.05649661397718405	0.0	0.18531407770139663
O-Phospho-L-serine (cor: 0.77)	-0.0	0.0	0.0	-0.11125072386586779	0.0	0.10364277958309481	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.24766019436483783	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.12173133063202628	-0.0	0.0	0.0	-0.0	0.0	0.1004434233993346
(9Z)-Octadecenoic acid (cor: 0.75)	0.0	-0.0	0.0	-0.0	-0.28198438065154596	0.0	0.0	0.06372824801100607	-0.0	-0.06490733541070245	-0.0	0.0	0.0	0.05568165397218179	-0.0	-0.0	-0.35416125963221545	-0.2095952010240547	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
2-Oxoadipate (cor: 0.73)	0.0	-0.0	0.0	0.038378842479108395	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.1597938924424965	-0.09028117030937498	0.0	-0.0	0.0	-0.0	-0.0	0.06411164413717667	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.4549631767628168	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Toluate (cor: 0.70)	-0.0	-0.0	0.0	-0.0	-0.07462975939601361	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0044646184124826575	-0.0	-0.0	-0.05043716681024148	-0.0	0.0	0.0	0.0	-0.0	-0.3201386075239999	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.21327558487850815
Tetradecanoic acid (cor: 0.68)	0.0	-0.0	0.0	-0.021784241230642022	-0.07775010796110311	0.0	0.0	0.0	-0.0	-0.017820429327646155	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.12648046870905377	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.4048023085662651	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
L-Glutamate (cor: 0.66)	-0.0	-0.0	0.0	-0.08425754144511827	0.11225751294933056	0.08399298730979568	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.025256314041100507	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.00930731937763798	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.28800441740793686
3-Methyl-2-oxobutanoic acid (cor: 0.63)	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.1377511140049505	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.08559317975665008	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.043423350227186006	0.019989286187374073	0.0	-0.0	0.0	-0.0	-0.0	-0.04066284646581761
4-Aminobutanoate (cor: 0.63)	-0.0	-0.0	0.0	-0.007672316207052079	0.0	0.012269283582921843	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.03338638523675512	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.13778746431644434	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.2471416805723521
L-Threonine (cor: 0.62)	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.03968691413831793	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.031662573331323184	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.12364954033157619	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.10069966905889823	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.040509317969667925
Adenine (cor: 0.57)	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.03931359827293512	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0591700929620192
CTP (cor: 0.55)	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.03752317854111479	-0.0	-0.0	-0.042303719970691885	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.043994893336633666	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0
Octanoic acid (cor: 0.48)	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.016485267796568885	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.08073607924597613
D-Ribose 5-phosphate (cor: 0.47)	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.09893483694692132	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0
Decanoic acid (cor: 0.46)	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0690501008925575	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.030105225183195198	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
