Metabolites,ion,Transcription-factors,feature,coef,coef (abs),cor,pval,fdr
Deoxycytidine,226.0800,CBF1,YJR060W,0.00900337994351,0.00900337994351,0.625834527917,0.00546641288829,0.0144091219498
Deoxycytidine,226.0800,GAL4,YPL248C,0.00888857755691,0.00888857755691,0.498394396622,0.0352781582887,0.0642062480855
Hypoxanthine,135.0300,SKN7,YHR206W,-0.00887933423442,0.00887933423442,-0.236261640543,0.345236737938,0.425987025795
Nicotinate,122.0200,DAL80,YKR034W,-0.00885619530783,0.00885619530783,-0.167491385633,0.506493037146,0.576436056866
L-Proline,114.0600,SKO1,YNL167C,0.008854152282,0.008854152282,0.722251963215,0.000711786660288,0.00263035882584
L-Saccharopine,275.1200,STB4,YMR019W,-0.00881775093025,0.00881775093025,-0.879800995345,1.49282747952e-06,2.59534016185e-05
Ornithine,131.0800,UME6,YDR207C,-0.00878731579619,0.00878731579619,-0.826764944771,2.33168164523e-05,0.000194366134091
Fumarate,115.0000,ECM22,YLR228C,-0.00876211694025,0.00876211694025,0.184837675782,0.462787473647,0.534776636215
Ornithine,131.0800,ECM22,YLR228C,-0.00875934569732,0.00875934569732,-0.522519027014,0.0261029048109,0.0494438370399
L-Asparagine,131.0500,PDR1,YGL013C,-0.00865379933751,0.00865379933751,0.167768037585,0.505780997336,0.576436056866
Ornithine,131.0800,GAL4,YPL248C,0.00863277249072,0.00863277249072,0.431184607472,0.0740123787718,0.120449355617
Deoxycytidine,226.0800,PDR3,YBL005W,-0.00862510392761,0.00862510392761,-0.691049393498,0.00149429867223,0.00494477015173
Ornithine,131.0800,MOT3,YMR070W,-0.00855833640065,0.00855833640065,-0.585977620249,0.0106037062498,0.0240453509982
L-Glutamine,145.0600,ZAP1,YJL056C,-0.00852576069168,0.00852576069168,-0.874090391446,2.12397667943e-06,3.13430072154e-05
O-Phospho-L-serine,184.0000,LEU3,YLR451W,0.00848516968843,0.00848516968843,0.335746704722,0.173159361251,0.247015052236
"But-1-ene-1,2,4-tricarboxylate",187.0200,ECM22,YLR228C,-0.00847493062423,0.00847493062423,-0.414670347526,0.0870772640189,0.138411022283
Xanthine,151.0300,RTG3,YBL103C,0.00841340888247,0.00841340888247,-0.0865997403727,0.732593644503,0.776691514366
L-Asparagine,131.0500,SUT1,YGL162W,-0.0083820101604,0.0083820101604,-0.569101650909,0.0137039270674,0.0292564777274
Hypoxanthine,135.0300,ROX1,YPR065W,-0.00834836373962,0.00834836373962,-0.586570174668,0.0105060758078,0.0238857347612
Xanthine,151.0300,ROX1,YPR065W,-0.00826367906404,0.00826367906404,-0.444665954213,0.0644675158087,0.107396685375
O-Acetylcarnitine,202.1100,RLM1,YPL089C,0.0082327866391,0.0082327866391,0.0254500984128,0.920154218228,0.936884294923
Fumarate,115.0000,GAT1,YFL021W,0.00815288935129,0.00815288935129,0.305093434384,0.218289104439,0.296851434679
L-Citrulline,174.0900,HAP2,YGL237C,0.00814345066295,0.00814345066295,0.846750373567,9.34768737447e-06,9.58467099805e-05
N-Acetyl-L-glutamyl 5-phosphate,268.0200,ADR1,YDR216W,-0.00810104829229,0.00810104829229,-0.620527936706,0.00600049519691,0.0154672547039
Deoxycytidine,226.0800,PDR1,YGL013C,-0.0079693009482,0.0079693009482,0.491941364822,0.0381087776174,0.0681650862543
Deoxycytidine,226.0800,HAP4,YKL109W,-0.00794548494707,0.00794548494707,-0.475023335842,0.0463576178295,0.0802894824264
L-Glutamine,145.0600,SPT23,YKL020C,-0.0079453954633,0.0079453954633,-0.874888026648,2.02397736421e-06,3.04852866443e-05
N-Acetyl-L-glutamyl 5-phosphate,268.0200,MSN4,YKL062W,-0.00793897327881,0.00793897327881,-0.874178734345,2.11269584107e-06,3.13430072154e-05
N-Acetyl-L-glutamyl 5-phosphate,268.0200,XBP1,YIL101C,-0.00793653363726,0.00793653363726,-0.821587248681,2.9003834827e-05,0.000227040771549
Ornithine,131.0800,ASH1,YKL185W,-0.00788700090161,0.00788700090161,-0.809538821208,4.69787254294e-05,0.000338618931808
L-Glutamine,145.0600,DAL82,YNL314W,0.00776958355611,0.00776958355611,-0.5896097262,0.0100165341789,0.0230672627458
Fumarate,115.0000,YAP7,YOL028C,-0.00774089164044,0.00774089164044,0.355627087391,0.147525013152,0.215948142577
O-Phospho-L-serine,184.0000,RTG3,YBL103C,0.00772254571008,0.00772254571008,0.332862323426,0.177112904105,0.251178300367
"But-1-ene-1,2,4-tricarboxylate",187.0200,GCR1,YPL075W,0.00767949378031,0.00767949378031,0.825727203148,2.4373114857e-05,0.000200993679823
L-Proline,114.0600,ADR1,YDR216W,0.00765643840667,0.00765643840667,0.671630226024,0.00227055473557,0.00703388871275
Xanthosine 5-phosphate,363.0300,CAD1,YDR423C,0.00764672308559,0.00764672308559,0.683983548109,0.00174614913204,0.00564976252499
Fumarate,115.0000,XBP1,YIL101C,0.00760402650273,0.00760402650273,0.577682918971,0.0120482880016,0.0264191375457
Pyruvate,87.0100,REB1,YBR049C,-0.00753670445486,0.00753670445486,-0.70967504765,0.000970561812498,0.00343550567017
NAD,662.1000,LEU3,YLR451W,0.0075360004501,0.0075360004501,0.192788978421,0.443410366265,0.516158881008
Ornithine,131.0800,OPI1,YHL020C,-0.00753387732187,0.00753387732187,-0.816057400866,3.63446904852e-05,0.000273713117309
Deoxycytidine,226.0800,SKN7,YHR206W,-0.00750361125171,0.00750361125171,-0.326252697648,0.186400040228,0.25896799482
"But-1-ene-1,2,4-tricarboxylate",187.0200,MSN4,YKL062W,-0.0074738923512,0.0074738923512,-0.853437299724,6.68835402924e-06,7.42913963331e-05
4-Aminobutanoate,102.0600,MCM1,YMR043W,0.00738317224861,0.00738317224861,0.438948931387,0.0683962017342,0.112482910081
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,GAL4,YPL248C,0.0073406630395,0.0073406630395,0.361761144453,0.140175081684,0.207694964991
dUDP,387.0000,YAP3,YHL009C,0.00733605181361,0.00733605181361,0.708902813284,0.00098871322624,0.00348844860437
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,STB4,YMR019W,-0.00732548919802,0.00732548919802,-0.863762911373,3.8574413035e-06,4.78673398117e-05
dUDP,387.0000,SFP1,YLR403W,0.00726962940901,0.00726962940901,0.915095457093,1.03758779558e-07,5.18416613685e-06
Xanthosine 5-phosphate,363.0300,SIP4,YJL089W,-0.00722700003324,0.00722700003324,-0.382076107697,0.11765567982,0.17894150747
Xanthosine 5-phosphate,363.0300,MET31,YPL038W,-0.00721570376051,0.00721570376051,-0.54746400052,0.0186896241834,0.0373792483668
L-Asparagine,131.0500,DAL82,YNL314W,0.00721326540513,0.00721326540513,-0.16319753097,0.517605080634,0.586190785901
Inosine,267.0700,SWI5,YDR146C,0.00719221026417,0.00719221026417,0.168307503271,0.504393903469,0.57524610192
Inosine,267.0700,CAD1,YDR423C,0.00717915391277,0.00717915391277,0.396579151899,0.103233191394,0.160356536276
Xanthine,151.0300,MCM1,YMR043W,0.00717394242914,0.00717394242914,0.35506292204,0.148214086668,0.216666375692
Fumarate,115.0000,YAP1,YML007W,-0.00712052797249,0.00712052797249,-0.605103565276,0.00779747307757,0.0189218680016
Pyruvate,87.0100,ECM22,YLR228C,-0.00710676393328,0.00710676393328,0.374016181342,0.12626011496,0.189781205143
Deoxycytidine,226.0800,LEU3,YLR451W,0.00710312765441,0.00710312765441,0.42756493002,0.0767437140746,0.124154275214
Deoxycytidine,226.0800,HAP3,YBL021C,-0.00709705377933,0.00709705377933,-0.637548890679,0.00442340553909,0.0122197436648
gamma-Amino-gamma-cyanobutanoate,127.0500,GCN4,YEL009C,-0.00706778199028,0.00706778199028,-0.792377467537,8.83931199831e-05,0.00055634171194
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,PHO2,YDL106C,-0.00705729598162,0.00705729598162,-0.771019235433,0.000179867618711,0.000924042258344
NAD,662.1000,MOT3,YMR070W,-0.00703951703986,0.00703951703986,-0.636767000779,0.00448752996067,0.0123205964775
Xanthosine 5-phosphate,363.0300,GAT1,YFL021W,0.00698616870747,0.00698616870747,0.303120816796,0.221431431201,0.30056323539
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,DAL80,YKR034W,0.00693039482598,0.00693039482598,-0.348557654725,0.156320288559,0.226695557911
Ornithine,131.0800,MSN4,YKL062W,-0.00689607539923,0.00689607539923,-0.774657053184,0.000160223578256,0.000847700476108
NAD,662.1000,SNT2,YGL131C,-0.00684495705536,0.00684495705536,-0.165144557279,0.512552314486,0.582118697264
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,ZAP1,YJL056C,-0.00679748709551,0.00679748709551,-0.912481080297,1.31138883732e-07,5.65580660858e-06
Ornithine,131.0800,CBF1,YJR060W,-0.00679062694355,0.00679062694355,0.468097013872,0.0501002249237,0.0859535673476
L-Proline,114.0600,HAP4,YKL109W,0.00676694550159,0.00676694550159,0.717645145791,0.000798888130742,0.00289829182316
Hypoxanthine,135.0300,PUT3,YKL015W,-0.00676549480044,0.00676549480044,-0.558723331207,0.0159428137977,0.0328792307215
"But-1-ene-1,2,4-tricarboxylate",187.0200,YAP5,YIR018W,0.00670855377713,0.00670855377713,0.586559507833,0.0105078269073,0.0238857347612
Nicotinate,122.0200,PHD1,YKL043W,-0.00667963185505,0.00667963185505,-0.329620098061,0.181628832267,0.25577200495
dUDP,387.0000,RIM101,YHL027W,-0.00666684576198,0.00666684576198,-0.669145005296,0.0023903263867,0.0073321247592
L-Proline,114.0600,GAT1,YFL021W,0.00665081790512,0.00665081790512,0.465812793948,0.0513832214757,0.0877411694316
L-Asparagine,131.0500,PHD1,YKL043W,-0.00663731089208,0.00663731089208,0.232530575313,0.353130082234,0.433006970237
dUDP,387.0000,FKH1,YIL131C,-0.00661600982876,0.00661600982876,-0.879285403132,1.54222695109e-06,2.61102609393e-05
Xanthosine 5-phosphate,363.0300,MAC1,YMR021C,0.00660590634697,0.00660590634697,0.524728871789,0.0253660526506,0.048215369007
Pyruvate,87.0100,SWI5,YDR146C,-0.00657246565402,0.00657246565402,0.207687306884,0.408260497311,0.484324240156
L-Saccharopine,275.1200,CRZ1,YNL027W,0.00654812535024,0.00654812535024,-0.312359709282,0.206964427679,0.283214479982
O-Acetylcarnitine,202.1100,NRG1,YDR043C,0.00651387371484,0.00651387371484,0.377453867059,0.122537788117,0.184871202407
N-Acetyl-L-glutamyl 5-phosphate,268.0200,MOT3,YMR070W,-0.00648978372544,0.00648978372544,-0.553507421301,0.0171724469874,0.0348850245509
L-Proline,114.0600,MAC1,YMR021C,0.00646618943438,0.00646618943438,0.679522374351,0.00192252634919,0.00610290341081
Xanthine,151.0300,BAS1,YKR099W,0.00645794516332,0.00645794516332,0.587443851455,0.0103634422805,0.0236807448466
Ornithine,131.0800,BAS1,YKR099W,0.00644374613906,0.00644374613906,0.84091031341,1.23656853833e-05,0.000116408003781
4-Aminobutanoate,102.0600,SMP1,YBR182C,-0.006420281174,0.006420281174,-0.187881124246,0.455320830782,0.527824147786
Inosine,267.0700,PUT3,YKL015W,0.0064180589197,0.0064180589197,0.0856435836218,0.735445421051,0.778958680686
Hypoxanthine,135.0300,ABF1,YKL112W,0.00638455253607,0.00638455253607,0.573609356456,0.0128130600856,0.0277154573365
L-Glutamine,145.0600,SKO1,YNL167C,-0.00636517260091,0.00636517260091,-0.781487340281,0.000128212043381,0.000719833169006
Fumarate,115.0000,RDS1,YCR106W,0.00636251127125,0.00636251127125,0.598383087724,0.00870532466524,0.0207786110042
Deoxycytidine,226.0800,CHA4,YLR098C,0.0063610811032,0.0063610811032,-0.440516542472,0.067301745849,0.111185354695
gamma-Amino-gamma-cyanobutanoate,127.0500,FKH1,YIL131C,-0.00634192972396,0.00634192972396,-0.848334457991,8.64741355515e-06,9.03634028921e-05
Xanthine,151.0300,HAP2,YGL237C,0.00633879138689,0.00633879138689,0.574980032964,0.0125515293634,0.0272761593329
Ornithine,131.0800,RLM1,YPL089C,-0.00632798501695,0.00632798501695,0.330953384391,0.179762532595,0.253946553161
Deoxycytidine,226.0800,CIN5,YOR028C,-0.00630234785507,0.00630234785507,-0.659701589751,0.00289391960694,0.00857574005638
Ornithine,131.0800,DAL82,YNL314W,0.00627136603505,0.00627136603505,-0.333558080196,0.176153748361,0.249980368044
dUDP,387.0000,GCR1,YPL075W,0.00624152749175,0.00624152749175,0.895619072573,5.08360481752e-07,1.42340934891e-05
Xanthosine,283.0700,ECM22,YLR228C,0.00620028652734,0.00620028652734,-0.493917837677,0.0372239344647,0.0668012102473
dUDP,387.0000,THI2,YBR240C,-0.00619743663777,0.00619743663777,-0.647828247537,0.00364762487188,0.0103459905457
gamma-Amino-gamma-cyanobutanoate,127.0500,UGA3,YDL170W,-0.00619481632903,0.00619481632903,-0.752967979716,0.000310166643568,0.00139097320237
NAD,662.1000,RAP1,YNL216W,0.00610602073608,0.00610602073608,0.898944719803,3.96611205856e-07,1.24872073498e-05
O-Acetylcarnitine,202.1100,PDR3,YBL005W,0.00609955845021,0.00609955845021,0.359531704956,0.14281639621,0.210750681975
L-Asparagine,131.0500,RIM101,YHL027W,0.00609769684704,0.00609769684704,-0.266661655044,0.284777023688,0.367367406813
N-Acetyl-L-glutamyl 5-phosphate,268.0200,YAP3,YHL009C,0.00606091507739,0.00606091507739,0.706172618145,0.0010551693799,0.00367542252904
L-Glutamine,145.0600,RTG3,YBL103C,0.00605405422187,0.00605405422187,-0.0739972247505,0.770435566364,0.812080732113
Xanthosine,283.0700,SNT2,YGL131C,0.00597925752949,0.00597925752949,-0.10863312865,0.667867087441,0.718532866488
Xanthine,151.0300,NRG1,YDR043C,0.00596381414286,0.00596381414286,-0.0486648955748,0.847931906861,0.878022610471
O-Phospho-L-serine,184.0000,YAP5,YIR018W,-0.00596328438361,0.00596328438361,-0.564812386818,0.0145967188339,0.0307714613256
NAD,662.1000,YAP3,YHL009C,0.00595091079117,0.00595091079117,0.792143106736,8.91234994466e-05,0.000558107874055
L-Glutamine,145.0600,RFX1,YLR176C,-0.00590545710004,0.00590545710004,-0.886326016953,9.75774782477e-07,2.17458380095e-05
"But-1-ene-1,2,4-tricarboxylate",187.0200,RTG3,YBL103C,-0.00581748418863,0.00581748418863,-0.124345302186,0.623006325637,0.679668478195
Xanthosine,283.0700,SPT2,YER161C,-0.00581492022802,0.00581492022802,-0.558433508094,0.016009253441,0.0329540146232
Hypoxanthine,135.0300,MOT3,YMR070W,-0.00580734537145,0.00580734537145,-0.2161659097,0.388948131589,0.467331007064
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,AZF1,YOR113W,-0.00579842786916,0.00579842786916,-0.848146764624,8.72796382733e-06,9.07708238042e-05
Inosine,267.0700,GAL4,YPL248C,-0.00576322312205,0.00576322312205,0.559842024909,0.0156884081936,0.0324464805823
4-Aminobutanoate,102.0600,RPN4,YDL020C,0.00574545430184,0.00574545430184,0.459876738398,0.0548332980739,0.0930504452162
L-Proline,114.0600,RLM1,YPL089C,0.00567458347022,0.00567458347022,-0.526732739053,0.0247120004538,0.0474679058849
4-Aminobutanoate,102.0600,SKO1,YNL167C,0.00566679683539,0.00566679683539,0.321564928627,0.193180057001,0.267367075089
Xanthine,151.0300,SNT2,YGL131C,0.00566150147957,0.00566150147957,-0.392769570172,0.106891955292,0.165228332273
Nicotinate,122.0200,ABF1,YKL112W,0.00565275565194,0.00565275565194,0.162343470122,0.519828784627,0.586721480944
NAD,662.1000,REB1,YBR049C,0.00564438699023,0.00564438699023,0.785938919746,0.000110410632443,0.000644750858972
L-Glutamine,145.0600,YHP1,YDR451C,-0.00563493264423,0.00563493264423,-0.796130855287,7.73692080071e-05,0.000494077047624
L-Asparagine,131.0500,GAL4,YPL248C,0.00562298034481,0.00562298034481,0.362649649063,0.139131941854,0.20628931501
O-Phospho-L-serine,184.0000,TYE7,YOR344C,-0.00557353361021,0.00557353361021,-0.577818773903,0.012023425518,0.0263911169159
O-Acetylcarnitine,202.1100,LEU3,YLR451W,-0.00556985795333,0.00556985795333,-0.197757780349,0.431517783514,0.50614115961
Deoxycytidine,226.0800,RLM1,YPL089C,0.00556519625853,0.00556519625853,0.297693422725,0.230227417689,0.309425649374
L-Glutamine,145.0600,YAP3,YHL009C,0.00545637480877,0.00545637480877,0.655069396573,0.00317105249893,0.00929607873511
L-Saccharopine,275.1200,GCN4,YEL009C,-0.0054333325204,0.0054333325204,-0.726078329899,0.000645611257145,0.0024300370033
L-Glutamine,145.0600,SKN7,YHR206W,-0.00542329979184,0.00542329979184,-0.614992552314,0.00660194152895,0.016696445084
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,HSF1,YGL073W,0.00534668993917,0.00534668993917,0.880475320747,1.43028088488e-06,2.59534016185e-05
Inosine,267.0700,HAP1,YLR256W,-0.00527039591949,0.00527039591949,0.144735624026,0.566639127687,0.6294709333
Inosine,267.0700,PDR3,YBL005W,0.00525483109959,0.00525483109959,-0.0929878526056,0.713627869736,0.759904079719
N-Acetyl-L-glutamyl 5-phosphate,268.0200,BAS1,YKR099W,0.00522992231687,0.00522992231687,0.809035912001,4.78990082726e-05,0.000342988308418
NAD,662.1000,OPI1,YHL020C,-0.00511839081748,0.00511839081748,-0.931321362463,2.0034838296e-08,3.12543477418e-06
Fumarate,115.0000,SWI5,YDR146C,0.00505695424374,0.00505695424374,0.42025074911,0.0824878952594,0.131980632415
NAD,662.1000,SKN7,YHR206W,0.00504985439253,0.00504985439253,-0.576808334474,0.0122093280572,0.0267186096963
L-Glutamine,145.0600,HAP2,YGL237C,0.00503858825553,0.00503858825553,0.800044745496,6.71396769918e-05,0.000444342589546
Xanthosine,283.0700,MCM1,YMR043W,-0.00502183460953,0.00502183460953,-0.216341415795,0.388553757299,0.467331007064
Xanthosine 5-phosphate,363.0300,YAP1,YML007W,0.00493115159557,0.00493115159557,0.242154692248,0.33297852735,0.41437327848
L-Proline,114.0600,OPI1,YHL020C,0.0049158926685,0.0049158926685,0.817172461264,3.47490805814e-05,0.000262602048408
Deoxycytidine,226.0800,ADR1,YDR216W,-0.00487069384897,0.00487069384897,-0.410338720321,0.0907656692298,0.14364653739
N-Acetyl-L-glutamyl 5-phosphate,268.0200,SKN7,YHR206W,0.00486491147749,0.00486491147749,-0.432603802887,0.0729612813953,0.119004808489
Hypoxanthine,135.0300,GAT1,YFL021W,0.00483155004927,0.00483155004927,-0.0645016820787,0.799282730245,0.839650544903
N-Acetyl-L-glutamyl 5-phosphate,268.0200,RTG3,YBL103C,0.00478608018657,0.00478608018657,-0.204354533953,0.415990332864,0.491624938839
N-Acetyl-L-glutamyl 5-phosphate,268.0200,UGA3,YDL170W,-0.00475531526405,0.00475531526405,-0.69195345994,0.00146436902397,0.00487527736029
Deoxycytidine,226.0800,YHP1,YDR451C,-0.00475240984034,0.00475240984034,-0.478365076565,0.0446296987283,0.0779146778757
gamma-Amino-gamma-cyanobutanoate,127.0500,SWI5,YDR146C,-0.00472693281554,0.00472693281554,-0.745957445335,0.000378686655535,0.00162485590509
4-Aminobutanoate,102.0600,ABF1,YKL112W,0.00470634850231,0.00470634850231,0.149697318313,0.553265994754,0.618389423
Inosine,267.0700,YAP3,YHL009C,0.00467862857208,0.00467862857208,0.182262837085,0.469152214729,0.540456507708
L-Proline,114.0600,YAP7,YOL028C,-0.00467674854158,0.00467674854158,0.483731234339,0.0419580428847,0.0740795195312
Fumarate,115.0000,RTG3,YBL103C,-0.00467412426387,0.00467412426387,-0.128709078141,0.610759752493,0.668956519281
O-Acetylcarnitine,202.1100,YAP1,YML007W,-0.00464294435622,0.00464294435622,-0.366341447763,0.134855377696,0.201177694596
Fumarate,115.0000,CBF1,YJR060W,0.00458477884986,0.00458477884986,-0.496337241426,0.0361623560024,0.0653287334178
Hypoxanthine,135.0300,GZF3,YJL110C,0.00456929503477,0.00456929503477,0.252166977566,0.312742811854,0.395377428087
Xanthosine 5-phosphate,363.0300,YAP3,YHL009C,-0.00455778153661,0.00455778153661,-0.341635102217,0.165274121794,0.237891775905
L-Glutamine,145.0600,SWI5,YDR146C,-0.00453394605588,0.00453394605588,-0.749982474942,0.000337946354768,0.00149407862108
Deoxycytidine,226.0800,GZF3,YJL110C,-0.00453188795594,0.00453188795594,-0.112956804811,0.655407077579,0.708267717681
Inosine,267.0700,NRG1,YDR043C,0.00452716914694,0.00452716914694,-0.0226358683244,0.928961022531,0.942336680542
Xanthine,151.0300,GCR1,YPL075W,0.00451964501958,0.00451964501958,0.572604959196,0.0130074466447,0.0280002581971
Pyruvate,87.0100,BAS1,YKR099W,-0.00451526591548,0.00451526591548,-0.739132250452,0.000457191063139,0.00188397222999
Nicotinate,122.0200,YAP3,YHL009C,-0.00450382129981,0.00450382129981,-0.326362358724,0.186243360574,0.25896799482
Deoxycytidine,226.0800,ROX1,YPR065W,-0.00449801332237,0.00449801332237,-0.698861815991,0.00125166047306,0.00422507955665
Deoxycytidine,226.0800,RTG3,YBL103C,-0.00449449500551,0.00449449500551,-0.278811860676,0.262553528701,0.346444202594
"But-1-ene-1,2,4-tricarboxylate",187.0200,REB1,YBR049C,0.00444129201261,0.00444129201261,0.800315927467,6.64756891548e-05,0.000441285425879
Xanthosine 5-phosphate,363.0300,SMP1,YBR182C,0.00443133426529,0.00443133426529,0.311710598229,0.207960107414,0.284398794359
Pyruvate,87.0100,SNT2,YGL131C,0.00442658336379,0.00442658336379,0.247173814304,0.322741106877,0.404863054232
Ornithine,131.0800,SNT2,YGL131C,-0.00440995008576,0.00440995008576,-0.289681820244,0.243615674507,0.324481676727
NAD,662.1000,PUT3,YKL015W,-0.00440746712851,0.00440746712851,-0.335457629098,0.173552881732,0.24725342055
NAD,662.1000,MCM1,YMR043W,0.00439719625594,0.00439719625594,-0.428793248595,0.0758086759222,0.123097507966
dUDP,387.0000,NRG1,YDR043C,-0.00437556964358,0.00437556964358,-0.88083196916,1.39812277146e-06,2.59534016185e-05
Hypoxanthine,135.0300,ARR1,YPR199C,0.00434111727699,0.00434111727699,0.476497801356,0.0455890643237,0.0792096392067
L-Glutamine,145.0600,SMP1,YBR182C,-0.004317711329,0.004317711329,0.244820800959,0.327517198549,0.408741463789
O-Phospho-L-serine,184.0000,SIP4,YJL089W,-0.00428715768976,0.00428715768976,-0.567926831727,0.013944018465,0.0296166625996
Ornithine,131.0800,ABF1,YKL112W,0.00420831760749,0.00420831760749,0.682639710558,0.00179780860957,0.00578264212562
Inosine,267.0700,GCN4,YEL009C,-0.00417966659483,0.00417966659483,-0.0406054162559,0.872903528371,0.899255333001
dUDP,387.0000,TYE7,YOR344C,0.00416677492803,0.00416677492803,0.778385156139,0.000142005294768,0.000773415371004
Hypoxanthine,135.0300,MCM1,YMR043W,0.00413353756972,0.00413353756972,0.238829288948,0.339864200402,0.421261869284
gamma-Amino-gamma-cyanobutanoate,127.0500,GAL4,YPL248C,0.00412100373091,0.00412100373091,0.229906922654,0.35874172956,0.437949657551
NAD,662.1000,ARR1,YPR199C,0.00410758835387,0.00410758835387,-0.0625315117888,0.805300449493,0.843942505611
4-Aminobutanoate,102.0600,ADR1,YDR216W,-0.00407018353898,0.00407018353898,-0.0907022620035,0.720395904579,0.765990582084
L-Proline,114.0600,RDS1,YCR106W,0.00403013799223,0.00403013799223,0.748977900171,0.000347751792792,0.00152202387867
Xanthine,151.0300,HAP1,YLR256W,0.00400281973502,0.00400281973502,0.367834058243,0.133152651188,0.199181774106
L-Asparagine,131.0500,CBF1,YJR060W,-0.00392756467606,0.00392756467606,0.409030191076,0.0919018454206,0.145024299421
L-Citrulline,174.0900,RIM101,YHL027W,0.00388802548895,0.00388802548895,-0.452391833895,0.059428400552,0.0997629721795
dUDP,387.0000,SKN7,YHR206W,0.00388707000258,0.00388707000258,-0.624460762812,0.00560081552838,0.0146844911332
O-Acetylcarnitine,202.1100,YAP6,YDR259C,0.00388596724578,0.00388596724578,-0.0496848529761,0.844780967151,0.876069151119
L-Asparagine,131.0500,SMP1,YBR182C,-0.0038814963841,0.0038814963841,0.250156753117,0.316745696746,0.398946137078
L-Citrulline,174.0900,SUT1,YGL162W,-0.00385562931365,0.00385562931365,-0.762813674774,0.000231758162727,0.00112479961643
"But-1-ene-1,2,4-tricarboxylate",187.0200,BAS1,YKR099W,0.00379756806132,0.00379756806132,0.75646643376,0.000280083619522,0.00129873168797
dUDP,387.0000,SWI5,YDR146C,-0.00379284277709,0.00379284277709,-0.773163005654,0.00016805962604,0.000875995759599
Xanthosine,283.0700,XBP1,YIL101C,-0.00378991872321,0.00378991872321,-0.64256838976,0.00402931490841,0.0113110845244
Xanthosine 5-phosphate,363.0300,PHD1,YKL043W,-0.00378989528423,0.00378989528423,-0.382277611233,0.117446029368,0.178747127624
dUDP,387.0000,HSF1,YGL073W,0.00378814201189,0.00378814201189,0.896528744518,4.75383314358e-07,1.34835994618e-05
Xanthosine,283.0700,RLM1,YPL089C,-0.00373465772151,0.00373465772151,0.289656706268,0.243658401938,0.324481676727
N-Acetyl-L-glutamyl 5-phosphate,268.0200,MCM1,YMR043W,0.00370739742209,0.00370739742209,-0.276694027761,0.266347019105,0.349768666222
dUDP,387.0000,INO2,YDR123C,-0.00370280353007,0.00370280353007,-0.910302432119,1.5852832471e-07,5.96941139941e-06
NAD,662.1000,GCN4,YEL009C,-0.00370164803039,0.00370164803039,-0.829252483834,2.09426732292e-05,0.00017728216408
Fumarate,115.0000,NRG1,YDR043C,0.00368645924194,0.00368645924194,0.591190111976,0.00976933237952,0.0226258981091
NAD,662.1000,AZF1,YOR113W,-0.00365432327442,0.00365432327442,-0.879795964044,1.49330286699e-06,2.59534016185e-05
N-Acetyl-L-glutamyl 5-phosphate,268.0200,RAP1,YNL216W,0.00360741191878,0.00360741191878,0.866846383133,3.24465588681e-06,4.21805265285e-05
N-Acetyl-L-glutamyl 5-phosphate,268.0200,ECM22,YLR228C,0.00352115766394,0.00352115766394,-0.43462679275,0.0714820927443,0.117029153338
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,NRG1,YDR043C,-0.00351798463642,0.00351798463642,-0.830429003751,1.98937861146e-05,0.000171731339424
Inosine,267.0700,REB1,YBR049C,0.00350593367781,0.00350593367781,0.326519022368,0.186019677779,0.258933700618
Xanthosine 5-phosphate,363.0300,HAP4,YKL109W,0.00350370067625,0.00350370067625,0.363517928133,0.138117768719,0.20534323137
N-Acetyl-L-glutamyl 5-phosphate,268.0200,SFP1,YLR403W,0.00349740691013,0.00349740691013,0.882824868247,1.22964573991e-06,2.53353424148e-05
"But-1-ene-1,2,4-tricarboxylate",187.0200,RLM1,YPL089C,-0.0034177837931,0.0034177837931,0.4359858389,0.0705008950255,0.115682911146
Pyruvate,87.0100,ARR1,YPR199C,-0.0034156315542,0.0034156315542,-0.219269678506,0.38200624269,0.460685606866
Xanthosine 5-phosphate,363.0300,THI2,YBR240C,0.0034070505034,0.0034070505034,0.580082640453,0.0116151156417,0.025623649052
"But-1-ene-1,2,4-tricarboxylate",187.0200,GAL4,YPL248C,0.00340582269372,0.00340582269372,0.276614342977,0.26649041236,0.349768666222
Pyruvate,87.0100,NRG1,YDR043C,0.00336182979044,0.00336182979044,0.635816589069,0.00456649413364,0.0124977734184
L-Glutamine,145.0600,HAP1,YLR256W,0.00334365123469,0.00334365123469,0.84511942601,1.01188968024e-05,0.000101283415006
O-Acetylcarnitine,202.1100,ABF1,YKL112W,-0.00333396425766,0.00333396425766,-0.267993509629,0.28228663877,0.364801194718
dUDP,387.0000,YHP1,YDR451C,-0.00331411823057,0.00331411823057,-0.827570656229,2.25238902139e-05,0.000188475770985
