coef,coef_binary,feature,ion,random,type,zscore,zscore_abs
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.238798497,0.238798497
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.236924086,0.236924086
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.135489382,0.135489382
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-1.231912262,1.231912262
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.081255944,0.081255944
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.176815509,0.176815509
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.163720522,0.163720522
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.488126352,0.488126352
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.180169186,0.180169186
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.207862222,0.207862222
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.10400611,0.10400611
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.127903018,0.127903018
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.47445554,0.47445554
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.02041533,0.02041533
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.196399955,0.196399955
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.058805298,0.058805298
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.081983513,0.081983513
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.013460385,0.013460385
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.076048166,0.076048166
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.009078226,0.009078226
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,-0.025309367,0.025309367
-0.531697494,Negative,YFL033C,127.05,Yes,Kinase/Phosphatase,0.125665447,0.125665447
0.33114623,Positive,YJL164C,127.05,No,Kinase/Phosphatase,0.857637948,0.857637948
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.292584594,0.292584594
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.065316942,0.065316942
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.006489562,0.006489562
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.041114231,0.041114231
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.050169588,0.050169588
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.008846745,0.008846745
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.523894026,0.523894026
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.03811814,0.03811814
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.125693694,0.125693694
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.115881817,0.115881817
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.165037782,0.165037782
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.195349313,0.195349313
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.05584904,0.05584904
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.446925356,0.446925356
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.017245863,0.017245863
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.293272893,0.293272893
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.187100726,0.187100726
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.352055913,0.352055913
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.069599287,0.069599287
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.010570594,0.010570594
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.034448615,0.034448615
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.10330155,0.10330155
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.089575037,0.089575037
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.026923073,0.026923073
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.114474424,0.114474424
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.651683905,0.651683905
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.025665291,0.025665291
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.037307171,0.037307171
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.601369488,0.601369488
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.040553741,0.040553741
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.078290546,0.078290546
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.287205221,0.287205221
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.035312326,0.035312326
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.047922918,0.047922918
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.078355674,0.078355674
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.596654469,0.596654469
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.683883172,0.683883172
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.017540787,0.017540787
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.090042647,0.090042647
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.134797762,0.134797762
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.053442425,0.053442425
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.067879332,0.067879332
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.097891963,0.097891963
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.233905226,0.233905226
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.085310148,0.085310148
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.001392093,0.001392093
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.149516353,0.149516353
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.168583703,0.168583703
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.010596747,0.010596747
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.105929706,0.105929706
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.314376296,0.314376296
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.124276679,0.124276679
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.766140553,0.766140553
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.042079592,0.042079592
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.418278063,0.418278063
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.132553165,0.132553165
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.048374263,0.048374263
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.089734581,0.089734581
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.159480951,0.159480951
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.055870456,0.055870456
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.044749331,0.044749331
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.222913358,0.222913358
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.009286596,0.009286596
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.186103065,0.186103065
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.025326279,0.025326279
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.230223886,0.230223886
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.164075685,0.164075685
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.096840116,0.096840116
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.228472363,0.228472363
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.056434666,0.056434666
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.100512984,0.100512984
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.044310444,0.044310444
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.112444509,0.112444509
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.252173394,0.252173394
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.065725791,0.065725791
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.028465472,0.028465472
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.025154237,0.025154237
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.312471762,0.312471762
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.080942635,0.080942635
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.006699248,0.006699248
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.082366736,0.082366736
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.046362031,0.046362031
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.050112971,0.050112971
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.011534888,0.011534888
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.007126672,0.007126672
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.026487106,0.026487106
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.059225474,0.059225474
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.053930005,0.053930005
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.077466695,0.077466695
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.067769482,0.067769482
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.044512069,0.044512069
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.100379321,0.100379321
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.118099543,0.118099543
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.02892683,0.02892683
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.024566586,0.024566586
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.031371256,0.031371256
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.030030535,0.030030535
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,0.369634444,0.369634444
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.162032383,0.162032383
0.33114623,Positive,YJL164C,127.05,Yes,Kinase/Phosphatase,-0.009638323,0.009638323
0.308798964,Positive,YFL033C,114.06,No,Kinase/Phosphatase,-0.105369927,0.105369927
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.418238049,0.418238049
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.065752569,0.065752569
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.112485944,0.112485944
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.052055197,0.052055197
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.045048884,0.045048884
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.366240381,0.366240381
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.111178716,0.111178716
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.149797158,0.149797158
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.041465567,0.041465567
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.203715998,0.203715998
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.230647381,0.230647381
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.007438836,0.007438836
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.570195401,0.570195401
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.003419668,0.003419668
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.649449635,0.649449635
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.189894978,0.189894978
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.048682689,0.048682689
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.048382843,0.048382843
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.154119044,0.154119044
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.094540607,0.094540607
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.596027934,0.596027934
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.019288397,0.019288397
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.422902562,0.422902562
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.081880221,0.081880221
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.198700207,0.198700207
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.000753707,0.000753707
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.066297289,0.066297289
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.035869436,0.035869436
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.756018217,0.756018217
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.164233683,0.164233683
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.212931922,0.212931922
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.053931144,0.053931144
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.378089983,0.378089983
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.123578515,0.123578515
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.592304719,0.592304719
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.126933599,0.126933599
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.138093228,0.138093228
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.236554473,0.236554473
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.305053098,0.305053098
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.00256113,0.00256113
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.093264108,0.093264108
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.038362744,0.038362744
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.121250493,0.121250493
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.148707992,0.148707992
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.107031919,0.107031919
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.038388847,0.038388847
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.142261132,0.142261132
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.114839557,0.114839557
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.046185356,0.046185356
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.040978498,0.040978498
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.424951109,0.424951109
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.047595435,0.047595435
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.087737386,0.087737386
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.043846605,0.043846605
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.039264296,0.039264296
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.095003196,0.095003196
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.66165498,0.66165498
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.057997929,0.057997929
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.044621107,0.044621107
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.065415305,0.065415305
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.169418542,0.169418542
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-2.401377904,2.401377904
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.166507858,0.166507858
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.173877952,0.173877952
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.011293901,0.011293901
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.361430775,0.361430775
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.080613313,0.080613313
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.24261689,0.24261689
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.16338996,0.16338996
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.227177198,0.227177198
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.013723555,0.013723555
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.455444188,0.455444188
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.036362435,0.036362435
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.010764603,0.010764603
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.035625537,0.035625537
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.264479063,0.264479063
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.502853148,0.502853148
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.374492586,0.374492586
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.343446341,0.343446341
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.859265851,0.859265851
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,0.085397461,0.085397461
0.308798964,Positive,YFL033C,114.06,Yes,Kinase/Phosphatase,-0.086357913,0.086357913
