Metabolites,ion,name,feature,coef,coef (abs),cor,pval,fdr
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,MET31,YPL038W,0,0,0.726388483,0.000640481,0.002395223
4-Aminobutanoate,102.06,SPT23,YKL020C,0,0,0.252882299,0.311325707,0.387864719
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,GCR1,YPL075W,0,0,0.889636005,7.79E-07,1.69E-05
4-Aminobutanoate,102.06,RGT1,YKL038W,0,0,0.240106808,0.337209255,0.411236047
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,AFT2,YPL202C,0,0,-0.767509571,0.000200711,0.001001457
Fumarate,115,PHO2,YDL106C,0,0,0.543786092,0.019663423,0.039637976
Fumarate,115,MBP1,YDL056W,0,0,0.634433849,0.004683398,0.012933488
Fumarate,115,RPN4,YDL020C,0,0,0.415847085,0.086094394,0.135747844
Xanthosine 5-phosphate,363.03,PDR3,YBL005W,0,0,0.251915157,0.313242598,0.388705588
4-Aminobutanoate,102.06,MSN4,YKL062W,0,0,0.122500433,0.628212483,0.680949549
Pyruvate,87.01,YAP5,YIR018W,0,0,-0.532648623,0.022857641,0.044846973
Xanthosine 5-phosphate,363.03,REB1,YBR049C,0,0,0.044412061,0.861093281,0.884228511
Xanthosine 5-phosphate,363.03,TEC1,YBR083W,0,0,0.27082143,0.277043158,0.35460782
Fumarate,115,THI2,YBR240C,0,0,0.27222844,0.274456777,0.352241035
Fumarate,115,TEC1,YBR083W,0,0,0.536666847,0.021661554,0.04289661
Pyruvate,87.01,FKH1,YIL131C,0,0,0.519682901,0.027072896,0.05158156
Xanthosine 5-phosphate,363.03,RPN4,YDL020C,0,0,0.262039435,0.293523589,0.370736007
Xanthosine 5-phosphate,363.03,MBP1,YDL056W,0,0,0.34381462,0.162418377,0.23093863
Xanthosine 5-phosphate,363.03,HAP2,YGL237C,0,0,0.01395205,0.95618131,0.962730497
Xanthosine 5-phosphate,363.03,OPI1,YHL020C,0,0,0.219664794,0.381127479,0.453508476
Xanthosine 5-phosphate,363.03,INO4,YOL108C,0,0,0.327027618,0.185294746,0.255498892
Xanthosine 5-phosphate,363.03,SOK2,YMR016C,0,0,0.327027618,0.185294746,0.255498892
NAD,662.1,RLM1,YPL089C,0,0,0.494128072,0.037130751,0.067195309
Xanthosine 5-phosphate,363.03,CHA4,YLR098C,0,0,0.520442501,0.026810398,0.051132406
Pyruvate,87.01,GLN3,YER040W,0,0,0.612292096,0.006912578,0.017404395
Xanthosine 5-phosphate,363.03,ACE2,YLR131C,0,0,0.364987653,0.136412824,0.201145761
Xanthosine 5-phosphate,363.03,RFX1,YLR176C,0,0,0.247418812,0.322246184,0.397811666
L-Proline,114.06,SOK2,YMR016C,0,0,0.790639204,9.39E-05,0.000566267
Pyruvate,87.01,GCN4,YEL009C,0,0,0.568525033,0.013821353,0.029878513
Xanthosine 5-phosphate,363.03,SFP1,YLR403W,0,0,-0.199809941,0.426655242,0.497460749
L-Proline,114.06,YOX1,YML027W,0,0,0.553924386,0.017071475,0.035268745
NAD,662.1,SPT2,YER161C,0,0,-0.828456359,2.17E-05,0.000183312
Xanthosine 5-phosphate,363.03,YOX1,YML027W,0,0,0.413095567,0.088405345,0.138790363
Xanthosine 5-phosphate,363.03,STB4,YMR019W,0,0,0.086427229,0.733107922,0.772625491
Xanthosine 5-phosphate,363.03,RIM101,YHL027W,0,0,0.250808307,0.315444974,0.390677476
Xanthosine 5-phosphate,363.03,MAC1,YMR021C,0,0,0.524728872,0.025366053,0.04886545
Xanthosine 5-phosphate,363.03,MSN2,YMR037C,0,0,0.327027618,0.185294746,0.255498892
NAD,662.1,SWI4,YER111C,0,0,-0.822224488,2.82E-05,0.000223973
Xanthosine 5-phosphate,363.03,MOT3,YMR070W,0,0,0.318003827,0.19843843,0.270289266
Pyruvate,87.01,STP1,YDR463W,0,0,0.584020061,0.010931416,0.024692595
Xanthosine 5-phosphate,363.03,FKH2,YNL068C,0,0,-0.314037585,0.204405196,0.277034276
Pyruvate,87.01,YHP1,YDR451C,0,0,0.382838345,0.116864017,0.176125502
Pyruvate,87.01,CAD1,YDR423C,0,0,0.113683855,0.653320229,0.704170873
Xanthosine 5-phosphate,363.03,RAP1,YNL216W,0,0,-0.246089373,0.324937163,0.400193705
Xanthosine 5-phosphate,363.03,DAL82,YNL314W,0,0,0.607822381,0.007452639,0.018472105
L-Proline,114.06,SFP1,YLR403W,0,0,-0.848590713,8.54E-06,8.73E-05
Pyruvate,87.01,SWI4,YER111C,0,0,0.439986909,0.067670055,0.11081189
L-Proline,114.06,STB4,YMR019W,0,0,0.730817368,0.000570858,0.002186193
Xanthosine 5-phosphate,363.03,ASH1,YKL185W,0,0,0.330512619,0.180378076,0.251240891
4-Aminobutanoate,102.06,BAS1,YKR099W,0,0,-0.014492944,0.954484179,0.962520954
4-Aminobutanoate,102.06,YHP1,YDR451C,0,0,0.279191094,0.261877815,0.34044116
Xanthosine 5-phosphate,363.03,STE12,YHR084W,0,0,0.336455741,0.172196696,0.242854528
Pyruvate,87.01,SUT1,YGL162W,0,0,0.660510531,0.002847629,0.008583311
Xanthosine 5-phosphate,363.03,STB5,YHR178W,0,0,0.277997185,0.26400878,0.34224141
NAD,662.1,GCR1,YPL075W,0,0,0.830896086,1.95E-05,0.000169297
Pyruvate,87.01,HSF1,YGL073W,0,0,-0.543652233,0.019699603,0.039669063
L-Proline,114.06,INO4,YOL108C,0,0,0.790639204,9.39E-05,0.000566267
L-Proline,114.06,YAP7,YOL028C,0,0,0.483731234,0.041958043,0.074242426
Pyruvate,87.01,PHO4,YFR034C,0,0,0.284314433,0.252855467,0.330059288
4-Aminobutanoate,102.06,STP1,YDR463W,0,0,0.28010137,0.260260323,0.338799371
Xanthosine 5-phosphate,363.03,ZAP1,YJL056C,0,0,0.291336864,0.24081035,0.316427314
Xanthosine 5-phosphate,363.03,SIP4,YJL089W,0,0,-0.382076108,0.11765568,0.177039373
L-Proline,114.06,FKH2,YNL068C,0,0,-0.808578792,4.87E-05,0.000346316
Pyruvate,87.01,RPH1,YER169W,0,0,0.575078884,0.012532834,0.027592449
L-Proline,114.06,CRZ1,YNL027W,0,0,0.317476596,0.19922489,0.271167211
L-Proline,114.06,MSN2,YMR037C,0,0,0.790639204,9.39E-05,0.000566267
4-Aminobutanoate,102.06,DAL80,YKR034W,0,0,0.300027873,0.226417008,0.301311213
Xanthosine 5-phosphate,363.03,SPT23,YKL020C,0,0,0.441559707,0.066580679,0.109685929
Xanthosine 5-phosphate,363.03,RGT1,YKL038W,0,0,0.330953952,0.179761741,0.250749051
Pyruvate,87.01,SPT2,YER161C,0,0,0.572199309,0.013086617,0.028483515
Xanthosine 5-phosphate,363.03,MSN4,YKL062W,0,0,0.407668427,0.093095151,0.144873643
NAD,662.1,PHO4,YFR034C,0,0,-0.721393863,0.00072738,0.002642628
L-Proline,114.06,MAC1,YMR021C,0,0,0.679522374,0.001922526,0.006133469
Xanthosine 5-phosphate,363.03,ROX1,YPR065W,0,0,0.080553601,0.75068115,0.789516608
Xanthine,151.03,SUT1,YGL162W,0,0,-0.210724796,0.401283352,0.473727758
Inosine,267.07,MET31,YPL038W,0,0,-0.035039059,0.890218827,0.90827986
Hypoxanthine,135.03,RAP1,YNL216W,0,0,0.399616597,0.100381026,0.154575455
O-Phospho-L-serine,184,REB1,YBR049C,0,0,-0.350021264,0.154470616,0.222344738
O-Phospho-L-serine,184,HAP3,YBL021C,0,0,0.543301732,0.019794586,0.039818373
O-Phospho-L-serine,184,PDR3,YBL005W,0,0,0.380238787,0.119579516,0.17894789
Hypoxanthine,135.03,MSN2,YMR037C,0,0,-0.273572688,0.271999715,0.350027916
Hypoxanthine,135.03,FKH2,YNL068C,0,0,0.297204129,0.231031251,0.305536831
L-Citrulline,174.09,AFT2,YPL202C,0,0,-0.594776648,0.009226476,0.021891719
L-Citrulline,174.09,GCR1,YPL075W,0,0,0.787100889,0.000106125,0.0006202
L-Citrulline,174.09,RAP1,YNL216W,0,0,0.754432027,0.000297262,0.001324169
L-Citrulline,174.09,MET31,YPL038W,0,0,0.556034187,0.016567742,0.034302226
L-Citrulline,174.09,HAP5,YOR358W,0,0,-0.708690154,0.000993761,0.003459158
L-Citrulline,174.09,TYE7,YOR344C,0,0,0.565982635,0.014348682,0.030774782
Hypoxanthine,135.03,YAP7,YOL028C,0,0,0.245818637,0.325486784,0.400267585
L-Citrulline,174.09,INO4,YOL108C,0,0,-0.735670322,0.00050196,0.001981911
L-Citrulline,174.09,YAP7,YOL028C,0,0,-0.403019832,0.097253184,0.150243197
O-Phospho-L-serine,184,TEC1,YBR083W,0,0,0.614274601,0.006683403,0.016978764
Hypoxanthine,135.03,MAC1,YMR021C,0,0,-0.004187508,0.986843011,0.988803737
O-Phospho-L-serine,184,RDS1,YCR106W,0,0,0.441061168,0.066924565,0.110135883
Hypoxanthine,135.03,STB4,YMR019W,0,0,-0.4267592,0.077361651,0.124338195
O-Phospho-L-serine,184,MBP1,YDL056W,0,0,0.582867134,0.011128185,0.02498938
O-Phospho-L-serine,184,PHO2,YDL106C,0,0,0.490588716,0.038723573,0.069615002
O-Phospho-L-serine,184,UGA3,YDL170W,0,0,0.535569353,0.02198325,0.043443631
O-Phospho-L-serine,184,NRG1,YDR043C,0,0,0.509144252,0.030925086,0.05788231
O-Phospho-L-serine,184,INO2,YDR123C,0,0,0.585194143,0.010733908,0.024390604
O-Phospho-L-serine,184,SWI5,YDR146C,0,0,0.428197542,0.076261096,0.122935702
O-Phospho-L-serine,184,UME6,YDR207C,0,0,0.527331089,0.024519277,0.047569887
Hypoxanthine,135.03,SOK2,YMR016C,0,0,-0.273572688,0.271999715,0.350027916
O-Phospho-L-serine,184,MET32,YDR253C,0,0,-0.529043448,0.023974222,0.046749732
O-Phospho-L-serine,184,YAP6,YDR259C,0,0,-0.584386413,0.010869477,0.024610866
O-Phospho-L-serine,184,SUM1,YDR310C,0,0,0.469879435,0.049116013,0.084331268
O-Phospho-L-serine,184,CAD1,YDR423C,0,0,0.326915938,0.185453767,0.255498892
O-Phospho-L-serine,184,YHP1,YDR451C,0,0,0.515053845,0.028716071,0.054172174
Hypoxanthine,135.03,INO4,YOL108C,0,0,-0.273572688,0.271999715,0.350027916
L-Citrulline,174.09,FKH2,YNL068C,0,0,0.740903553,0.000435613,0.001790228
Inosine,267.07,HAP5,YOR358W,0,0,-0.176856063,0.482658033,0.549023513
L-Citrulline,174.09,GZF3,YJL110C,0,0,-0.305918862,0.216982847,0.291599311
L-Glutamine,145.06,SUM1,YDR310C,0,0,-0.806335358,5.31E-05,0.00036905
L-Glutamine,145.06,CAD1,YDR423C,0,0,-0.491716288,0.038210555,0.068822216
L-Citrulline,174.09,RGT1,YKL038W,0,0,-0.761265474,0.000242843,0.001148791
L-Citrulline,174.09,SPT23,YKL020C,0,0,-0.696743944,0.001313946,0.004397461
L-Glutamine,145.06,STP1,YDR463W,0,0,-0.860476146,4.62E-06,5.25E-05
L-Glutamine,145.06,GCN4,YEL009C,0,0,-0.783141451,0.000121333,0.000688035
L-Citrulline,174.09,SIP4,YJL089W,0,0,0.651726546,0.003384276,0.009888915
Hypoxanthine,135.03,CIN5,YOR028C,0,0,-0.314910155,0.203082528,0.276024687
L-Citrulline,174.09,ZAP1,YJL056C,0,0,-0.783141553,0.000121333,0.000688035
L-Glutamine,145.06,GLN3,YER040W,0,0,-0.871298548,2.51E-06,3.33E-05
L-Glutamine,145.06,SWI4,YER111C,0,0,-0.807883143,5.01E-05,0.000353052
L-Citrulline,174.09,STB5,YHR178W,0,0,-0.748277779,0.000354726,0.001523329
L-Citrulline,174.09,STE12,YHR084W,0,0,-0.732196931,0.000550513,0.002138272
L-Citrulline,174.09,RIM101,YHL027W,0,0,-0.452391834,0.059428401,0.099446299
L-Glutamine,145.06,YAP6,YDR259C,0,0,0.74755935,0.000362005,0.00154586
L-Glutamine,145.06,MET32,YDR253C,0,0,0.766115422,0.000209538,0.001036992
L-Glutamine,145.06,RPN4,YDL020C,0,0,-0.699080692,0.001245366,0.00418259
L-Citrulline,174.09,DAL80,YKR034W,0,0,-0.194817569,0.438534755,0.5100669
L-Citrulline,174.09,CHA4,YLR098C,0,0,-0.587472682,0.010358762,0.023923844
L-Citrulline,174.09,ACE2,YLR131C,0,0,-0.639356318,0.004278033,0.012057995
L-Citrulline,174.09,RFX1,YLR176C,0,0,-0.800514437,6.60E-05,0.000434872
L-Glutamine,145.06,HAP3,YBL021C,0,0,-0.764903299,0.000217476,0.001060198
L-Citrulline,174.09,HAP1,YLR256W,0,0,0.679635249,0.001917889,0.006128906
L-Citrulline,174.09,SFP1,YLR403W,0,0,0.772214647,0.0001732,0.000884986
Hypoxanthine,135.03,AFT2,YPL202C,0,0,-0.107846957,0.670141705,0.719461122
Hypoxanthine,135.03,GCR1,YPL075W,0,0,0.580910741,0.011468559,0.025663251
Hypoxanthine,135.03,MET31,YPL038W,0,0,0.049830275,0.844331899,0.872172032
L-Citrulline,174.09,SOK2,YMR016C,0,0,-0.735670322,0.00050196,0.001981911
L-Citrulline,174.09,MAC1,YMR021C,0,0,-0.563593694,0.014858631,0.031445011
L-Citrulline,174.09,MSN2,YMR037C,0,0,-0.735670322,0.00050196,0.001981911
Hypoxanthine,135.03,HAP5,YOR358W,0,0,-0.300296713,0.225980816,0.301150166
O-Phospho-L-serine,184,STP1,YDR463W,0,0,0.601509618,0.008272941,0.020088425
O-Phospho-L-serine,184,GCN4,YEL009C,0,0,0.559648972,0.01573208,0.032856835
O-Phospho-L-serine,184,GLN3,YER040W,0,0,0.597444059,0.008838679,0.021299768
O-Phospho-L-serine,184,FKH2,YNL068C,0,0,-0.583140245,0.011081319,0.02495882
O-Phospho-L-serine,184,CIN5,YOR028C,0,0,0.545930579,0.019090897,0.038646931
O-Phospho-L-serine,184,INO4,YOL108C,0,0,0.585194143,0.010733908,0.024390604
O-Phospho-L-serine,184,YAP7,YOL028C,0,0,0.271688674,0.275447216,0.352801361
O-Phospho-L-serine,184,DAL82,YNL314W,0,0,0.426643501,0.077450682,0.124376684
Hypoxanthine,135.03,FKH1,YIL131C,0,0,-0.314559329,0.203613643,0.276549873
Hypoxanthine,135.03,ZAP1,YJL056C,0,0,-0.335553838,0.173421845,0.243862507
O-Phospho-L-serine,184,CRZ1,YNL027W,0,0,0.378770864,0.121132453,0.180988364
O-Phospho-L-serine,184,SPT2,YER161C,0,0,0.612641969,0.006871677,0.017324242
Hypoxanthine,135.03,SIP4,YJL089W,0,0,0.151100151,0.549510485,0.613026583
O-Phospho-L-serine,184,MSN2,YMR037C,0,0,0.585194143,0.010733908,0.024390604
O-Phospho-L-serine,184,MAC1,YMR021C,0,0,0.497828867,0.035519556,0.065017118
O-Phospho-L-serine,184,STB4,YMR019W,0,0,0.619062981,0.00615516,0.016047081
O-Phospho-L-serine,184,SOK2,YMR016C,0,0,0.585194143,0.010733908,0.024390604
Hypoxanthine,135.03,CBF1,YJR060W,0,0,0.213241206,0.395552436,0.468921033
O-Phospho-L-serine,184,AZF1,YOR113W,0,0,0.549443877,0.018181389,0.037120335
O-Phospho-L-serine,184,HAP5,YOR358W,0,0,0.632269,0.004871316,0.013413666
O-Phospho-L-serine,184,MET31,YPL038W,0,0,-0.594730914,0.009233242,0.021891719
Hypoxanthine,135.03,STB5,YHR178W,0,0,-0.32698401,0.185356828,0.255498892
Hypoxanthine,135.03,STE12,YHR084W,0,0,-0.296412798,0.232335086,0.307048652
O-Phospho-L-serine,184,AFT2,YPL202C,0,0,0.594054198,0.009333827,0.022095703
Hypoxanthine,135.03,RIM101,YHL027W,0,0,-0.125296888,0.620327599,0.673931803
O-Phospho-L-serine,184,ROX1,YPR065W,0,0,0.610348168,0.007143425,0.01783779
O-Phospho-L-serine,184,ARR1,YPR199C,0,0,0.03554879,0.888631119,0.907144268
"But-1-ene-1,2,4-tricarboxylate",187.02,HAP3,YBL021C,0,0,-0.664447388,0.002630945,0.008031528
"But-1-ene-1,2,4-tricarboxylate",187.02,THI2,YBR240C,0,0,-0.477752501,0.044942718,0.078291281
Hypoxanthine,135.03,SUT1,YGL162W,0,0,-0.23022968,0.358048679,0.430333978
"But-1-ene-1,2,4-tricarboxylate",187.02,RPN4,YDL020C,0,0,-0.596824746,0.008927526,0.021428069
"But-1-ene-1,2,4-tricarboxylate",187.02,MBP1,YDL056W,0,0,-0.765178378,0.000215653,0.001053997
"But-1-ene-1,2,4-tricarboxylate",187.02,PHO2,YDL106C,0,0,-0.707651972,0.001018714,0.003526743
"But-1-ene-1,2,4-tricarboxylate",187.02,UGA3,YDL170W,0,0,-0.55843469,0.016008982,0.033325888
"But-1-ene-1,2,4-tricarboxylate",187.02,INO2,YDR123C,0,0,-0.731673917,0.000558153,0.00214183
O-Phospho-L-serine,184,YAP1,YML007W,0,0,-0.206613109,0.41074345,0.481708237
Hypoxanthine,135.03,SPT23,YKL020C,0,0,-0.234127037,0.349740134,0.42220682
O-Phospho-L-serine,184,SFP1,YLR403W,0,0,-0.567643335,0.014002453,0.030072767
O-Phospho-L-serine,184,FKH1,YIL131C,0,0,0.607884385,0.007444921,0.018472105
O-Phospho-L-serine,184,RPH1,YER169W,0,0,0.585194143,0.010733908,0.024390604
O-Phospho-L-serine,184,PHO4,YFR034C,0,0,0.52832591,0.024201454,0.04709672
Hypoxanthine,135.03,YOX1,YML027W,0,0,-0.000828781,0.997395899,0.997395899
O-Phospho-L-serine,184,HSF1,YGL073W,0,0,-0.562467121,0.015104052,0.031858547
Hypoxanthine,135.03,SFP1,YLR403W,0,0,0.462268921,0.053422611,0.09050586
O-Phospho-L-serine,184,SUT1,YGL162W,0,0,0.507474229,0.031572558,0.058863569
Hypoxanthine,135.03,RFX1,YLR176C,0,0,-0.419393684,0.083180999,0.131697505
O-Phospho-L-serine,184,YAP3,YHL009C,0,0,-0.380303814,0.11951105,0.17894789
O-Phospho-L-serine,184,OPI1,YHL020C,0,0,0.618147941,0.006253396,0.016214707
O-Phospho-L-serine,184,RIM101,YHL027W,0,0,0.406964872,0.093716047,0.145602736
O-Phospho-L-serine,184,STE12,YHR084W,0,0,0.487996091,0.039923156,0.070970374
O-Phospho-L-serine,184,STB5,YHR178W,0,0,0.597069627,0.00889231,0.0213751
Hypoxanthine,135.03,ACE2,YLR131C,0,0,-0.115987521,0.646724233,0.697848678
O-Phospho-L-serine,184,XBP1,YIL101C,0,0,0.599543484,0.008542775,0.020664864
Hypoxanthine,135.03,CHA4,YLR098C,0,0,-0.048554604,0.84827276,0.873880994
O-Phospho-L-serine,184,HAP1,YLR256W,0,0,-0.640469715,0.004190439,0.011881202
O-Phospho-L-serine,184,ZAP1,YJL056C,0,0,0.62410244,0.00563631,0.014938957
4-Aminobutanoate,102.06,HAP3,YBL021C,0,0,0.185263138,0.461739976,0.529961018
O-Phospho-L-serine,184,PUT3,YKL015W,0,0,0.089502431,0.723956783,0.765199896
O-Phospho-L-serine,184,SPT23,YKL020C,0,0,0.590102731,0.009938887,0.023162454
O-Phospho-L-serine,184,RGT1,YKL038W,0,0,0.591224884,0.009763949,0.022878914
Hypoxanthine,135.03,MSN4,YKL062W,0,0,-0.333632375,0.176051533,0.246796051
O-Phospho-L-serine,184,MSN4,YKL062W,0,0,0.501582468,0.033940847,0.062546729
O-Phospho-L-serine,184,ABF1,YKL112W,0,0,-0.232262258,0.353701664,0.426181514
O-Phospho-L-serine,184,ASH1,YKL185W,0,0,0.579624506,0.011696837,0.026082445
O-Phospho-L-serine,184,DAL80,YKR034W,0,0,0.298831692,0.228364371,0.30348005
O-Phospho-L-serine,184,CHA4,YLR098C,0,0,0.537828856,0.021324983,0.042317801
O-Phospho-L-serine,184,ACE2,YLR131C,0,0,0.523553494,0.025755924,0.049417239
O-Phospho-L-serine,184,RFX1,YLR176C,0,0,0.586845679,0.010460929,0.024085344
Hypoxanthine,135.03,RGT1,YKL038W,0,0,-0.306125316,0.216656923,0.291366207
L-Citrulline,174.09,OPI1,YHL020C,0,0,-0.778234569,0.000142706,0.000763895
L-Glutamine,145.06,SPT2,YER161C,0,0,-0.74914632,0.000346091,0.001502661
L-Glutamine,145.06,RPH1,YER169W,0,0,-0.869404084,2.80E-06,3.48E-05
Xanthine,151.03,UGA3,YDL170W,0,0,0.004057502,0.987251455,0.988803737
2-Oxoadipate,159.03,THI2,YBR240C,0,0,-0.015849034,0.950230087,0.960172519
2-Oxoadipate,159.03,TEC1,YBR083W,0,0,0.230968332,0.356465451,0.42870074
2-Oxoadipate,159.03,REB1,YBR049C,0,0,-0.29310234,0.237840569,0.313241438
Xanthine,151.03,PHO2,YDL106C,0,0,-0.083882285,0.740707169,0.779455617
2-Oxoadipate,159.03,HAP3,YBL021C,0,0,0.157101484,0.533573866,0.598941798
2-Oxoadipate,159.03,PDR3,YBL005W,0,0,0.273240884,0.272604931,0.350334918
Xanthine,151.03,INO2,YDR123C,0,0,-0.254103783,0.30891471,0.386598566
2-Oxoadipate,159.03,HAP2,YGL237C,0,0,-0.345033985,0.160835427,0.229199479
Xanthine,151.03,SWI5,YDR146C,0,0,-0.09580704,0.705307746,0.75005181
Xanthine,151.03,AFT2,YPL202C,0,0,-0.138303433,0.584180592,0.642032555
Xanthine,151.03,MET31,YPL038W,0,0,0.060364518,0.811931381,0.845098512
Xanthine,151.03,HAP5,YOR358W,0,0,-0.300117207,0.226272003,0.301311213
Xanthine,151.03,AZF1,YOR113W,0,0,-0.248569045,0.319928571,0.395668006
Xanthine,151.03,CIN5,YOR028C,0,0,-0.274211909,0.270836109,0.349707976
Xanthine,151.03,RPN4,YDL020C,0,0,-0.269717093,0.279083625,0.356265068
2-Oxoadipate,159.03,MBP1,YDL056W,0,0,0.1192714,0.63736489,0.689306342
Xanthine,151.03,RDS1,YCR106W,0,0,-0.149319715,0.554278807,0.61654645
2-Oxoadipate,159.03,INO2,YDR123C,0,0,0.18593183,0.460096063,0.528391573
Xanthine,151.03,TEC1,YBR083W,0,0,-0.21069899,0.401342355,0.473727758
2-Oxoadipate,159.03,YAP6,YDR259C,0,0,0.038515043,0.879400036,0.900593808
2-Oxoadipate,159.03,SUM1,YDR310C,0,0,0.057942691,0.819356509,0.85143572
2-Oxoadipate,159.03,CAD1,YDR423C,0,0,0.035843065,0.887714697,0.906693098
2-Oxoadipate,159.03,YHP1,YDR451C,0,0,0.057146052,0.821802173,0.853049404
2-Oxoadipate,159.03,STP1,YDR463W,0,0,0.205226136,0.413961302,0.485027619
2-Oxoadipate,159.03,GLN3,YER040W,0,0,0.2296605,0.359271381,0.430990338
2-Oxoadipate,159.03,SWI4,YER111C,0,0,0.086683501,0.732343982,0.772619456
2-Oxoadipate,159.03,SPT2,YER161C,0,0,0.278598876,0.262933499,0.34111739
2-Oxoadipate,159.03,RPH1,YER169W,0,0,0.18593183,0.460096063,0.528391573
Xanthine,151.03,PDR3,YBL005W,0,0,-0.346979953,0.15833106,0.226136514
2-Oxoadipate,159.03,HSF1,YGL073W,0,0,-0.061096464,0.809690265,0.84322512
L-Glutamine,145.06,AFT2,YPL202C,0,0,-0.809625534,4.68E-05,0.000336241
Xanthine,151.03,INO4,YOL108C,0,0,-0.254103783,0.30891471,0.386598566
Xanthine,151.03,MET32,YDR253C,0,0,0.127078942,0.615323324,0.670400725
Xanthine,151.03,SUM1,YDR310C,0,0,-0.129502401,0.608543759,0.663771189
Xanthine,151.03,CHA4,YLR098C,0,0,-0.057440166,0.820899068,0.852575064
Xanthine,151.03,RIM101,YHL027W,0,0,-0.234915316,0.348073193,0.420726041
Xanthine,151.03,STE12,YHR084W,0,0,-0.245782204,0.325560787,0.400267585
Xanthine,151.03,STB5,YHR178W,0,0,-0.312924767,0.206100224,0.278935926
Xanthine,151.03,FKH1,YIL131C,0,0,-0.262169446,0.293275373,0.370667485
Xanthine,151.03,ZAP1,YJL056C,0,0,-0.292816231,0.238320253,0.313577448
Xanthine,151.03,SIP4,YJL089W,0,0,0.100009599,0.692964038,0.740634382
Xanthine,151.03,PHO4,YFR034C,0,0,-0.01518217,0.952321904,0.961377263
Xanthine,151.03,SPT23,YKL020C,0,0,-0.155429735,0.537991936,0.602992721
Xanthine,151.03,RGT1,YKL038W,0,0,-0.275144342,0.269144284,0.347993726
Xanthine,151.03,RPH1,YER169W,0,0,-0.254103783,0.30891471,0.386598566
Xanthine,151.03,MSN4,YKL062W,0,0,-0.29474619,0.235096457,0.310054748
Xanthine,151.03,HAP4,YKL109W,0,0,-0.088348707,0.727385919,0.767974857
Xanthine,151.03,ASH1,YKL185W,0,0,-0.252569891,0.31194414,0.388102377
Xanthine,151.03,SPT2,YER161C,0,0,-0.02333188,0.926782167,0.940064077
Xanthine,151.03,ACE2,YLR131C,0,0,-0.061249292,0.809222505,0.843197496
Xanthine,151.03,RAP1,YNL216W,0,0,0.409829827,0.091206316,0.142281853
Xanthine,151.03,RFX1,YLR176C,0,0,-0.348786061,0.156030641,0.223854771
Xanthine,151.03,SWI4,YER111C,0,0,-0.200491287,0.425047212,0.496191339
Xanthine,151.03,GLN3,YER040W,0,0,-0.266160045,0.285718431,0.362820446
Xanthine,151.03,GCN4,YEL009C,0,0,-0.053958293,0.831603962,0.860501512
Xanthine,151.03,STP1,YDR463W,0,0,-0.210788251,0.401138288,0.473727758
Xanthine,151.03,YOX1,YML027W,0,0,-0.048568769,0.848228984,0.873880994
Xanthine,151.03,SOK2,YMR016C,0,0,-0.254103783,0.30891471,0.386598566
Xanthine,151.03,STB4,YMR019W,0,0,-0.43464105,0.071471747,0.116339445
Xanthine,151.03,MAC1,YMR021C,0,0,0.048247294,0.849222633,0.873917314
Xanthine,151.03,MSN2,YMR037C,0,0,-0.254103783,0.30891471,0.386598566
Xanthine,151.03,YHP1,YDR451C,0,0,-0.077953878,0.758497225,0.796859922
Xanthine,151.03,MOT3,YMR070W,0,0,0.069916636,0.782799472,0.819687557
Xanthine,151.03,CRZ1,YNL027W,0,0,0.204549551,0.415535886,0.486276226
Xanthine,151.03,FKH2,YNL068C,0,0,0.277287074,0.265281335,0.343463843
2-Oxoadipate,159.03,SUT1,YGL162W,0,0,0.337378539,0.170949221,0.241273236
2-Oxoadipate,159.03,OPI1,YHL020C,0,0,0.200299457,0.425499621,0.496416225
L-Glutamine,145.06,PHO4,YFR034C,0,0,-0.700096722,0.001216489,0.004102386
L-Glutamine,145.06,CBF1,YJR060W,0,0,0.722426975,0.000708641,0.002609273
L-Citrulline,174.09,INO2,YDR123C,0,0,-0.735670322,0.00050196,0.001981911
L-Citrulline,174.09,PHO2,YDL106C,0,0,-0.614186938,0.006693405,0.016978764
L-Citrulline,174.09,MBP1,YDL056W,0,0,-0.712950994,0.000896616,0.003155494
L-Citrulline,174.09,RPN4,YDL020C,0,0,-0.652179168,0.003354736,0.009862924
L-Citrulline,174.09,RDS1,YCR106W,0,0,-0.629959819,0.005078485,0.013824764
L-Citrulline,174.09,THI2,YBR240C,0,0,-0.388103992,0.111497931,0.16870352
L-Glutamine,145.06,RGT1,YKL038W,0,0,-0.879765725,1.50E-06,2.35E-05
L-Glutamine,145.06,MET31,YPL038W,0,0,0.765586517,0.000212971,0.001046241
L-Glutamine,145.06,PHD1,YKL043W,0,0,0.577031371,0.012168097,0.027007241
L-Glutamine,145.06,DAL80,YKR034W,0,0,-0.51780355,0.027730946,0.05260905
L-Glutamine,145.06,ACE2,YLR131C,0,0,-0.797131345,7.46E-05,0.000473853
L-Glutamine,145.06,YOX1,YML027W,0,0,-0.649987559,0.003499758,0.010133389
2-Oxoadipate,159.03,AFT2,YPL202C,0,0,0.077321629,0.76040149,0.798421564
L-Glutamine,145.06,SOK2,YMR016C,0,0,-0.869404084,2.80E-06,3.48E-05
